"SITE_ID","VISIT_NO","SAMPLE_ID","H2O_dD","H2O_d18O","d.excess"
"NRS18_VA_10001","2",891060,-30.05,-5.05,10.33
"NRS18_VA_10002","1",893900,-42.39,-7.21,15.3
"NRS18_VA_10002","2",109620,-41.5,-6.63,11.51
"NRS18_VA_10003","1",895920,-29.03,-5.68,16.37
"NRS18_VA_10004","1",122220,-43.06,-7,12.96
"NRS18_VA_10005","1",895980,-45.07,-7.44,14.47
"NRS18_VA_10006","1",109320,-41.49,-7.01,14.59
"NRS18_VA_10007","1",122240,-33.7,-5.85,13.09
"NRS18_VA_10008","1",122160,-45.46,-7.16,11.8
"NRS18_VA_10009","1",122120,-37.34,-6.11,11.57
"NRS18_VA_10009","2",135280,-36.09,-5.98,11.73
"NRS18_VA_10010","1",122180,-26.76,-4.67,10.56
"NRS18_VA_10010","2",122140,-27.15,-4.61,9.76
"NRS18_VA_10011","1",896040,-33.35,-5.57,11.21
"NRS18_VA_10013","1",896000,-37.13,-6.37,13.81
"NRS18_VA_10014","1",896020,-41.6,-6.66,11.71
"NRS18_VA_10015","1",893860,-33.74,-5.81,12.74
"NRS18_VA_10016","1",135260,-49.19,-7.79,13.15
"NRS18_VA_10017","1",122080,-36.82,-6.44,14.71
"NRS18_VA_10018","1",135300,-38.59,-6.48,13.28
"NRS18_VA_10019","1",135140,-44.93,-6.92,10.42
"NRS18_VA_10020","1",135000,-21.41,-3.35,5.38
"NRS18_VA_10021","1",895960,-26.2,-4.49,9.71
"NRS18_VA_10022","1",109280,-46.37,-7.53,13.86
"NRS18_VA_RF001","1",135760,-40.54,-6.82,13.98
"NRS18_VA_RF002","1",135180,-41.78,-6.51,10.33
"NRS18_VA_RF003","1",135240,-47.75,-7.53,12.45
"NRS18_VA_RF004","1",109480,-37.84,-5.8,8.57
"NRS18_VA_RF005","1",893800,-42.66,-7.02,13.48
"NRS18_VA_RF006","1",135040,-24.31,-4.23,9.5
"NRS18_VA_RF008","1",109800,-23.84,-3.47,3.9
"NRS18_VA_RF011","1",122100,-47.54,-7.95,16.03
"NRS18_VA_RF013","1",122200,-45.98,-7.77,16.18
"NRS18_VA_RF014","1",135220,-47.05,-7.46,12.66
"NRS18_VA_RF015","1",135100,-26.19,-4.66,11.08
"NRS18_VT_10001","1",898920,-71.26,-10.58,13.34
"NRS18_VT_10001","2",101060,-67.56,-10.31,14.94
"NRS18_VT_10002","1",889300,-72.27,-10.69,13.28
"NRS18_VT_10002","2",895360,-71.31,-10.74,14.61
"NRS18_VT_10003","1",101020,-65.14,-9.96,14.55
"NRS18_VT_10004","1",890660,-64.45,-9.83,14.2
"NRS18_VT_10005","1",109840,-67.56,-9.96,12.09
"NRS18_VT_10006","1",889280,-76.43,-11.49,15.53
"NRS18_VT_10006","2",890800,-74.8,-11.37,16.13
"NRS18_VT_10008","1",101000,-73.35,-10.89,13.8
"NRS18_VT_10009","1",890400,-70.79,-10.1,9.99
"NRS18_VT_10011","1",889020,-58.41,-8.7,11.21
"NRS18_VT_10012","1",890640,-59.44,-8.12,5.52
"NRS18_VT_10013","1",101100,-74.63,-11.1,14.17
"NRS18_VT_10014","1",122000,-75.52,-11.41,15.72
"NRS18_VT_10015","1",896080,-74.19,-10.75,11.8
"NRS18_VT_10016","1",889000,-65,-10.03,15.27
"NRS18_VT_10017","1",890780,-58.33,-5.48,-14.51
"NRS18_VT_10018","1",895400,-67.62,-9.7,10.01
"NRS18_VT_10023","1",893540,-73.2,-10.64,11.92
"NRS18_VT_10023","2",889320,-72.19,-10.58,12.47
"NRS18_VT_10034","1",887900,-63,-9.99,16.92
"NRS18_VT_10184","1",101040,-64.52,-9.59,12.22
"NRS18_VT_10335","1",889060,-71.94,-10.51,12.11
"NRS18_VT_RF001","1",122040,-69.39,-10.69,16.14
"NRS18_VT_RF002","1",122060,-81.89,-12.23,15.95
"NRS18_WA_10001","1",885240,-102.17,-14.25,11.82
"NRS18_WA_10001","2",885660,-102.1,-14.2,11.54
"NRS18_WA_10002","1",885120,-129.7,-17.46,9.95
"NRS18_WA_10002","2",884760,-127.75,-16.91,7.53
"NRS18_WA_10005","1",884240,-58.46,-8.77,11.73
"NRS18_WA_10006","1",884960,-60.16,-8.84,10.57
"NRS18_WA_10007","1",885580,-99.22,-14.19,14.27
"NRS18_WA_10008","1",103880,-127.3,-16.81,7.19
"NRS18_WA_10010","1",885420,-95.42,-13.18,9.99
"NRS18_WA_10011","1",885340,-94.61,-12.73,7.24
"NRS18_WA_10012","1",885380,-102.92,-13.69,6.63
"NRS18_WA_10013","1",885780,-79.84,-11.33,10.78
"NRS18_WA_10013","2",883080,-79.16,-10.96,8.48
"NRS18_WA_10014","1",884800,-103.36,-13.86,7.53
"NRS18_WA_10014","2",885180,-103.1,-14.06,9.35
"NRS18_WA_10016","1",883000,-111.25,-15.36,11.66
"NRS18_WA_10017","1",884880,-97.03,-13.93,14.43
"NRS18_WA_10018","1",885460,-81.86,-12.02,14.33
"NRS18_WA_10021","1",884220,-102.64,-13.66,6.65
"NRS18_WA_10022","1",884180,-105.92,-14.67,11.47
"NRS18_WA_10023","1",108780,-117.03,-15.28,5.2
"NRS18_WA_10024","1",103540,-131.94,-17.4,7.28
"NRS18_WA_10025","1",883200,-111.47,-14.97,8.25
"NRS18_WA_10026","1",103560,-120.85,-16.01,7.19
"NRS18_WA_10029","1",890760,-118.76,-16.06,9.73
"NRS18_WA_10032","1",883020,-59.09,-8.54,9.23
"NRS18_WA_10034","1",883040,-77.93,-11.36,12.98
"NRS18_WA_10035","1",883160,-98.47,-13.85,12.35
"NRS18_WA_10037","1",885080,-110.99,-14.95,8.64
"NRS18_WA_10038","1",885040,-132.44,-17.56,8.07
"NRS18_WA_10039","1",103700,-130.7,-17.21,6.99
"NRS18_WA_10040","1",103900,-131.72,-17.41,7.55
"NRS18_WA_10043","1",885540,-108.56,-15.16,12.7
"NRS18_WA_10044","1",885500,-134.76,-17.62,6.17
"NRS18_WA_10047","1",884660,-85.7,-11.72,8.08
"NRS18_WA_10049","1",883140,-102.88,-13.55,5.55
"NRS18_WA_10060","1",885260,-58.92,-9.01,13.14
"NRS18_WA_10065","1",885000,-130.03,-17.87,12.91
"NRS18_WA_10211","1",885300,-103.57,-14.18,9.85
"NRS18_WA_10212","1",883120,-107.68,-14.05,4.73
"NRS18_WA_10360","1",883060,-56.88,-8.65,12.35
"NRS18_WA_10519","1",883100,-97.95,-12.09,-1.25
"NRS18_WA_10522","1",103920,-115.53,-15.32,7.01
"NRS18_WA_10811","1",884160,-118.9,-14.93,0.51
"NRS18_WI_10013","1",113180,-73.56,-10.67,11.82
"NRS18_WI_10015","1",125280,-78.46,-11.05,9.95
"NRS18_WI_10015","2",113200,-83.55,-12.1,13.26
"NRS18_WI_10018","1",131700,-52.97,-6.5,-0.94
"NRS18_WI_RF001","1",102180,-67.72,-9.09,5.01
"NRS18_WI_RF001","2",113360,-72.38,-10.1,8.43
"NRS18_WI_RF002","1",102200,-74.89,-10.6,9.87
"NRS18_WI_RF003","1",890500,-73.45,-10.06,7.04
"NRS18_WV_10001","1",124820,-45.68,-7.58,14.93
"NRS18_WV_10001","2",124860,-43.55,-7.07,13
"NRS18_WV_10002","1",889560,-49.68,-7.44,9.83
"NRS18_WV_10002","2",102120,-50.91,-8.01,13.16
"NRS18_WV_10003","1",889260,-44.22,-7.33,14.4
"NRS18_WV_10004","1",124840,-33.94,-5.65,11.24
"NRS18_WV_10005","1",115780,-44.55,-7.27,13.58
"NRS18_WV_10006","1",886960,-39.73,-6.74,14.17
"NRS18_WV_10008","1",102860,-43.7,-7.13,13.36
"NRS18_WV_10008","2",104260,-42.2,-6.71,11.48
"NRS18_WV_10009","1",104220,-43.59,-7.27,14.54
"NRS18_WV_10010","1",891560,-44.79,-7.62,16.18
"NRS18_WV_10010","2",891580,-46.52,-7.52,13.61
"NRS18_WV_10011","1",117500,-38.55,-6.37,12.45
"NRS18_WV_10012","1",990440,-45.42,-7.63,15.61
"NRS18_WV_10013","1",889240,-27.61,-4.98,12.25
"NRS18_WV_10015","1",891660,-48.66,-8.29,17.7
"NRS18_WV_10016","1",891640,-52.92,-8.7,16.7
"NRS18_WV_10018","1",124920,-40.14,-6.45,11.43
"NRS18_WV_10019","1",889220,-47.63,-7.69,13.91
"NRS18_WV_10020","1",108180,-43.09,-6.95,12.51
"NRS18_WV_10031","1",891600,-48.64,-7.82,13.9
"NRS18_WV_10180","1",124880,-51.61,-7.84,11.13
"NRS18_WV_10181","1",102520,-44.64,-7,11.39
"NRS18_WV_RF001","1",119940,-45.55,-7.37,13.39
"NRS18_WV_RF002","1",895180,-46.54,-7.16,10.76
"NRS18_WV_RF003","1",895160,-49.35,-8.09,15.38
"NRS18_WV_RF004","1",119960,-50.83,-8.25,15.16
"NRS18_WY_10003","1",101620,-129.48,-15.09,-8.75
"NRS18_WY_10004","1",106140,-123.56,-16.07,5.02
"NRS18_WY_10005","1",127400,-133.01,-17.98,10.87
"NRS18_WY_10010","1",106160,-99.88,-8.72,-30.13
"NRS18_WY_10010","2",107880,-92.35,-6.87,-37.38
"NRS18_WY_10011","1",111060,-128.24,-14.59,-11.49
"NRS18_WY_10014","1",109240,-111.52,-13.76,-1.4
"NRS18_WY_10015","1",109820,-112.29,-13.06,-7.81
"NRS18_WY_10016","1",104800,-113.22,-14.09,-0.46
"NRS18_WY_10021","1",108020,-114.82,-15.78,11.4
"NRS18_WY_10022","1",110920,-90.97,-11.13,-1.96
"NRS18_WY_10025","1",127540,-133.18,-18.03,11.02
"NRS18_WY_10025","2",127420,-132.68,-17.9,10.49
"NRS18_WY_10026","1",107980,-138.33,-18,5.67
"NRS18_WY_10027","1",109260,-88.18,-11.25,1.85
"NRS18_WY_10029","1",106220,-87.82,-9.13,-14.79
"NRS18_WY_10034","1",127500,-130.53,-16.77,3.63
"NRS18_WY_10034","2",127120,-128.84,-16.75,5.19
"NRS18_WY_10035","1",101260,-108.34,-13.09,-3.59
"NRS18_WY_10039","1",117900,-118.46,-15.32,4.07
"NRS18_WY_10052","1",111020,-80.94,-8.47,-13.2
"NRS18_WY_10060","1",111080,-109.82,-13.13,-4.75
"NRS18_WY_10065","1",108760,-107.49,-13.18,-2.07
"NRS18_WY_10068","1",101680,-118.98,-15.14,2.14
"NRS18_WY_10069","1",106020,-139.41,-18.35,7.41
"NRS18_WY_10069","2",109180,-139.82,-18.14,5.32
"NRS18_WY_10071","1",109600,-125.09,-16.58,7.52
"NRS18_WY_10073","1",108000,-128.23,-15.11,-7.37
"NRS18_WY_10076","1",890460,-119.64,-15.43,3.79
"NRS18_WY_10078","1",111740,-132.27,-16.95,3.32
"NRS18_WY_10084","1",896720,-114.94,-14.45,0.67
"NRS18_WY_10085","1",109760,-126.07,-16.67,7.32
"NRS18_WY_10089","1",108600,-116.27,-14.21,-2.59
"NRS18_WY_10090","1",109120,-133.28,-16.87,1.65
"NRS18_WY_10251","1",117960,-84.68,-8.53,-16.42
"NRS18_WY_10394","1",127460,-138.53,-18.88,12.53
"NRS18_WY_10396","1",127180,-142.9,-19.27,11.29
"NRS18_WY_10400","1",127000,-128.5,-17.21,9.17
"NRS18_WY_10406","1",127440,-137.32,-18.16,8
"NRS18_WY_10546","1",896980,-126.34,-15.8,0.05
"NRS18_WY_10549","1",115940,-138.23,-17.99,5.65
"NRS18_WY_10696","1",105320,-111.21,-14.29,3.09
"NRS18_WY_10697","1",890740,-122.43,-15.7,3.19
"NRS18_WY_10701","1",109220,-111.42,-13.85,-0.64
"NRS18_WY_10845","1",108060,-110.07,-14.01,1.97
"NRS18_WY_10995","1",137640,-134.38,-17.25,3.66
"NRS18_WY_10996","1",137340,-134.66,-18.03,9.61
"NRS18_WY_11145","1",109140,-130.74,-17.07,5.84
"NRS18_WY_11151","1",107900,-139.64,-17.63,1.39
"NRS18_WY_11299","1",109200,-107.27,-11.57,-14.68
"NRS18_WY_11301","1",116040,-131.18,-17.39,7.98
"NRS18_WY_11305","1",115920,-116.35,-13.62,-7.42
"NRS18_WY_11306","1",106040,-76.02,-9.52,0.14
"NRS18_WY_11308","1",111000,-67.87,-5.53,-23.65
"NRS18_WY_11315","1",116100,-119.89,-14.21,-6.18
"NRS18_WY_11316","1",114020,-117.78,-13.46,-10.12
"NRS18_WY_11452","1",116000,-109.16,-14.15,4.05
"NRS18_WY_11453","1",114840,-100.65,-12.22,-2.86
"NRS18_WY_11594","1",127100,-133.76,-18.07,10.82
"NRS18_WY_11746","1",111760,-119.17,-13.87,-8.19
"NRS18_WY_11747","1",111040,-110.95,-13.57,-2.38
"NRS18_WY_11790","1",126940,-140.42,-18.68,8.99
"NRS18_WY_11896","1",103400,-110.96,-13.67,-1.57
"NRS18_WY_11903","1",890720,-112.33,-14.09,0.37
"NRS18_WY_11906","1",116060,-105.83,-13.12,-0.84
"NRS18_WY_11908","1",106060,-108.47,-13.33,-1.83
"NRS18_WY_11912","1",105800,-111.59,-13.63,-2.56
"NRS18_WY_12046","1",108500,-108.35,-13.29,-2.03
"NRS18_WY_12048","1",105920,-105.22,-12.49,-5.33
"NRS18_WY_12197","1",108740,-120.18,-15.79,6.17
"NRS18_WY_12345","1",127160,-129.04,-16.84,5.72
"NRS18_WY_12347","1",106100,-120.65,-15.61,4.21
