"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_UNITS","ANC_RESULT","ANC_UNITS","CALCIUM_RESULT","CALCIUM_UNITS","CHLORIDE_RESULT","CHLORIDE_UNITS","COLOR_RESULT","COLOR_UNITS","COND_RESULT","COND_UNITS","DOC_RESULT","DOC_UNITS","MAGNESIUM_RESULT","MAGNESIUM_UNITS","NITRATE_N_RESULT","NITRATE_N_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_UNITS","NITRITE_N_RESULT","NITRITE_N_UNITS","NTL_RESULT","NTL_UNITS","PH_RESULT","PH_UNITS","POTASSIUM_RESULT","POTASSIUM_UNITS","PTL_RESULT","PTL_UNITS","SILICA_RESULT","SILICA_UNITS","SODIUM_RESULT","SODIUM_UNITS","SULFATE_RESULT","SULFATE_UNITS","TSS_RESULT","TSS_UNITS","TURB_RESULT","TURB_UNITS"
"NRS18_TX_10041",1,0.029,"mg N/L",4416.08,"uEQ/L",62.398,"mg/L",36.1244,"mg/L",10,"APHA PT-CO",564.8,"uS/cm at 25 C",2.34,"mg/L",25.069,"mg/L",0.5958,"mg N/L",NA,"","0","mg N/L",0.978,"mg N/L",8.52,"Std. Units",2.519,"mg/L",29.596,"ug/L",14.577,"mg/L",20.354,"mg/L",18.47,"mg/L","24.3","mg/L",6.59,"NTU"
"NRS18_NM_10809",1,0.008,"mg N/L",3794.05,"uEQ/L",188.268,"mg/L",67.6061,"mg/L",15,"APHA PT-CO",1338.8,"uS/cm at 25 C",1.4,"mg/L",55.092,"mg/L",0.454,"mg N/L",NA,"","0.0032","mg N/L",0.703,"mg N/L",8.16,"Std. Units",1.242,"mg/L",45.36,"ug/L",13.366,"mg/L",47.065,"mg/L",450.236,"mg/L","55.8","mg/L",15.3,"NTU"
"NRS18_AZ_12037",1,0.007,"mg N/L",3784.89,"uEQ/L",53.146,"mg/L",8.5601,"mg/L",12,"APHA PT-CO",422.3,"uS/cm at 25 C",0.91,"mg/L",8.568,"mg/L",0.4945,"mg N/L",NA,"","0.0018","mg N/L",0.604,"mg N/L",8.37,"Std. Units",2.736,"mg/L",99.983,"ug/L",36.92,"mg/L",29.258,"mg/L",20.235,"mg/L","7.7","mg/L",2.76,"NTU"
"NRS18_NM_10035",1,0.008,"mg N/L",1784.64,"uEQ/L",26.276,"mg/L",20.7705,"mg/L",6,"APHA PT-CO",285.9,"uS/cm at 25 C",0.52,"mg/L",2.883,"mg/L",0.2339,"mg N/L",NA,"","0.0014","mg N/L",0.363,"mg N/L",8.33,"Std. Units",1.135,"mg/L",44.581,"ug/L",43.068,"mg/L",31.788,"mg/L",13.795,"mg/L","11.9","mg/L",3.22,"NTU"
"NRS18_AZ_10014",1,0.003,"mg N/L",3005.26,"uEQ/L",68.129,"mg/L",73.565,"mg/L",4,"APHA PT-CO",870.2,"uS/cm at 25 C",2.66,"mg/L",21.758,"mg/L",0.1996,"mg N/L",NA,"","0.0017","mg N/L",0.381,"mg N/L",8.34,"Std. Units",3.31,"mg/L",36.135,"ug/L",7.236,"mg/L",72.997,"mg/L",171.428,"mg/L","36.3","mg/L",12.38,"NTU"
"NRS18_AZ_10004",1,0.003,"mg N/L",3222.17,"uEQ/L",67.588,"mg/L",75.3054,"mg/L",15,"APHA PT-CO",892.9,"uS/cm at 25 C",2.64,"mg/L",22.529,"mg/L",0.2135,"mg N/L",NA,"","0.0014","mg N/L",0.409,"mg N/L",8.17,"Std. Units",3.462,"mg/L",181.534,"ug/L",7.357,"mg/L",76.681,"mg/L",181.018,"mg/L","223.1","mg/L",189,"NTU"
"NRS18_AZ_10005",1,0.004,"mg N/L",2859.02,"uEQ/L",69.309,"mg/L",59.1512,"mg/L",5,"APHA PT-CO",825.7,"uS/cm at 25 C",2.78,"mg/L",21.341,"mg/L",0.2111,"mg N/L",NA,"","0.0015","mg N/L",0.404,"mg N/L",8.23,"Std. Units",3.322,"mg/L",58.451,"ug/L",7.193,"mg/L",64.908,"mg/L",183.807,"mg/L","22.5","mg/L",10.27,"NTU"
"NRS18_NM_11545",1,0.003,"mg N/L",1379.29,"uEQ/L",16.932,"mg/L",10.2771,"mg/L",5,"APHA PT-CO",214.5,"uS/cm at 25 C",1.54,"mg/L",3.866,"mg/L",0.0041,"mg N/L",NA,"","0","mg N/L",0.086,"mg N/L",8.14,"Std. Units",1.503,"mg/L",79.285,"ug/L",35.466,"mg/L",23.074,"mg/L",16.083,"mg/L","6.5","mg/L",3.25,"NTU"
"NRS18_AZ_10457",1,0.039,"mg N/L",4721.55,"uEQ/L",138.841,"mg/L",195.8822,"mg/L",15,"APHA PT-CO",1900.8,"uS/cm at 25 C",2.82,"mg/L",53.391,"mg/L",1.8497,"mg N/L",NA,"","0.0485","mg N/L",2.44,"mg N/L",8.18,"Std. Units",5.904,"mg/L",37.898,"ug/L",12.763,"mg/L",238.425,"mg/L",459.209,"mg/L","7.5","mg/L",2.86,"NTU"
"NRS18_AZ_10024",1,0.004,"mg N/L",5392.33,"uEQ/L",58.277,"mg/L",13.3863,"mg/L",8,"APHA PT-CO",546.7,"uS/cm at 25 C",0.89,"mg/L",26.717,"mg/L",0.013,"mg N/L",NA,"","0.001","mg N/L",0.136,"mg N/L",8.26,"Std. Units",1.918,"mg/L",48.693,"ug/L",16.695,"mg/L",25.289,"mg/L",21.115,"mg/L","14.1","mg/L",8.64,"NTU"
"NRS18_AZ_10843",1,0.005,"mg N/L",4500.49,"uEQ/L",51.695,"mg/L",10.3433,"mg/L",10,"APHA PT-CO",431.2,"uS/cm at 25 C",2.49,"mg/L",24.475,"mg/L",0,"mg N/L",NA,"","0","mg N/L",0.17,"mg N/L",8.68,"Std. Units",1.716,"mg/L",48.479,"ug/L",7.311,"mg/L",9.715,"mg/L",4.918,"mg/L","1.2","mg/L",0.56,"NTU"
"NRS18_AZ_12844",1,0.011,"mg N/L",3433.79,"uEQ/L",89.022,"mg/L",130.4205,"mg/L",12,"APHA PT-CO",1272.4,"uS/cm at 25 C",2.79,"mg/L",29.94,"mg/L",0.1875,"mg N/L",NA,"","0.0045","mg N/L",0.47,"mg N/L",8.32,"Std. Units",5.176,"mg/L",35.778,"ug/L",10.651,"mg/L",137.249,"mg/L",274.934,"mg/L","9.3","mg/L",3.5,"NTU"
"NRS18_NM_11094",1,0.004,"mg N/L",3871.46,"uEQ/L",42.991,"mg/L",6.63,"mg/L",8,"APHA PT-CO",389,"uS/cm at 25 C",2.09,"mg/L",10.783,"mg/L",0.0063,"mg N/L",NA,"","5.00E-04","mg N/L",0.133,"mg N/L",8.52,"Std. Units",2.12,"mg/L",152.871,"ug/L",29.542,"mg/L",30.934,"mg/L",9.725,"mg/L","3.9","mg/L",4.49,"NTU"
"NRS18_AZ_10003",1,0.001,"mg N/L",3136.54,"uEQ/L",39.596,"mg/L",3.336,"mg/L",20,"APHA PT-CO",315.4,"uS/cm at 25 C",1.97,"mg/L",10.149,"mg/L",0.0069,"mg N/L",NA,"","0","mg N/L",0.096,"mg N/L",8.23,"Std. Units",0.683,"mg/L",147.441,"ug/L",28.955,"mg/L",16.034,"mg/L",6.9,"mg/L","0.1","mg/L",1.01,"NTU"
"NRS18_NM_11437",1,0.006,"mg N/L",2072.42,"uEQ/L",482.138,"mg/L",339.7511,"mg/L",5,"APHA PT-CO",3372.8,"uS/cm at 25 C",1.61,"mg/L",99.085,"mg/L",0.2597,"mg N/L",NA,"","0.009","mg N/L",0.491,"mg N/L",8.04,"Std. Units",4.584,"mg/L",28.859,"ug/L",9.617,"mg/L",259.893,"mg/L",1429.713,"mg/L","27","mg/L",17.72,"NTU"
"NRS18_AZ_10456",1,0.021,"mg N/L",3369.61,"uEQ/L",46.543,"mg/L",90.903,"mg/L",25,"APHA PT-CO",691.6,"uS/cm at 25 C",5.15,"mg/L",12.231,"mg/L",0.3158,"mg N/L",NA,"","0.0034","mg N/L",1.066,"mg N/L",8.37,"Std. Units",5.021,"mg/L",611.498,"ug/L",26.972,"mg/L",79.93,"mg/L",43.483,"mg/L","216.6","mg/L",312,"NTU"
"NRS18_NM_11434",1,0.004,"mg N/L",1756.44,"uEQ/L",35.281,"mg/L",1.457,"mg/L",25,"APHA PT-CO",202.1,"uS/cm at 25 C",3.51,"mg/L",3.07,"mg/L",0.094,"mg N/L",NA,"","0.0016","mg N/L",0.458,"mg N/L",8.09,"Std. Units",0.715,"mg/L",184.274,"ug/L",7.096,"mg/L",2.761,"mg/L",23.164,"mg/L","238.2","mg/L",146,"NTU"
"NRS18_AZ_10015",1,0.004,"mg N/L",1912.63,"uEQ/L",21.33,"mg/L",4.703,"mg/L",15,"APHA PT-CO",210.2,"uS/cm at 25 C",4.42,"mg/L",7.999,"mg/L",0.0015,"mg N/L",NA,"","0","mg N/L",0.279,"mg N/L",8.08,"Std. Units",1.484,"mg/L",108.451,"ug/L",21.493,"mg/L",11.516,"mg/L",6.168,"mg/L","9.5","mg/L",9.74,"NTU"
"NRS18_AZ_10008",1,0.004,"mg N/L",636.63,"uEQ/L",7.374,"mg/L",0.812,"mg/L",30,"APHA PT-CO",75.2,"uS/cm at 25 C",4.39,"mg/L",3.504,"mg/L",0,"mg N/L",NA,"","0","mg N/L",0.251,"mg N/L",7.6,"Std. Units",0.539,"mg/L",46.744,"ug/L",18.247,"mg/L",3.043,"mg/L",3.582,"mg/L","0.5","mg/L",3.26,"NTU"
"NRS18_AZ_10009",1,0.008,"mg N/L",1567.4,"uEQ/L",29.781,"mg/L",2.263,"mg/L",20,"APHA PT-CO",172,"uS/cm at 25 C",8.51,"mg/L",3.763,"mg/L",0.0108,"mg N/L",NA,"","0","mg N/L",0.385,"mg N/L",8.02,"Std. Units",1.1,"mg/L",79.99,"ug/L",21.291,"mg/L",2.737,"mg/L",4.706,"mg/L","3.7","mg/L",3.58,"NTU"
"NRS18_TX_11093",1,0.066,"mg N/L",1257.67,"uEQ/L",376.44,"mg/L",1867.567,"mg/L",31,"APHA PT-CO",7665,"uS/cm at 25 C",7.95,"mg/L",100.292,"mg/L",0.2587,"mg N/L",NA,"","0","mg N/L",0.961,"mg N/L",7.67,"Std. Units",13.63,"mg/L",96.948,"ug/L",2.988,"mg/L",1249.106,"mg/L",1165.259,"mg/L","53.8","mg/L",41.07,"NTU"
"NRS18_NM_10001",2,0.008,"mg N/L",388.55,"uEQ/L",7.772,"mg/L",0.693,"mg/L",26,"APHA PT-CO",54.1,"uS/cm at 25 C",5.8,"mg/L",1.042,"mg/L",0.0656,"mg N/L",NA,"","5.00E-04","mg N/L",0.271,"mg N/L",7.56,"Std. Units",0.473,"mg/L",44.423,"ug/L",7.914,"mg/L",1.346,"mg/L",2.519,"mg/L","7.1","mg/L",5.75,"NTU"
"NRS18_NM_11401",2,0.031,"mg N/L",2485.28,"uEQ/L",54.053,"mg/L",9.81,"mg/L",28,"APHA PT-CO",681.9,"uS/cm at 25 C",6.82,"mg/L",27.128,"mg/L",0.1127,"mg N/L",NA,"","0.0067","mg N/L",1.315,"mg N/L",8.13,"Std. Units",2.505,"mg/L",395.724,"ug/L",11.213,"mg/L",50.636,"mg/L",208.214,"mg/L","653.8","mg/L",672,"NTU"
"NRS18_NM_11409",2,0.033,"mg N/L",2391.46,"uEQ/L",50.655,"mg/L",8.313,"mg/L",20,"APHA PT-CO",632.9,"uS/cm at 25 C",7.09,"mg/L",24.909,"mg/L",0.075,"mg N/L",NA,"","0.0058","mg N/L",1.279,"mg N/L",8.18,"Std. Units",2.321,"mg/L",411.246,"ug/L",11.092,"mg/L",45.166,"mg/L",188.14,"mg/L","612.6","mg/L",678,"NTU"
"NRS18_TX_11224",1,0.048,"mg N/L",6273.47,"uEQ/L",187.836,"mg/L",605.901,"mg/L",15,"APHA PT-CO",3644.8,"uS/cm at 25 C",6.26,"mg/L",47.809,"mg/L",0.494,"mg N/L",NA,"","0.0312","mg N/L",1.351,"mg N/L",8.41,"Std. Units",14.567,"mg/L",709.7,"ug/L",17.327,"mg/L",590.365,"mg/L",714.704,"mg/L","73","mg/L",40.12,"NTU"
"NRS18_TX_11086",1,0.032,"mg N/L",6115.43,"uEQ/L",170.568,"mg/L",586.026,"mg/L",20,"APHA PT-CO",3584.4,"uS/cm at 25 C",6.37,"mg/L",44.853,"mg/L",1.9961,"mg N/L",NA,"","0.0845","mg N/L",2.8,"mg N/L",8.33,"Std. Units",14.834,"mg/L",910.938,"ug/L",23.734,"mg/L",593.748,"mg/L",712.391,"mg/L","117.1","mg/L",52.38,"NTU"
"NRS18_TX_11101",1,1.043,"mg N/L",5644.71,"uEQ/L",179.092,"mg/L",543.607,"mg/L",25,"APHA PT-CO",3302.3,"uS/cm at 25 C",8.48,"mg/L",38.38,"mg/L",0.7058,"mg N/L",NA,"","0.1801","mg N/L",2.975,"mg N/L",8.01,"Std. Units",16.062,"mg/L",4667.413,"ug/L",23.047,"mg/L",517.134,"mg/L",618.181,"mg/L","18.7","mg/L",15.55,"NTU"
"NRS18_NM_10397",1,0.005,"mg N/L",1625.95,"uEQ/L",30.528,"mg/L",3.892,"mg/L",5,"APHA PT-CO",282.6,"uS/cm at 25 C",2.97,"mg/L",6.378,"mg/L",0.0428,"mg N/L",NA,"","0.0012","mg N/L",0.244,"mg N/L",8.31,"Std. Units",2.063,"mg/L",48.434,"ug/L",8.219,"mg/L",17.166,"mg/L",51.237,"mg/L","20.7","mg/L",18.95,"NTU"
"NRS18_NM_11701",1,0.004,"mg N/L",1956.72,"uEQ/L",40.246,"mg/L",4.421,"mg/L",4,"APHA PT-CO",393.7,"uS/cm at 25 C",3.04,"mg/L",7.513,"mg/L",0.0351,"mg N/L",NA,"","0.0014","mg N/L",0.258,"mg N/L",8.23,"Std. Units",2.248,"mg/L",82.958,"ug/L",8.443,"mg/L",31.197,"mg/L",87.697,"mg/L","160","mg/L",26.42,"NTU"
"NRS18_TX_11369",1,0.022,"mg N/L",3571.87,"uEQ/L",70.089,"mg/L",46.871,"mg/L",10,"APHA PT-CO",551,"uS/cm at 25 C",1.37,"mg/L",16.15,"mg/L",1.1023,"mg N/L",NA,"","0.0103","mg N/L",1.348,"mg N/L",8.32,"Std. Units",1.608,"mg/L",41.11,"ug/L",11.369,"mg/L",20.393,"mg/L",32.149,"mg/L","11","mg/L",8.14,"NTU"
"NRS18_TX_11330",1,0.014,"mg N/L",3532.02,"uEQ/L",64.113,"mg/L",54.701,"mg/L",20,"APHA PT-CO",576.4,"uS/cm at 25 C",2.4,"mg/L",17.17,"mg/L",0.5975,"mg N/L",NA,"","0.0055","mg N/L",0.898,"mg N/L",8.19,"Std. Units",2.158,"mg/L",159.04,"ug/L",10.897,"mg/L",27.245,"mg/L",37.208,"mg/L","79.3","mg/L",37.17,"NTU"
"NRS18_NM_10013",1,0.006,"mg N/L",1473.84,"uEQ/L",27.314,"mg/L",1.295,"mg/L",18,"APHA PT-CO",162.9,"uS/cm at 25 C",3.32,"mg/L",2.515,"mg/L",0.0635,"mg N/L",NA,"","0.001","mg N/L",0.296,"mg N/L",8.06,"Std. Units",0.578,"mg/L",66.801,"ug/L",6.948,"mg/L",2.364,"mg/L",9.529,"mg/L","88.1","mg/L",20.55,"NTU"
"NRS18_TX_11028",1,0.26,"mg N/L",3498.82,"uEQ/L",61.912,"mg/L",346.27,"mg/L",5,"APHA PT-CO",1886.1,"uS/cm at 25 C",4.52,"mg/L",30.916,"mg/L",14.8936,"mg N/L",NA,"","0.0978","mg N/L",15.575,"mg N/L",7.98,"Std. Units",16.028,"mg/L",3487.05,"ug/L",26.617,"mg/L",279.81,"mg/L",153.708,"mg/L","4.4","mg/L",3.15,"NTU"
"NRS18_NM_10042",1,0.006,"mg N/L",2007.75,"uEQ/L",50.606,"mg/L",8.438,"mg/L",20,"APHA PT-CO",399.7,"uS/cm at 25 C",2.52,"mg/L",8.142,"mg/L",0.2693,"mg N/L",NA,"","0.0018","mg N/L",0.478,"mg N/L",8.15,"Std. Units",1.572,"mg/L",213.065,"ug/L",6.447,"mg/L",20.825,"mg/L",83.62,"mg/L","510.1","mg/L",136,"NTU"
"NRS18_TX_11270",1,0.019,"mg N/L",3930.25,"uEQ/L",83.79,"mg/L",29.818,"mg/L",10,"APHA PT-CO",499.3,"uS/cm at 25 C",1.2,"mg/L",4.146,"mg/L",0.9424,"mg N/L",NA,"","0.0061","mg N/L",1.155,"mg N/L",7.96,"Std. Units",1.023,"mg/L",21.975,"ug/L",15.007,"mg/L",22.032,"mg/L",21.922,"mg/L","3.2","mg/L",2.4,"NTU"
"NRS18_NM_10381",1,0.007,"mg N/L",1611.92,"uEQ/L",31.452,"mg/L",3.317,"mg/L",22,"APHA PT-CO",262.8,"uS/cm at 25 C",2.7,"mg/L",6.04,"mg/L",0.0912,"mg N/L",NA,"","0.0012","mg N/L",0.264,"mg N/L",8.22,"Std. Units",2.03,"mg/L",26.395,"ug/L",9.782,"mg/L",14.457,"mg/L",42.499,"mg/L","11.2","mg/L",4.89,"NTU"
"NRS18_NM_10031",1,0.005,"mg N/L",2125.18,"uEQ/L",53.095,"mg/L",10.498,"mg/L",20,"APHA PT-CO",454.2,"uS/cm at 25 C",2.67,"mg/L",9.209,"mg/L",0.367,"mg N/L",NA,"","0.0021","mg N/L",0.609,"mg N/L",8.18,"Std. Units",1.847,"mg/L",209.21,"ug/L",6.582,"mg/L",26.774,"mg/L",100.895,"mg/L","273.8","mg/L",305,"NTU"
"NRS18_TX_10887",1,0.008,"mg N/L",5687.81,"uEQ/L",137.122,"mg/L",442.135,"mg/L",10,"APHA PT-CO",1958.8,"uS/cm at 25 C",5.29,"mg/L",41.535,"mg/L",0,"mg N/L",NA,"","0","mg N/L",0.288,"mg N/L",7.93,"Std. Units",4.692,"mg/L",29.944,"ug/L",20.924,"mg/L",199.416,"mg/L",3.726,"mg/L","2.5","mg/L",4.9,"NTU"
"NRS18_NM_10007",2,0.008,"mg N/L",783.32,"uEQ/L",11.669,"mg/L",1.363,"mg/L",30,"APHA PT-CO",88.7,"uS/cm at 25 C",7.08,"mg/L",2.472,"mg/L",0.0035,"mg N/L",NA,"","0","mg N/L",0.32,"mg N/L",7.79,"Std. Units",1.337,"mg/L",95.761,"ug/L",21.185,"mg/L",3.165,"mg/L",1.77,"mg/L","11.2","mg/L",7.81,"NTU"
"NRS18_NM_10003",1,0.006,"mg N/L",373.23,"uEQ/L",4.528,"mg/L",0.577,"mg/L",15,"APHA PT-CO",47.8,"uS/cm at 25 C",5.91,"mg/L",1.341,"mg/L",0.0177,"mg N/L",NA,"","0","mg N/L",0.223,"mg N/L",7.57,"Std. Units",1.551,"mg/L",77.846,"ug/L",23.887,"mg/L",1.792,"mg/L",1.19,"mg/L","4.8","mg/L",6.04,"NTU"
"NRS18_NM_10805",1,0.02,"mg N/L",8332.42,"uEQ/L",21.71,"mg/L",8.967,"mg/L",60,"APHA PT-CO",1097.7,"uS/cm at 25 C",12.34,"mg/L",6.34,"mg/L",0.0057,"mg N/L",NA,"","0","mg N/L",0.943,"mg N/L",8.69,"Std. Units",3.74,"mg/L",179.598,"ug/L",0.725,"mg/L",230.46,"mg/L",154.103,"mg/L","81.4","mg/L",162,"NTU"
"NRS18_NM_11002",1,0.009,"mg N/L",7112.17,"uEQ/L",60.361,"mg/L",35.257,"mg/L",30,"APHA PT-CO",1708.9,"uS/cm at 25 C",5.24,"mg/L",89.637,"mg/L",0.0076,"mg N/L",NA,"","0","mg N/L",0.579,"mg N/L",8.55,"Std. Units",4.773,"mg/L",38.284,"ug/L",1.432,"mg/L",213.41,"mg/L",517.884,"mg/L","6.7","mg/L",7.15,"NTU"
"NRS18_GA_10057",1,0.1,"mg N/L",229.11,"uEQ/L",3.587,"mg/L",3.195,"mg/L",32,"APHA PT-CO",42.6,"uS/cm at 25 C",3.67,"mg/L",1.188,"mg/L",0.1002,"mg N/L",NA,"","0.0026","mg N/L",0.339,"mg N/L",7.23,"Std. Units",0.844,"mg/L",57.516,"ug/L",10.766,"mg/L",1.617,"mg/L",1.229,"mg/L","19.2","mg/L",15.83,"NTU"
"NRS18_NM_10951",1,0.014,"mg N/L",1906.7,"uEQ/L",393.466,"mg/L",99.942,"mg/L",15,"APHA PT-CO",5696.5,"uS/cm at 25 C",9.94,"mg/L",453.432,"mg/L",0.0693,"mg N/L",NA,"","0","mg N/L",0.769,"mg N/L",8.14,"Std. Units",6.415,"mg/L",16.851,"ug/L",0.093,"mg/L",618.153,"mg/L",3716.6,"mg/L","3.8","mg/L",4.8,"NTU"
"NRS18_GA_10036",1,0.005,"mg N/L",85.76,"uEQ/L",1.12,"mg/L",1.312,"mg/L",10,"APHA PT-CO",30.1,"uS/cm at 25 C",0.67,"mg/L",1.193,"mg/L",0.0916,"mg N/L",NA,"","5.00E-04","mg N/L",0.119,"mg N/L",6.73,"Std. Units",0.476,"mg/L",20.646,"ug/L",11.832,"mg/L",2.154,"mg/L",5.557,"mg/L","4.9","mg/L",2.83,"NTU"
"NRS18_TX_10017",1,0.039,"mg N/L",3142.13,"uEQ/L",61.713,"mg/L",15.915,"mg/L",30,"APHA PT-CO",680.4,"uS/cm at 25 C",1.99,"mg/L",15.589,"mg/L",0.4112,"mg N/L",NA,"","0.0031","mg N/L",1.168,"mg N/L",8.14,"Std. Units",4.451,"mg/L",208.014,"ug/L",15.221,"mg/L",51.365,"mg/L",69.756,"mg/L","160","mg/L",202,"NTU"
"NRS18_NM_10019",1,0.006,"mg N/L",1791.08,"uEQ/L",29.758,"mg/L",1.509,"mg/L",20,"APHA PT-CO",211,"uS/cm at 25 C",5.97,"mg/L",5.213,"mg/L",0,"mg N/L",NA,"","0","mg N/L",0.273,"mg N/L",8.15,"Std. Units",0.91,"mg/L",73.526,"ug/L",13.324,"mg/L",7.705,"mg/L",17.838,"mg/L","34.4","mg/L",25.2,"NTU"
"NRS18_TX_11185",1,0.103,"mg N/L",2043.99,"uEQ/L",141.83,"mg/L",8.644,"mg/L",50,"APHA PT-CO",1189.3,"uS/cm at 25 C",16.94,"mg/L",19.348,"mg/L",1.2532,"mg N/L",NA,"","0.0331","mg N/L",2.403,"mg N/L",7.96,"Std. Units",9.033,"mg/L",126.498,"ug/L",9.348,"mg/L",101.657,"mg/L",495.13,"mg/L","164.4","mg/L",202,"NTU"
"NRS18_TX_11144",1,0.095,"mg N/L",1736.76,"uEQ/L",146.244,"mg/L",883.182,"mg/L",18,"APHA PT-CO",4304.1,"uS/cm at 25 C",8.13,"mg/L",45.265,"mg/L",0.0398,"mg N/L",NA,"","0","mg N/L",2.975,"mg N/L",7.81,"Std. Units",16.153,"mg/L",969.863,"ug/L",3.719,"mg/L",711.052,"mg/L",739.634,"mg/L","401.7","mg/L",303,"NTU"
"NRS18_SC_10332",1,0.022,"mg N/L",631.18,"uEQ/L",20.838,"mg/L",485.118,"mg/L",80,"APHA PT-CO",1827.2,"uS/cm at 25 C",10.63,"mg/L",34.264,"mg/L",0.1001,"mg N/L",NA,"","0.0035","mg N/L",0.966,"mg N/L",7.3,"Std. Units",12.48,"mg/L",98.169,"ug/L",3.272,"mg/L",286.866,"mg/L",87.427,"mg/L","11.7","mg/L",10.73,"NTU"
"NRS18_KY_10012",1,0.011,"mg N/L",2233.44,"uEQ/L",50.199,"mg/L",6.176,"mg/L",16,"APHA PT-CO",352.8,"uS/cm at 25 C",1.92,"mg/L",12.557,"mg/L",0.9917,"mg N/L",NA,"","0.0122","mg N/L",1.409,"mg N/L",8.22,"Std. Units",2.439,"mg/L",46.891,"ug/L",3.127,"mg/L",6.249,"mg/L",56.546,"mg/L","12.7","mg/L",11.29,"NTU"
"NRS18_NM_10947",1,0.079,"mg N/L",3225.54,"uEQ/L",101.73,"mg/L",9.299,"mg/L",18,"APHA PT-CO",966.9,"uS/cm at 25 C",4.86,"mg/L",47,"mg/L",0.0336,"mg N/L",NA,"","0.009","mg N/L",0.563,"mg N/L",8.09,"Std. Units",1.98,"mg/L",160.92,"ug/L",12.727,"mg/L",47.41,"mg/L",321.682,"mg/L","79.4","mg/L",68.29,"NTU"
"NRS18_SC_10017",1,0.019,"mg N/L",61.36,"uEQ/L",0.815,"mg/L",3.013,"mg/L",33,"APHA PT-CO",21.3,"uS/cm at 25 C",2.21,"mg/L",0.489,"mg/L",0.1987,"mg N/L",NA,"","0.0011","mg N/L",0.39,"mg N/L",6.56,"Std. Units",0.488,"mg/L",19.484,"ug/L",3.465,"mg/L",2.433,"mg/L",0.665,"mg/L","7.7","mg/L",8.37,"NTU"
"NRS18_NM_10002",1,0.008,"mg N/L",1673.99,"uEQ/L",29.598,"mg/L",7.589,"mg/L",26,"APHA PT-CO",245.1,"uS/cm at 25 C",4.4,"mg/L",5.162,"mg/L",0.188,"mg N/L",NA,"","0.0015","mg N/L",0.554,"mg N/L",8.14,"Std. Units",2.867,"mg/L",261.303,"ug/L",17.095,"mg/L",14.488,"mg/L",31.002,"mg/L","174.5","mg/L",104,"NTU"
"NRS18_NC_10012",1,0.026,"mg N/L",2474.78,"uEQ/L",23.06,"mg/L",14.792,"mg/L",34,"APHA PT-CO",316.9,"uS/cm at 25 C",7.64,"mg/L",5.116,"mg/L",0.0336,"mg N/L",NA,"","0.0014","mg N/L",0.663,"mg N/L",8.09,"Std. Units",12.167,"mg/L",54.648,"ug/L",4.304,"mg/L",33.809,"mg/L",12.997,"mg/L","5.3","mg/L",15.15,"NTU"
"NRS18_VA_10004",1,0.07,"mg N/L",468.3,"uEQ/L",5.461,"mg/L",7.411,"mg/L",20,"APHA PT-CO",78.6,"uS/cm at 25 C",1.56,"mg/L",2.525,"mg/L",0.5277,"mg N/L",NA,"","0.0118","mg N/L",0.878,"mg N/L",7.62,"Std. Units",1.987,"mg/L",88.608,"ug/L",16.269,"mg/L",5.659,"mg/L",1.018,"mg/L","19.2","mg/L",11.08,"NTU"
"NRS18_PA_10003",1,0.023,"mg N/L",-289.6,"uEQ/L",35.628,"mg/L",1.431,"mg/L",9,"APHA PT-CO",689.2,"uS/cm at 25 C",0.7,"mg/L",44.985,"mg/L",0.119,"mg N/L",NA,"","0","mg N/L",0.151,"mg N/L",3.7,"Std. Units",2.112,"mg/L",8.645,"ug/L",14.371,"mg/L",1.57,"mg/L",302.37,"mg/L","0","mg/L",0.31,"NTU"
"NRS18_NY_10250",1,0.003,"mg N/L",935.36,"uEQ/L",12.388,"mg/L",21.789,"mg/L",15,"APHA PT-CO",184.1,"uS/cm at 25 C",1,"mg/L",5.089,"mg/L",0.1242,"mg N/L",NA,"","0","mg N/L",0.191,"mg N/L",7.95,"Std. Units",1.015,"mg/L",12.51,"ug/L",7.618,"mg/L",16.988,"mg/L",8.566,"mg/L","3.3","mg/L",1.3,"NTU"
"NRS18_VT_10003",1,0.004,"mg N/L",190.43,"uEQ/L",3.185,"mg/L",0.993,"mg/L",11,"APHA PT-CO",32.4,"uS/cm at 25 C",1.33,"mg/L",1.045,"mg/L",0.0292,"mg N/L",NA,"","0","mg N/L",0.1,"mg N/L",7.34,"Std. Units",0.596,"mg/L",5.263,"ug/L",5.461,"mg/L",1.304,"mg/L",3.443,"mg/L","0","mg/L",0.71,"NTU"
"NRS18_VT_RF001",1,0.005,"mg N/L",43.35,"uEQ/L",1.089,"mg/L",0.201,"mg/L",61,"APHA PT-CO",11.5,"uS/cm at 25 C",5.22,"mg/L",0.384,"mg/L",0.0113,"mg N/L",NA,"","0","mg N/L",0.166,"mg N/L",6.48,"Std. Units",0.364,"mg/L",6.438,"ug/L",3.079,"mg/L",0.722,"mg/L",1.669,"mg/L","0","mg/L",0.27,"NTU"
