SITE_ID,VISIT_NO,NH4,NH4_ALERT,ANC,ANC_ALERT,CA,CA_ALERT,CL,CL_ALERT,COLOR,COLOR_ALERT,COND,COND_ALERT,DOC,DOC_ALERT,MG,MG_ALERT,SODIUM,SODIUM_ALERT,K,K_ALERT,NO3,NO3_ALERT,NO3NO2,NO3NO2_ALERT,NO2,NO2_ALERT,NTL,NTL_ALERT,PHLAB,PHLAB_ALERT,PTL,PTL_ALERT,SIO2,SIO2_ALERT,SO4,SO4_ALERT,TSS,TSS_ALERT,TURB,TURB_ALERT
FW08MI005,1,0.016,R,1243.31,NA,31.45,NA,37.18,NA,27,H,259.52,NA,8.58,NA,5.735,NA,7.956,NA,1.207,NA,0.00654,R,NA,NA,0.00449,R,368,NA,7.88,H,12.9263,NA,2.68,NA,0.5,NA,0.6,NA,1.66,HR
FW08UT004,1,0.011,HR,344.67,NA,4.071,NA,1.56,NA,16,NA,46.65,NA,2.64,H,0.884,NA,4.337,NA,0.42,NA,0.00257,R,NA,NA,0,R,223,H,7.58,NA,56.9613,H,11.748,NA,1.81,NA,19.3,NA,7.61,NA
FW08UT014,1,0.007,RS,2143.38,S,51.87,S,9.45,HS,15,S,471.67,S,2.93,HS,11.74,S,32.42,S,2.279,S,0.00692,HRS,NA,NA,0,RS,219,S,8.17,S,63.1013,S,7.256,HS,118.13,HS,47.9,S,36,S
FW08UT015,1,0.029,NA,5617.71,NA,125.8,NA,31.7,NA,7,NA,1947.82,NA,5.52,H,110.2,NA,188.3,NA,9.912,NA,0.0075,R,NA,NA,0,R,501,H,8.3,NA,71.85,H,3.774,H,800.9,H,64.2,NA,58.35,NA
FW08UT016,1,0.019,R,4846.61,NA,60.55,NA,30.5,NA,12,NA,593.16,NA,4.22,H,25.08,NA,25.78,NA,2.377,NA,0.0118,R,NA,NA,0,R,366,NA,8.23,NA,30.0806,NA,5.862,NA,21.53,NA,6.7,NA,4.49,NA
FW08UT020,1,0.016,R,3101.5,NA,46.58,NA,30.7,NA,4,R,403.42,NA,3.18,H,14.93,NA,16.93,NA,1.844,NA,0.02886,NA,NA,NA,0,R,309,NA,8.27,NA,69.7538,NA,8.355,NA,15.15,NA,17.1,NA,15.82,NA
FW08UT023,1,0.015,R,1839.25,NA,36.28,NA,20.17,NA,18,NA,362.77,NA,4.04,NA,9.082,NA,20.1,NA,1.933,NA,0.2086,NA,NA,NA,0,R,904,NA,8.02,NA,325.2125,NA,10.662,NA,60.05,NA,433.3,NA,227.38,NA
FW08UT033,1,0.016,R,5400.6,NA,291.9,NA,49.3,H,4,R,3229.69,NA,2.72,NA,136.1,NA,348.8,NA,14.54,NA,0.07432,H,NA,NA,0,R,354,NA,8.16,NA,101.7938,NA,13.211,NA,1586.74,H,125.9,NA,72.58,NA
FW08UT031,1,0.012,HR,4429.17,NA,49.77,NA,7.11,NA,12,NA,533.9,NA,2.44,H,25.25,NA,29.36,NA,1.322,NA,0,R,NA,NA,0,R,230,NA,8.43,NA,91.385,NA,13.59,NA,51.62,NA,48.6,NA,44.6,NA
FW08UT030,1,0.005,R,2172.02,NA,53.32,NA,9.71,NA,13,NA,487.47,NA,3.02,H,13.42,NA,34.62,NA,2.455,NA,0,R,NA,NA,0,R,187,NA,8.47,NA,49.7463,NA,7.158,H,125.53,NA,37.6,NA,25.09,NA
FW08UT029,1,0.011,R,5726.17,NA,64.46,NA,410.02,NA,11,NA,2320.41,NA,2.78,NA,88.84,NA,312.4,NA,5.52,NA,0.4304,NA,NA,NA,0,R,724,NA,8.31,NA,24.88,NA,14.058,H,364.92,NA,1.5,NA,1.45,R
FW08UT027,1,0.018,HR,3442.56,NA,53.39,NA,43.47,NA,22,NA,590.9,NA,3.4,H,20.28,NA,30.61,NA,3.985,NA,0.03935,NA,NA,NA,0.00307,R,628,NA,8.25,NA,280.1563,NA,13.706,NA,96.26,NA,349.6,NA,430.06,NA
FW08UT023,2,0.013,RS,3340.24,S,105.8,S,99.76,HS,15,HS,1187.79,S,3.19,S,30.21,S,99.59,S,4.185,S,0.6244,HS,NA,NA,0,RS,1181,S,8.12,HS,292.9769,S,11.958,S,310.57,HS,262,S,76.34,HS
FW08UT035,1,0.011,R,3306.2,NA,49.44,NA,7.08,NA,10,NA,387,NA,3.25,NA,15.57,NA,8.855,NA,1.849,NA,0,R,NA,NA,0,R,254,NA,8.52,NA,19.02,NA,2.358,NA,27.75,NA,1.7,NA,1.16,R
FW08UT037,1,0.005,R,3960.37,NA,47.36,NA,15.52,NA,15,NA,479.57,NA,2.53,NA,20.19,NA,29.44,NA,4.175,NA,0,R,NA,NA,0,R,278,NA,8.45,NA,100.3325,NA,28.694,NA,44.47,NA,29,NA,28.33,NA
FW08UT039,1,0.015,RS,3469.02,S,88.54,S,70.34,HS,9,HS,1037.65,S,3.23,S,28.3,S,90.32,S,3.854,S,0.38149,HS,NA,NA,0,RS,887,S,8.17,HS,403.831,S,8.563,S,292.04,HS,355.2,S,104.05,HS
FW08UT042,1,0.018,RS,2227.42,S,30.16,S,5.44,HS,19,HS,318.11,S,4.89,S,11.09,S,17.35,S,1.616,S,0.14435,HS,NA,NA,0,RS,1096,HS,8.08,HS,559.6438,HS,10.577,S,58.04,HS,797.8,S,489.11,HS
FW08UT046,1,0.005,R,2161.07,NA,51.76,NA,9.54,NA,16,H,488.46,NA,2.84,NA,13.18,NA,32.01,NA,2.36,NA,0,R,NA,NA,0,R,235,NA,8.35,NA,55.8638,NA,7.21,NA,124.36,NA,32.1,NA,26.98,NA
FW08CO046,2,0.01,R,1468.4,NA,35.48,NA,14.4,NA,9,H,309.63,NA,2.79,NA,7.52,NA,14.44,NA,1.648,NA,0.01284,R,NA,NA,0,R,189,NA,8.29,NA,20.6931,NA,7.461,NA,52.24,NA,5,NA,2.93,NA
FW08CO037,1,0.006,HRS,1141.82,S,17.84,S,2.71,S,16,S,180.67,S,4.28,HS,5.69,S,9.492,S,1.004,S,0.01174,RS,NA,NA,0,RS,284,HS,7.92,S,116.6888,HS,9.144,S,23.7,S,69.8,S,40.93,S
FW08MO041,1,0.023,HS,2361.59,S,25.81,S,1.75,S,15,HS,245.05,S,1.57,HS,15.09,S,1.387,S,1.12,S,0.2773,S,NA,NA,0,RS,473,S,7.62,HS,14.4338,S,8.694,S,3.26,S,5.6,S,4.28,HS
FW08UT047,1,0.006,RS,3093.62,HS,53.31,S,23.35,HS,11,HS,704.78,HS,3.15,HS,24.1,S,61.5,S,2.725,S,0,HRS,NA,NA,0,RS,223,S,8.23,HS,44.4613,S,2.753,HS,180.91,HS,37.7,S,27.06,HS
FW08UT049,1,0.005,HR,4590.13,NA,100.2,NA,15.74,NA,5,NA,1191.17,NA,1.49,NA,59.49,NA,75.42,NA,8.171,NA,0.04963,NA,NA,NA,0,R,466,NA,8.25,NA,391.9669,NA,10.383,H,476.72,H,712.2,NA,393.18,NA
FW08UT055,1,0.015,RS,2174.54,S,29.56,S,5.02,S,20,S,314.05,S,4.96,S,11,S,16.94,S,1.589,S,0.14439,S,NA,NA,0,RS,1083,HS,8.08,S,485.1413,HS,10.367,S,55.58,S,777.1,S,517.11,S
FW08UT058,1,0.015,R,3309.97,NA,100.3,NA,55.12,NA,17,NA,1919.3,NA,5.14,NA,83.57,NA,223.2,NA,6.626,NA,0,R,NA,NA,0,R,730,NA,8.38,NA,305.3175,NA,0.046,R,806.69,NA,192.9,NA,204.12,NA
FW08UT060,1,0.001,HR,2232.76,NA,38.39,NA,13.62,H,19,NA,465.55,NA,3.36,H,13.54,NA,33.12,NA,1.942,NA,0,HR,NA,NA,0,R,190,NA,8.33,NA,74.2713,NA,5.501,NA,92.97,H,47.3,NA,19.5,NA
FW08UT061,1,0.004,RS,3799.63,S,48.18,S,14.95,S,14,S,470.68,S,2.2,S,18.6,S,27.22,S,3.815,S,0,RS,NA,NA,0,RS,219,S,8.39,S,76.5525,S,28.028,HS,45.81,S,10.8,S,16.18,S
FW08UT076,1,0.01,R,807.27,NA,14.15,NA,0.35,NA,10,NA,87.66,NA,3.71,NA,1.831,NA,0.749,NA,0.421,NA,0.00183,R,NA,NA,0,R,36,NA,7.86,NA,9.4975,NA,5.451,NA,1.25,NA,2.7,NA,5.48,NA
FW08UT097,1,0.004,R,5027.98,NA,55.74,NA,2.61,H,3,R,629.86,NA,0.72,NA,45.37,NA,7.346,NA,4.697,NA,0.0167,HR,NA,NA,0,R,52,NA,8.4,NA,2.7725,R,7.422,NA,90.87,H,1.8,NA,2.64,NA
FW08UT064,1,0.03,NA,4941.25,NA,82.66,NA,55.35,NA,9,NA,690.95,NA,2.11,NA,21.46,NA,30.39,NA,3.51,NA,0.58724,NA,NA,NA,0,R,874,NA,8.18,NA,41.9544,NA,15.831,H,34.87,NA,4.8,NA,1.92,R
FW08UT112,1,0.007,R,2109.36,NA,31.1,NA,0.79,NA,33,NA,212.29,NA,4.27,NA,7.468,NA,1.792,NA,0.484,NA,0.00297,R,NA,NA,0,R,258,NA,8.23,NA,33.9513,NA,6.306,H,1.69,NA,1.4,NA,5.99,NA
FW08RUT9089,1,0.007,R,1277.86,NA,21.99,NA,0.57,NA,17,NA,162.85,NA,1.83,H,3.987,NA,2.437,NA,0.73,NA,0.0753,NA,NA,NA,8.7e-4,R,231,H,8.14,NA,20.0213,H,7.38,H,12.22,NA,15,NA,4.16,NA
FW08RUT9100,1,0.054,H,4792.66,NA,318.9,NA,75.32,NA,25,NA,2364.63,NA,6.01,H,91.31,NA,117.9,NA,7.712,NA,0,R,NA,NA,0,R,576,NA,8.05,NA,52.5513,NA,16.971,NA,1066.43,H,9,NA,5.96,NA
FW08RUT9106,1,0.007,HR,4588.74,NA,53.13,NA,7.4,NA,8,NA,484.45,NA,3.02,NA,26.06,NA,11.54,NA,4.622,NA,0.00136,R,NA,NA,0,R,155,NA,8.23,NA,3.6831,R,9.607,NA,20.98,NA,1,NA,0.75,R
FW08RUT9122,1,0.015,R,1196.65,NA,18.97,NA,0.4,NA,10,NA,130.38,NA,2.7,H,4.154,NA,1.051,NA,0.51,NA,0.01671,R,NA,NA,0,R,83,NA,8.06,NA,15.475,NA,5.061,H,2.8,NA,0.9,NA,3.89,NA
FW08RUT99260,1,0.009,RS,655.34,S,7.693,S,0.43,S,3,HRS,74.48,S,0.6,HS,2.489,S,2.027,S,1.06,S,0.06584,S,NA,NA,3.9e-4,RS,96,S,7.8,HS,79.5231,S,29.496,HS,1.42,S,1.3,S,0.01,HRS
FW08RUT94520,1,0.01,R,1973.59,NA,38.49,NA,3.34,NA,5,NA,302.87,NA,0.89,H,10.3,NA,6.337,NA,1.363,NA,0.00426,R,NA,NA,0,R,51,NA,8.19,NA,74.9081,NA,30.21,H,46.77,NA,1.8,NA,0.81,R
FW08RUT94590,1,0.008,RS,2301.87,S,50.83,S,5.09,S,10,S,396.66,S,1.56,HS,14.29,S,7.659,S,1.642,S,0,RS,NA,NA,0,RS,207,S,8.25,S,64.2881,S,26.95,HS,75.31,S,1.2,S,1.26,RS
FW08SC001,1,0.029,NA,483.1,NA,4.798,NA,1.65,NA,4,R,59.93,NA,0.65,H,2.221,NA,2.901,NA,0.884,NA,0.05872,NA,NA,NA,0,R,218,H,7.53,NA,28.44,H,16.915,H,1.44,NA,17.2,NA,6.21,NA
FW08SC001,2,0.024,H,527.24,NA,5.327,NA,1.46,NA,3,R,62.59,NA,0.55,H,2.201,NA,3.345,NA,0.938,NA,0.05206,NA,NA,NA,8.9e-4,R,143,NA,7.57,NA,13.7231,NA,20.082,H,1.34,NA,1.6,NA,4.97,NA
FW08SC002,1,0.063,H,142.67,NA,5.706,NA,10.69,NA,330,NA,72.67,NA,33.88,H,1.086,NA,5.394,NA,2.306,NA,0.02973,NA,NA,NA,0.00113,R,1299,NA,6.37,NA,42.7588,NA,5.468,NA,1.98,NA,3.4,NA,1.78,R
FW08SC002,2,0.064,H,171.95,NA,6.202,NA,9.48,NA,165,NA,72.67,NA,24.59,H,1.118,NA,5.608,NA,2.223,NA,0.08297,NA,NA,NA,0.00449,R,1298,NA,6.51,NA,48.7975,NA,5.341,H,2.72,NA,4,NA,3.2,NA
FW08SC003,1,0.036,H,458.75,NA,6.229,NA,6.52,NA,33,NA,92.33,NA,5.04,H,2.11,NA,6.141,NA,2.088,NA,0.38003,NA,NA,NA,0.00839,R,918,H,7.37,NA,92.5356,H,9.821,NA,6.57,NA,15.3,NA,5.74,NA
FW08SC003,2,0.053,H,420.23,NA,5.389,NA,6.35,NA,40,NA,87.24,NA,6.29,H,2.049,NA,7.05,NA,2.693,NA,0.30117,NA,NA,NA,0,R,794,NA,7.1,NA,121.0625,NA,9.041,NA,5.7,NA,23,NA,8.64,NA
FW08SC004,1,0.057,HS,461.43,S,5.349,S,9.14,HS,29,HS,104.88,S,3.81,HS,2.804,S,9.59,S,2.812,S,0.25521,HS,NA,NA,0.02013,S,698,HS,7.36,S,73.7331,HS,9.886,S,8.61,HS,12.1,S,9.28,S
FW08SC005,1,0.018,HR,518.51,NA,6.76,NA,8.83,NA,8,NA,103.59,NA,2.28,H,1.67,NA,9.276,NA,3.174,NA,1.04492,NA,NA,NA,0.0035,R,1247,NA,7.55,NA,209.2481,NA,15.982,H,4.15,NA,19.6,NA,7.29,NA
FW08SC006,1,0.06,H,196.17,NA,5.408,NA,7.98,NA,200,NA,62.59,NA,18.79,H,1.415,NA,4.297,NA,1.306,NA,0.16344,NA,NA,NA,0.00387,R,1038,NA,6.87,NA,68.3525,NA,6.229,NA,1.93,NA,12.5,NA,14.34,NA
FW08SC006,2,0.071,H,124.21,NA,5.792,NA,7.87,NA,175,NA,61.25,NA,20.4,H,1.421,NA,3.967,NA,1.265,NA,0.18091,NA,NA,NA,0.00421,R,859,H,6.74,NA,60.5619,H,6.048,NA,1.77,NA,9.4,NA,12.56,NA
FW08SC007,1,0.056,S,305.99,S,5.062,S,6.65,S,57,HS,71.62,S,9.53,HS,1.885,S,4.06,S,2.32,S,0.40386,S,NA,NA,0.02721,S,975,HS,7.19,HS,96.4638,HS,6.957,HS,3.34,S,13.6,S,6.23,HS
FW08SC010,1,0.039,H,163.13,NA,3.704,NA,8.36,NA,145,NA,61.6,NA,18.41,H,1.367,NA,5.127,NA,2.551,NA,0.07031,NA,NA,NA,0,R,895,NA,6.56,NA,75.0475,NA,5.55,NA,1.73,NA,1.9,NA,2.75,NA
FW08SC011,1,0.033,HS,208.46,S,2.094,S,2.36,S,3,RS,36.55,S,1.56,HS,1.106,S,2.298,S,1.107,S,0.17455,S,NA,NA,0.00208,RS,334,HS,7.29,S,8.5488,HS,11.706,HS,1.53,S,4.7,S,10.89,S
FW08SC012,1,0.052,HS,460.69,S,5.147,S,9.54,HS,25,HS,107.07,S,3.45,HS,2.839,S,10.01,S,2.864,S,0.32778,HS,NA,NA,0.0187,RS,728,HS,7.3,HS,78.8469,HS,10.176,S,8.78,HS,21,S,9.23,HS
FW08SC013,1,0.037,NA,242.11,NA,2.918,NA,2.39,NA,5,NA,45.2,NA,1.77,H,0.894,NA,3.128,NA,1.235,NA,0.35557,NA,NA,NA,0.00487,R,604,NA,7.29,NA,71.78,NA,12.066,NA,2.63,NA,13.8,NA,10.85,NA
FW08SC014,1,0.042,NA,416.12,NA,5.863,NA,7.94,NA,47,NA,97.43,NA,6.87,H,2.282,NA,6.708,NA,2.783,NA,0.53601,NA,NA,NA,0.00984,R,1005,H,7.39,NA,105.565,H,7.031,H,6.59,NA,24.5,NA,8.23,NA
FW08SC015,1,0.008,R,318.27,NA,3.25,NA,3.25,NA,8,NA,57.8,NA,3.1,H,1.61,NA,3.933,NA,1.727,NA,0.1779,NA,NA,NA,0,R,446,H,7.31,NA,15.9463,H,10.618,H,3.75,NA,0.7,NA,6.24,NA
FW08SC016,1,0.027,HS,50.32,S,1.014,S,3.38,HS,50,HS,23.89,S,6.46,HS,0.705,S,2.113,S,0.804,S,0.09919,HS,NA,NA,0.00136,RS,431,HS,6.2,HS,23.8094,HS,5.859,S,0.82,HS,5.9,S,3.49,HS
FW08UT070,1,0.013,R,4855.42,NA,161.6,NA,40.18,NA,14,NA,1441.65,NA,2.21,H,60.04,NA,77.29,NA,7.824,NA,1.64688,NA,NA,NA,0,R,1895,H,8.29,NA,21.86,H,17.216,NA,507.35,NA,6.4,NA,4.03,NA
FW08SC018,1,0.063,NA,451.02,NA,4.508,NA,8.76,NA,13,NA,103.81,NA,4.12,H,2.49,NA,9.391,NA,2.636,NA,0.1288,NA,NA,NA,0.00741,R,510,H,7.5,NA,34.2888,H,9.048,H,9.2,NA,4.3,NA,2.58,NA
FW08SC019,1,0.023,H,408.3,NA,4.032,NA,6.57,NA,32,NA,80.68,NA,5.89,H,1.474,NA,8.796,NA,1.947,NA,0.2492,NA,NA,NA,0.00517,R,589,NA,7.36,NA,113.7731,NA,4.566,H,4.57,NA,5.9,NA,2.7,NA
FW08SC020,1,0.013,HR,423.39,NA,4.694,NA,4.74,NA,22,NA,78.5,NA,2.98,H,2.169,NA,6.672,NA,2.459,NA,0.2678,NA,NA,NA,0,R,498,H,7.72,NA,48.7394,H,10.811,NA,5.52,NA,7.3,NA,19.05,NA
FW08SC021,1,0.023,NA,388.51,NA,4.901,NA,5.08,NA,15,NA,74.38,NA,2.99,H,1.526,NA,6.235,NA,2.21,NA,0.10157,NA,NA,NA,0,R,457,NA,7.49,NA,39.4063,NA,9.571,H,4.38,NA,11.1,NA,3.25,NA
FW08SC022,1,0.121,HS,378.89,S,9.169,S,15.11,S,97,S,111.41,S,14.13,HS,3.23,S,4.375,S,4.009,S,0.25336,S,NA,NA,0.01069,RS,1154,HS,6.95,S,84.975,HS,7.474,HS,4.36,S,7.9,S,6.43,S
FW08SC023,1,0.036,H,465.4,NA,5.59,NA,7.6,H,25,NA,100.6,NA,4.17,H,2.272,NA,8.087,NA,3.201,NA,0.50973,H,NA,NA,0.00741,R,965,H,7.4,NA,99.1363,H,11.131,H,7.62,H,17.3,NA,16.5,NA
FW08SC024,1,0.05,H,1198.84,NA,13.15,NA,6.53,H,33,NA,155.07,NA,6.36,H,5.756,NA,8.158,NA,3.826,NA,0.21171,H,NA,NA,0,R,648,NA,7.59,NA,138.705,NA,27.059,NA,2.7,H,2.2,NA,11.63,NA
FW08SC026,1,0.054,H,417.77,NA,5.353,NA,7.13,NA,60,NA,87.43,NA,8.03,H,1.944,NA,6.845,NA,2.936,NA,0.21239,NA,NA,NA,0.00753,R,781,NA,7.09,NA,99.0656,NA,8.806,NA,5.24,NA,8,NA,5.29,NA
FW08SC030,1,0.056,H,168.1,NA,6.219,NA,10.54,NA,275,NA,73.1,NA,35.67,H,1.204,NA,6.12,NA,2.65,NA,0.08378,NA,NA,NA,0,R,281,H,6.28,NA,91.339,H,7.112,H,1.52,NA,1.9,NA,3.4,NA
FW08TX001,1,0,R,4065.64,NA,95.65,NA,76.27,NA,3,R,647.65,NA,0.95,NA,3.891,NA,33.75,NA,2.794,NA,0.00358,R,NA,NA,0,R,7,R,7.82,NA,142.1375,NA,40.218,H,7.89,NA,6.2,NA,4.82,NA
FW08TX002,1,0.033,HS,2818.39,S,135.4,S,66.26,S,19,HS,1129.39,S,4.41,S,19.03,S,80.41,S,7.225,S,0.15011,S,NA,NA,0,RS,617,S,7.96,HS,37.8625,S,5.504,S,344.97,S,16.4,S,13.57,HS
FW08TX006,1,0.27,H,614.74,NA,6.568,NA,5.66,H,38,NA,102.86,NA,5.93,NA,3.683,NA,4.728,NA,2.808,NA,0.00273,HR,NA,NA,0.00482,R,558,NA,7.28,NA,75.12,NA,17.877,NA,7.01,H,26.2,NA,29.33,NA
FW08TX009,1,0.042,NA,1066.56,NA,14.74,NA,31.42,NA,16,NA,219.96,NA,2.51,NA,3.166,NA,26.13,NA,1.931,NA,0.00673,R,NA,NA,0.00614,R,373,NA,7.59,NA,181.6438,NA,21.366,H,3.57,NA,19.2,NA,35.1,NA
FW08TX067,1,0.031,S,4288.72,S,94.94,S,100.26,S,24,HS,992.22,S,5.43,S,15.55,S,93.38,S,5.42,S,0.04088,S,NA,NA,0,RS,853,S,7.93,HS,85.6888,S,17.38,S,144.14,S,7.8,S,5.66,HS
FW08TX104,1,0.032,NA,2946.16,NA,37.18,NA,22.54,NA,20,NA,369.21,NA,3.79,NA,17.13,NA,13.21,NA,1.956,NA,0.00457,R,NA,NA,0,R,384,NA,8.09,NA,49.5313,NA,21.567,NA,6.56,NA,1,NA,1.99,R
FW08TX118,1,0.013,HRS,4140.71,S,53.52,S,419.95,HS,20,S,1881.69,S,3.26,HS,42.52,S,265,S,4.084,S,0,HRS,NA,NA,0,RS,436,S,8.27,S,80.8238,S,20.151,HS,64.04,HS,20.7,S,37.25,S
FW08TX119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FW08TX124,1,0.034,HS,3614.51,S,72.6,S,62.46,HS,30,HS,776.86,S,5.45,S,5.946,S,79.53,S,5.139,S,0.00093000000000000005,HRS,NA,NA,0,RS,474,S,8.12,S,228.1825,S,7.315,S,108.65,HS,44.2,S,29.33,S
FW08TX156,1,0.251,S,3290.08,S,58.56,S,9.29,S,25,S,383.12,S,4.92,HS,4.314,S,12.61,S,6.653,S,0.04033,S,NA,NA,0,RS,1139,S,8.01,S,125.2519,S,10.133,S,16.5,S,41.3,S,48.25,S
FW08TX165,1,0.218,S,1882.52,S,21.5,S,30.26,S,31,S,298.03,S,12.82,S,7.943,S,21.58,S,7.929,S,0.00149,RS,NA,NA,0,RS,1981,S,7.66,S,259.0481,S,10.807,S,4.35,S,40.6,S,45.94,S
FW08TX168,1,0.327,NA,3935.04,NA,217.1,NA,1559.27,H,35,NA,6410.14,NA,10.21,H,142.1,NA,954.4,NA,10.97,NA,0.08902,NA,NA,NA,0,R,2111,NA,8.09,NA,225.2894,NA,12.31,NA,798.56,H,37.7,NA,20.11,NA
FW08TX172,1,0.037,NA,1305.11,NA,60.03,NA,322.68,H,3,R,1494.6,NA,5.21,NA,4.625,NA,226.8,NA,13.78,NA,10.21,NA,NA,NA,0,R,10406,NA,7.27,NA,3842.813,NA,4.723,H,125.5,NA,4.5,NA,2.7,NA
FW08RTX9001,1,0.013,R,4852.34,NA,99.72,NA,447.4,NA,11,NA,2045.14,NA,0.9,NA,27.07,NA,328.3,NA,4.041,NA,1.80599,NA,NA,NA,0,R,1782,NA,8.02,NA,26.5113,NA,24.416,NA,110.35,NA,0.6,NA,0.48,R
FW08RTX9010,1,0.077,NA,3718.11,NA,66.48,NA,12.95,NA,15,H,481.58,NA,2.36,H,17.59,NA,7.636,NA,1.194,NA,0.01238,R,NA,NA,0,R,236,NA,8.15,NA,51.5288,NA,18.912,NA,41.15,NA,0.9,NA,0.73,R
FW08RTX10341,1,0.022,H,195.72,NA,4.112,NA,5.31,H,34,NA,55.33,NA,7.92,H,1.181,NA,3.823,NA,1.45,NA,0.05303,H,NA,NA,0.00526,R,405,NA,7.18,NA,54.45,NA,8.418,NA,4.15,H,6.4,NA,16.13,NA
FW08RTX11553,1,0.02,S,2081.48,S,1703,S,23771.34,HS,16,HS,62230.98,S,3.35,HS,394.6,S,14950,S,32.46,S,0.50222,HS,NA,NA,0,RS,573,S,7.78,HS,17.7538,S,2.215,S,4715.93,HS,19.2,S,19.44,HS
FW08RTX12162,1,0.024,NA,3107.56,NA,52.28,NA,81,NA,8,NA,684.04,NA,2.65,H,23.42,NA,53.85,NA,2.616,NA,0.00148,R,NA,NA,0,R,264,NA,8.14,NA,40.7463,NA,31.09,H,73.77,NA,2.9,NA,2.74,NA
FW08RTX12209,1,0.007,RS,6353.31,S,79.06,S,39.53,HS,16,S,752.51,S,1.21,HS,38.35,S,22.94,S,2.183,S,0.38748,HS,NA,NA,0,RS,500,S,8.12,S,47.5875,S,17.777,S,22.57,HS,7.1,S,0.27,RS
FW08RTX13110,1,0.003,R,4254.67,NA,103.6,NA,133.78,NA,10,NA,1224.17,NA,0.38,H,30.27,NA,97.03,NA,5.259,NA,1.08602,NA,NA,NA,0,R,1015,NA,7.96,NA,27.08,NA,20.765,NA,187.34,NA,0.3,NA,0.46,R
FW08RTX11237,1,0.015,R,396.08,NA,7.991,NA,26.81,NA,20,NA,141.33,NA,2.3,H,2.285,NA,14.57,NA,1.288,NA,0.01414,R,NA,NA,0,R,140,NA,7.35,NA,63.2788,NA,13.609,NA,1.48,NA,9.6,NA,8.83,NA
FW08MS053,2,0.038,NA,585.25,NA,43.56,NA,2272.36,NA,60,NA,7216.28,NA,8.89,NA,136.7,NA,1292,NA,41.08,NA,0.1081,NA,NA,NA,0,R,756,NA,6.87,NA,77.565,NA,5.931,NA,319.24,NA,31.1,NA,8.41,NA
FW08MS052,1,0.018,R,92.99,NA,2.102,NA,4.65,NA,65,NA,43.61,NA,11.29,NA,1.263,NA,2.934,NA,1.388,NA,0.06316,NA,NA,NA,0.00116,R,629,NA,6.51,NA,59.1794,NA,10.956,H,3.52,NA,20.4,NA,7.73,NA
FW08MN001,1,0.006,R,5262.42,NA,83.14,NA,15.16,NA,6,NA,609.79,NA,1.59,H,27.73,NA,6.878,NA,2.089,NA,2.12968,NA,NA,NA,0,R,2299,H,8.33,NA,26.229,H,11.142,H,31.35,NA,0.6,NA,0.9,R
FW08MN001,2,0.036,NA,5555.07,NA,83.63,NA,18.21,NA,10,H,636.62,NA,1.95,H,27.69,NA,7.228,NA,2.815,NA,2.33254,NA,NA,NA,0,R,2545,NA,8.27,H,85.7356,NA,14.563,H,33.57,NA,6.2,NA,0.96,HR
FW08MN002,1,0.021,NA,1692.17,NA,24.33,NA,4.16,NA,185,NA,178.91,NA,39.17,H,8.266,NA,4.6,NA,0.267,NA,0.00286,R,NA,NA,0,R,1290,NA,7.44,NA,135.36,NA,13.678,H,0.06,R,10.1,NA,4.69,NA
FW08MN002,2,0.054,S,1906.94,S,27.69,S,1.73,S,140,S,198.44,S,29.87,S,9.518,S,3.306,S,0.238,S,0.00218,RS,NA,NA,0,RS,1208,S,7.53,S,63.8381,S,15.159,S,0.02,RS,2.8,S,3.14,S
FW08MN004,1,0.048,S,2385.59,S,25.76,S,5.89,S,94,HS,252.59,S,30.33,HS,14.82,S,7.62,S,0.771,S,7.7e-4,RS,NA,NA,0,RS,1389,S,7.56,HS,130.6069,S,13.562,S,0.16,RS,26.2,S,16.59,HS
FW08MN009,1,0.042,NA,218.99,NA,6.532,NA,0.19,R,240,H,43,NA,35.74,H,1.912,NA,1.2,NA,0.121,NA,0.10914,NA,NA,NA,7.4e-4,R,1036,NA,6.51,H,37.1763,NA,8.66,NA,2.75,NA,1.1,NA,1.65,HR
FW08MN016,1,0.013,R,2814.76,NA,37.78,NA,1.78,NA,33,NA,288.45,NA,12.37,H,13.74,NA,4.141,NA,1.346,NA,0.00149,R,NA,NA,0,R,583,NA,8.14,NA,20.2963,NA,2.947,H,5.28,NA,3.7,NA,4.22,NA
FW08MN016,2,0.023,NA,1804.12,NA,27,NA,1.99,NA,220,NA,193.61,NA,30.98,H,9.025,NA,2.93,NA,0.698,NA,0.00421,R,NA,NA,0,R,865,NA,7.93,NA,35.2088,NA,7.039,NA,3.25,NA,2.4,NA,3.32,NA
FW08MN023,1,0.021,NA,3341.03,NA,46.31,NA,11.68,NA,63,NA,357.98,NA,21,H,16.21,NA,6.968,NA,2.515,NA,0,R,NA,NA,0,R,1244,NA,7.69,NA,138.61,NA,16.134,H,1.4,NA,40.7,NA,2.26,NA
