UID,UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,SAMPLE_ID,H2O_dD,H2O_d18O,d-excess,LAT_DD83,LON_DD83,ELEVATION
2012919,1000444,4/7/2021,NRS18_CA_10788,7/17/2018,1,2018,NRS_CA-11355,2018-19,100680,-89.47,-12.36,9.38,37.66785824,-120.4750645,50.84
2013429,1000956,4/7/2021,NRS18_CA_10795,9/5/2018,1,2018,NRS_CA-11362,2018-19,109980,-76.41,-10.02,3.78,38.85129958,-121.6304411,7.44
2014259,1001846,4/7/2021,NRS18_CA_10889,7/31/2019,1,2019,NRS_CA-11364,2018-19,116620,-90.14,-11.72,3.63,41.75471967,-123.3934713,307.37
2012978,1000504,4/7/2021,NRS18_CO_10002,7/20/2018,1,2018,NRS_CO-10224,2018-19,101540,-112.33,-14.9,6.85,38.86531332,-108.398139,1437.085
2013226,1000752,4/7/2021,NRS18_CO_10002,8/9/2018,2,2018,NRS_CO-10224,2018-19,105840,-109.72,-14.33,4.92,38.86531332,-108.398139,1437.085
2012967,1000493,4/7/2021,NRS18_CO_10003,7/19/2018,1,2018,NRS_CO-10226,2018-19,895560,-118.3,-15.79,8.04,39.36936448,-106.4524344,3276.825
2013227,1000753,4/7/2021,NRS18_CO_10003,8/10/2018,2,2018,NRS_CO-10226,2018-19,106360,-109.94,-14.23,3.94,39.36936448,-106.4524344,3276.825
2013160,1000686,4/7/2021,NRS18_CO_10004,8/5/2018,1,2018,NRS_CO-10228,2018-19,895500,-96.7,-13.37,10.26,37.71406867,-106.8381694,2685.945
2013231,1000757,4/7/2021,NRS18_CO_10005,8/13/2018,1,2018,NRS_CO-10230,2018-19,895880,-104.38,-13.13,0.66,40.15970306,-105.1184267,1520.51
2013115,1000641,4/7/2021,NRS18_CO_10009,8/1/2018,1,2018,NRS_CO-10227,2018-19,895660,-30.46,-4,1.55,37.60461992,-103.6059701,1327.77
2013152,1000678,4/7/2021,NRS18_CO_10010,8/3/2018,1,2018,NRS_CO-10231,2018-19,895840,-83.13,-10.12,-2.15,40.94131522,-102.3414153,1066.9
2013076,1000602,4/7/2021,NRS18_CO_10011,7/29/2018,1,2018,NRS_CO-10232,2018-19,101600,-76.82,-9.13,-3.8,37.1760795,-105.7310464,2275.82
2013162,1000688,4/7/2021,NRS18_CO_10012,8/5/2018,1,2018,NRS_CO-10235,2018-19,884840,-91.51,-11.26,-1.41,40.39450659,-103.4773326,1251.105
2012985,1000511,4/7/2021,NRS18_CO_10013,7/18/2018,1,2018,NRS_CO-10314,2018-19,895640,-103.14,-13.89,8,39.16391811,-107.8062132,2517.685
2013182,1000708,4/7/2021,NRS18_CO_10013,8/7/2018,2,2018,NRS_CO-10314,2018-19,106200,-101.8,-13.67,7.59,39.16391811,-107.8062132,2517.685
2012963,1000489,4/7/2021,NRS18_CO_10014,7/18/2018,1,2018,NRS_CO-10325,2018-19,101360,-115.51,-15.27,6.63,39.18629226,-108.9047683,1343.41
2013238,1000764,4/7/2021,NRS18_CO_10014,8/10/2018,2,2018,NRS_CO-10325,2018-19,106120,-116.28,-15.18,5.2,39.18629226,-108.9047683,1343.41
2012986,1000512,4/7/2021,NRS18_CO_10016,7/22/2018,1,2018,NRS_CO-10339,2018-19,101700,-93.58,-11.69,-0.07,39.8866702,-104.9310797,1559.535
2013272,1000798,4/7/2021,NRS18_CO_10017,8/15/2018,1,2018,NRS_CO-10341,2018-19,106080,-127.84,-16.63,5.21,40.7496733,-105.8520428,2711.215
2013922,1001507,4/7/2021,NRS18_CO_10018,6/26/2019,1,2019,NRS_CO-10315,2018-19,127220,-115.52,-16.11,13.34,37.75137924,-107.3354216,2879.47
2013110,1000636,4/7/2021,NRS18_CO_10020,7/31/2018,1,2018,NRS_CO-10319,2018-19,895800,-83.61,-11.07,4.96,37.07109595,-107.6140928,1924.29
2013055,1000581,4/7/2021,NRS18_CO_10021,7/27/2018,1,2018,NRS_CO-10333,2018-19,895620,-70.82,-9.96,8.86,38.69619533,-104.7115425,1691.795
2013060,1000586,4/7/2021,NRS18_CO_10024,7/26/2018,1,2018,NRS_CO-10326,2018-19,895860,-120.45,-16.14,8.67,38.56961155,-106.9424621,2350.165
2013225,1000751,4/7/2021,NRS18_CO_10026,8/8/2018,1,2018,NRS_CO-10328,2018-19,895780,-115.24,-14.94,4.32,40.51532943,-107.2359869,1932.25
2012894,1000419,4/7/2021,NRS18_CO_10028,7/15/2018,1,2018,NRS_CO-10364,2018-19,885620,-38.97,-7.19,18.52,37.96829665,-108.2534754,2572.5
2013056,1000582,4/7/2021,NRS18_CO_10033,7/26/2018,1,2018,NRS_CO-10369,2018-19,101580,-95.39,-12.71,6.33,39.56463747,-104.2890967,1655.93
2013245,1000771,4/7/2021,NRS18_CO_10034,8/9/2018,1,2018,NRS_CO-10370,2018-19,101140,-110.48,-14.97,9.24,39.11368591,-107.9785352,2587.92
2013269,1000795,4/7/2021,NRS18_CO_10042,8/14/2018,1,2018,NRS_CO-10378,2018-19,106000,-106.94,-13.71,2.71,39.49891104,-105.0865186,1667.49
2013088,1000614,4/7/2021,NRS18_CO_10046,7/30/2018,1,2018,NRS_CO-10382,2018-19,895900,-83.53,-11.43,7.88,37.02311922,-107.1671952,1921.04
2014122,1001709,4/7/2021,NRS18_CO_10048,7/14/2019,1,2019,NRS_CO-10384,2018-19,127560,-123.42,-16.48,8.43,40.47044555,-108.5667253,1695.23
2013037,1000563,4/7/2021,NRS18_CO_10050,7/25/2018,1,2018,NRS_CO-10273,2018-19,101160,-38.1,-5.9,9.06,39.63865572,-102.1136539,1085.48
2012992,1000518,4/7/2021,NRS18_CO_10053,7/23/2018,1,2018,NRS_CO-10280,2018-19,101560,-91.75,-12.27,6.4,39.54923086,-105.1317434,1740.365
2013230,1000756,4/7/2021,NRS18_CO_10055,8/12/2018,1,2018,NRS_CO-10289,2018-19,106240,-113.65,-15.05,6.73,38.60455418,-106.4649269,3042.13
2014124,1001711,4/7/2021,NRS18_CO_10060,7/16/2019,1,2019,NRS_CO-10236,2018-19,127200,-123.16,-16.31,7.34,40.47796874,-108.908221,1567.27
2013196,1000722,4/7/2021,NRS18_CO_10061,8/6/2018,1,2018,NRS_CO-10246,2018-19,101500,-98.66,-12.75,3.31,39.91225933,-104.8821446,1521.01
2013009,1000535,4/7/2021,NRS18_CO_10063,7/24/2018,1,2018,NRS_CO-10349,2018-19,884200,-102.52,-13.06,2,40.41411047,-104.9936989,1510.59
2013901,1001485,4/7/2021,NRS18_CO_10064,6/25/2019,1,2019,NRS_CO-10351,2018-19,127280,-128.15,-17.43,11.26,38.76933255,-106.4588986,3161.395
2013952,1001537,4/7/2021,NRS18_CO_10065,6/28/2019,1,2019,NRS_CO-10353,2018-19,113960,-128.63,-17.44,10.87,40.16961557,-106.5672612,2746.92
2012968,1000494,4/7/2021,NRS18_CO_10068,7/19/2018,1,2018,NRS_CO-10322,2018-19,101640,-123.43,-16.53,8.79,39.42575934,-106.4124235,2764.655
2013938,1001523,4/7/2021,NRS18_CO_10069,6/27/2019,1,2019,NRS_CO-10324,2018-19,127080,-131.76,-17.89,11.33,39.91459675,-105.5279179,2624.745
2013059,1000585,4/7/2021,NRS18_CO_10070,7/27/2018,1,2018,NRS_CO-10336,2018-19,895680,-67.43,-8.9,3.74,38.35013331,-104.6111431,1464.46
2013000,1000526,4/7/2021,NRS18_CO_10071,7/23/2018,1,2018,NRS_CO-10329,2018-19,895700,-121.47,-15.93,6.01,39.07383476,-108.4197432,1418.52
2014123,1001710,4/7/2021,NRS18_CO_10072,7/15/2019,1,2019,NRS_CO-10331,2018-19,116080,-123.41,-16.47,8.32,40.48798794,-108.7551399,1628.92
2013729,1001311,4/7/2021,NRS18_CO_10135,6/7/2019,1,2019,NRS_CO-10447,2018-19,117880,-118.17,-15.53,6.09,38.15816694,-104.699869,1532.47
2013426,1000953,4/7/2021,NRS18_CO_10224,9/4/2018,1,2018,NRS_CO-10449,2018-19,108080,-87.32,-11.96,8.4,38.80127291,-105.1697687,2887.22
2012969,1000495,4/7/2021,NRS18_CO_10374,7/17/2018,1,2018,NRS_CO-10451,2018-19,895580,-120.48,-15.93,6.96,39.28594399,-108.8335784,1443.69
2013880,1001464,4/7/2021,NRS18_CO_10398,6/24/2019,1,2019,NRS_CO-10475,2018-19,126980,-111.25,-15.28,11.01,38.2233277,-108.3525292,1846.23
2013074,1000600,4/7/2021,NRS18_CO_10523,7/29/2018,1,2018,NRS_CO-10476,2018-19,101660,-60.16,-8.26,5.95,38.14321876,-104.6370915,1490.78
2012923,1000448,4/7/2021,NRS18_CO_10825,7/16/2018,1,2018,NRS_CO-10479,2018-19,895600,-85.69,-11.73,8.18,37.35076028,-108.2957365,2130.09
2013130,1000656,4/7/2021,NRS18_CO_10974,8/2/2018,1,2018,NRS_CO-10481,2018-19,895540,-65.38,-8.46,2.32,37.66582838,-104.2322735,1553.79
2013080,1000606,4/7/2021,NRS18_CO_10975,7/30/2018,1,2018,NRS_CO-10482,2018-19,895720,-62.29,-8.47,5.49,38.06237778,-104.4110972,1451.1
2013239,1000765,4/7/2021,NRS18_CO_10977,8/13/2018,1,2018,NRS_CO-10484,2018-19,890700,-113.97,-14.9,5.2,40.57996498,-105.0562722,1501.33
2012980,1000506,4/7/2021,NRS18_CO_11124,7/22/2018,1,2018,NRS_CO-10486,2018-19,895740,-124.29,-16.37,6.65,39.64405982,-107.0192684,1885.48
2013159,1000685,4/7/2021,NRS18_CO_11274,8/4/2018,1,2018,NRS_CO-10488,2018-19,895520,-75.18,-8.49,-7.29,37.95741609,-108.8410129,1725.18
2012867,1000392,4/7/2021,NRS18_CO_11276,7/11/2018,1,2018,NRS_CO-10490,2018-19,884720,-120.85,-15.36,2.03,40.73579038,-108.78052,1694.78
2013027,1000553,4/7/2021,NRS18_CO_11278,7/24/2018,1,2018,NRS_CO-10492,2018-19,101240,-77.57,-8.85,-6.79,38.7136427,-109.0093362,1383.89
2013132,1000658,4/7/2021,NRS18_CO_11423,8/1/2018,1,2018,NRS_CO-10493,2018-19,895820,-96.77,-12.17,0.57,40.04109164,-104.825239,1498.87
2013144,1000670,4/7/2021,NRS18_CO_11424,8/2/2018,1,2018,NRS_CO-10494,2018-19,895760,-89.99,-11.11,-1.15,40.65505394,-103.1684977,1191.62
2013318,1000844,4/7/2021,NRS18_CO_11425,8/19/2018,1,2018,NRS_CO-10495,2018-19,105820,-59.36,-7.77,2.8,40.45359378,-103.3961287,1236.58
2013045,1000571,4/7/2021,NRS18_CO_11725,7/25/2018,1,2018,NRS_CO-10498,2018-19,101520,-112.65,-15,7.37,38.7353559,-108.1669674,1485.02
2012872,1000397,4/7/2021,NRS18_CO_RF001,7/11/2018,1,2018,NRS_CO-10499,2018-19,895120,-126.63,-17.22,11.14,40.07837,-105.58024,3173.07
2012837,1000362,4/7/2021,NRS18_CO_RF002,7/10/2018,1,2018,NRS_CO-10500,2018-19,887660,-125.27,-17.26,12.83,40.1307,-105.52889,2673.62
2013381,1000907,4/7/2021,NRS18_CO_RF003,8/27/2018,1,2018,NRS_CO-10501,2018-19,104320,-92.31,-12.83,10.37,38.02054,-105.68095,2643.9
2013394,1000921,4/7/2021,NRS18_CO_RF004,8/29/2018,1,2018,NRS_CO-10502,2018-19,894720,-97.85,-13.57,10.69,38.13353,-105.78497,2639.78
2013382,1000908,4/7/2021,NRS18_CO_RF005,8/28/2018,1,2018,NRS_CO-10503,2018-19,894700,-92.03,-12.75,9.95,37.84926,-105.57854,2498.82
2014240,1001827,4/7/2021,NRS18_CO_RF006,7/30/2019,1,2019,NRS_CO-10504,2018-19,125160,-117.29,-16.27,12.87,38.669,-106.161,2723.16
2014223,1001810,4/7/2021,NRS18_CO_RF007,7/29/2019,1,2019,NRS_CO-10505,2018-19,125120,-119.37,-16.44,12.13,38.67155,-106.16314,2729.94
2014405,1001993,4/7/2021,NRS18_CO_RF011,8/13/2019,1,2019,NRS_CO-10506,2018-19,125100,-121.58,-16.43,9.9,39.83637,-106.31516,2621.95
2014260,1001847,4/7/2021,NRS18_CO_RF015,7/31/2019,1,2019,NRS_CO-10507,2018-19,125020,-130.11,-18.1,14.71,39.2169,-106.398,3025.37
2014366,1001954,4/7/2021,NRS18_CO_RF016,8/12/2019,1,2019,NRS_CO-10508,2018-19,125060,-114.03,-15.5,10,39.67596,-105.66012,2953.13
2014404,1001992,4/7/2021,NRS18_CO_RF017,8/14/2019,1,2019,NRS_CO-10509,2018-19,125040,-118.33,-16.3,12.07,40.04369,-105.73147,3070.3
2014594,1002183,4/7/2021,NRS18_CO_RF018,9/9/2019,1,2019,NRS_CO-10510,2018-19,124560,-132.62,-17.07,3.9,39.565669,-106.399405,2458.71
2014612,1002201,4/7/2021,NRS18_CO_RF019,9/10/2019,1,2019,NRS_CO-10511,2018-19,125140,-113.78,-15.1,7.06,39.3658,-106.45122,3147.41
2014631,1002220,4/7/2021,NRS18_CO_RF020,9/11/2019,1,2019,NRS_CO-10512,2018-19,125000,-127.22,-17.19,10.3,39.52723,-106.22111,3231.39
2012702,1000226,4/7/2021,NRS18_CT_10001,6/25/2018,1,2018,NRS_CT-10063,2018-19,899580,-50.36,-8.17,14.98,41.38091844,-72.78024571,106.515
2013473,1001001,4/7/2021,NRS18_CT_10001,9/12/2018,2,2018,NRS_CT-10063,2018-19,103340,-41.33,-6.86,13.53,41.38091844,-72.78024571,106.515
2013175,1000701,4/7/2021,NRS18_CT_10002,8/7/2018,1,2018,NRS_CT-10065,2018-19,894780,-42.62,-6.85,12.18,41.89122923,-72.66210156,14.69
2013350,1000876,4/7/2021,NRS18_CT_10002,8/24/2018,2,2018,NRS_CT-10065,2018-19,109660,-44.76,-7.04,11.6,41.89122923,-72.66210156,14.69
2013262,1000788,4/7/2021,NRS18_CT_10003,8/15/2018,1,2018,NRS_CT-10064,2018-19,104240,-39.4,-6.46,12.25,41.39886615,-73.38664778,132.155
2013193,1000719,4/7/2021,NRS18_CT_10004,8/8/2018,1,2018,NRS_CT-10066,2018-19,102560,-38.62,-5.85,8.21,41.78270426,-71.89588062,47.27
2014412,1002000,4/7/2021,NRS18_CT_10005,8/15/2019,1,2019,NRS_CT-10067,2018-19,131680,-55.12,-8.28,11.12,41.5405881,-72.55125787,1.95
2013092,1000618,4/7/2021,NRS18_CT_10006,7/31/2018,1,2018,NRS_CT-10093,2018-19,104420,-35.84,-5.03,4.37,41.86842391,-72.08972479,132.92
2013355,1000881,4/7/2021,NRS18_CT_10006,8/26/2018,2,2018,NRS_CT-10093,2018-19,109740,-36.06,-4.61,0.79,41.86842391,-72.08972479,132.92
2014427,1002015,4/7/2021,NRS18_CT_10007,8/16/2019,1,2019,NRS_CT-10097,2018-19,135160,-54.48,-7.86,8.44,41.48484691,-72.50888016,1.78
2014692,1002282,4/7/2021,NRS18_CT_10007,9/22/2019,2,2019,NRS_CT-10097,2018-19,122480,-54.31,-7.69,7.22,41.48484691,-72.50888016,1.78
2012851,1000376,4/7/2021,NRS18_CT_10008,7/10/2018,1,2018,NRS_CT-10105,2018-19,899600,-46.5,-7.14,10.65,42.01008881,-72.63232541,33.43
2013441,1000969,4/7/2021,NRS18_CT_10009,9/6/2018,1,2018,NRS_CT-10094,2018-19,104300,-41.52,-6.54,10.79,41.39509228,-73.42907896,95.965
2013948,1001533,4/7/2021,NRS18_CT_10010,6/28/2019,1,2019,NRS_CT-10100,2018-19,116800,-54.65,-8.71,15.06,41.77170515,-72.90107758,70.255
2014390,1001978,4/7/2021,NRS18_CT_10011,8/14/2019,1,2019,NRS_CT-10098,2018-19,131740,-56.95,-8.59,11.81,41.65626244,-72.62596911,2.26
2013190,1000716,4/7/2021,NRS18_CT_10017,8/7/2018,1,2018,NRS_CT-10115,2018-19,103300,-38.17,-6.57,14.41,41.35000044,-73.19197535,132.16
2012759,1000283,4/7/2021,NRS18_CT_10018,6/27/2018,1,2018,NRS_CT-10116,2018-19,899000,-55.47,-8.21,10.18,42.04691303,-73.31172517,206.83
2013950,1001535,4/7/2021,NRS18_CT_10019,6/30/2019,1,2019,NRS_CT-10117,2018-19,126360,-52.34,-8.04,12.01,41.95383642,-73.36991106,163.77
2014696,1002286,4/7/2021,NRS18_CT_10020,9/23/2019,1,2019,NRS_CT-10118,2018-19,136280,-54.53,-8.22,11.22,41.43100509,-72.44427755,2.27
2013138,1000664,4/7/2021,NRS18_CT_10030,8/2/2018,1,2018,NRS_CT-10119,2018-19,899560,-45.17,-7.25,12.81,41.90060311,-72.17456169,160.4
2012692,1000216,4/7/2021,NRS18_CT_10031,6/18/2018,1,2018,NRS_CT-10120,2018-19,899540,-50.95,-8.53,17.26,41.5886836,-73.35208798,129.95
2013420,1000947,4/7/2021,NRS18_CT_10032,8/30/2018,1,2018,NRS_CT-10121,2018-19,103320,-39.75,-5.92,7.59,41.60048759,-72.75885445,29.86
2012939,1000464,4/7/2021,NRS18_CT_10036,7/17/2018,1,2018,NRS_CT-10125,2018-19,899620,-43.87,-7.47,15.89,41.28863522,-72.86611382,2.31
2013558,1001086,4/7/2021,NRS18_CT_10037,9/20/2018,1,2018,NRS_CT-10126,2018-19,111380,-38.72,-6.35,12.12,41.51043914,-72.49660533,12.95
2012505,247670,4/7/2021,NRS18_DE_10002,9/5/2018,1,2018,NRS_DE-10009,2018-19,109940,-31.46,-5.6,13.36,39.70012709,-75.63338589,1.2
2012509,247910,4/7/2021,NRS18_DE_10002,9/19/2018,2,2018,NRS_DE-10009,2018-19,109880,-40.54,-6.59,12.18,39.70012709,-75.63338589,1.2
2012651,1000175,4/7/2021,NRS18_DE_10003,6/19/2018,1,2018,NRS_DE-10016,2018-19,888380,-37.68,-6.68,15.76,39.20764401,-75.74852691,13.415
2014673,1002263,4/7/2021,NRS18_DE_10004,9/17/2019,1,2019,NRS_DE-10013,2018-19,130200,-39.56,-6.83,15.04,39.83429874,-75.57709346,42.99
2012793,1000317,4/7/2021,NRS18_DE_10005,7/5/2018,1,2018,NRS_DE-10050,2018-19,895940,-38.7,-6.47,13.08,39.636487,-75.73171714,14.795
2013180,1000706,4/7/2021,NRS18_DE_10005,8/7/2018,2,2018,NRS_DE-10050,2018-19,896940,-34,-5.78,12.21,39.636487,-75.73171714,14.795
2014016,1001602,4/7/2021,NRS18_DE_10006,7/10/2019,1,2019,NRS_DE-10062,2018-19,120420,-35.46,-6.22,14.32,38.66194317,-75.56498376,0.34
2014184,1001771,4/7/2021,NRS18_DE_10006,7/24/2019,2,2019,NRS_DE-10062,2018-19,131080,-35.4,-5.99,12.49,38.66194317,-75.56498376,0.34
2014545,1002133,4/7/2021,NRS18_DE_10007,8/28/2019,1,2019,NRS_DE-10068,2018-19,136120,-36.68,-6.46,14.96,39.81091381,-75.56714584,39.99
2012928,1000453,4/7/2021,NRS18_DE_10008,7/17/2018,1,2018,NRS_DE-10055,2018-19,898180,-36.71,-6.33,13.96,39.04750238,-75.73149965,6.45
2014248,1001835,4/7/2021,NRS18_DE_10009,7/30/2019,1,2019,NRS_DE-10063,2018-19,131900,-31.18,-5.3,11.25,38.57154972,-75.67425567,-0.4
2013323,1000849,4/7/2021,NRS18_DE_10010,8/21/2018,1,2018,NRS_DE-10084,2018-19,109920,-37.87,-6.12,11.07,39.53955341,-75.69163245,6.67
2013959,1001545,4/7/2021,NRS18_DE_10012,7/1/2019,1,2019,NRS_DE-10086,2018-19,123540,-36.91,-6.05,11.53,39.03385852,-75.69706883,12.85
2014067,1001654,4/7/2021,NRS18_DE_10014,7/15/2019,1,2019,NRS_DE-10088,2018-19,893720,-39.33,-6.95,16.31,39.78264653,-75.70137914,73.71
2012849,1000374,4/7/2021,NRS18_DE_10015,7/10/2018,1,2018,NRS_DE-10089,2018-19,893820,-38.47,-6.68,14.97,39.81746964,-75.64229325,55.83
2012731,1000255,4/7/2021,NRS18_DE_10016,6/25/2018,1,2018,NRS_DE-10090,2018-19,891540,-41.19,-7.04,15.12,39.74077165,-75.71143409,47.05
2014515,1002103,4/7/2021,NRS18_DE_10018,8/26/2019,1,2019,NRS_DE-10092,2018-19,131120,-40.24,-6.86,14.61,39.69224733,-75.7342312,16.42
2014143,1001730,4/7/2021,NRS18_DE_10019,7/22/2019,1,2019,NRS_DE-10093,2018-19,130220,-33.02,-5.8,13.39,38.62218232,-75.6254785,-0.13
2014387,1001975,4/7/2021,NRS18_DE_10020,8/13/2019,1,2019,NRS_DE-10094,2018-19,109900,-40.79,-6.87,14.17,39.77200007,-75.57881988,26.29
2014461,1002049,4/7/2021,NRS18_DE_10021,8/20/2019,1,2019,NRS_DE-10028,2018-19,136140,-36.92,-6.45,14.67,39.8061351,-75.46540517,48.225
2014571,1002159,4/7/2021,NRS18_DE_10021,9/3/2019,2,2019,NRS_DE-10028,2018-19,130140,-36.28,-5.92,11.06,39.8061351,-75.46540517,48.225
2013257,1000783,4/7/2021,NRS18_DE_10033,8/14/2018,1,2018,NRS_DE-10096,2018-19,896920,-37.02,-6.26,13.05,38.87332717,-75.47641458,10.83
2013850,1001433,4/7/2021,NRS18_DE_10037,6/20/2019,1,2019,NRS_DE-10100,2018-19,888360,-36.24,-6.37,14.7,39.00075279,-75.49461224,4.2
2014105,1001692,4/7/2021,NRS18_DE_10332,7/17/2019,1,2019,NRS_DE-10105,2018-19,130320,-38.75,-7.11,18.15,39.8007173,-75.43364349,0.51
2014104,1001691,4/7/2021,NRS18_FL_10002,7/17/2019,1,2019,NRS_FL-10031,2018-19,127920,-10.56,-2.25,7.47,30.35243432,-84.68591558,10.28
2014254,1001841,4/7/2021,NRS18_FL_10002,7/31/2019,2,2019,NRS_FL-10031,2018-19,131040,-11.94,-2.22,5.85,30.35243432,-84.68591558,10.28
2013270,1000796,4/7/2021,NRS18_FL_10003,8/14/2018,1,2018,NRS_FL-10028,2018-19,103200,-14.84,-2.21,2.8,30.51884624,-87.29779287,15.02
2013284,1000810,4/7/2021,NRS18_FL_10004,8/16/2018,1,2018,NRS_FL-10044,2018-19,883280,-18.46,-4,13.53,30.29491628,-85.29384067,16.89
2013947,1001532,4/7/2021,NRS18_FL_10006,6/27/2019,1,2019,NRS_FL-10116,2018-19,125240,-7.74,-1.48,4.08,30.01740935,-81.97160702,32.35
2014025,1001612,4/7/2021,NRS18_FL_10006,7/10/2019,2,2019,NRS_FL-10116,2018-19,125180,-10.51,-1.62,2.48,30.01740935,-81.97160702,32.35
2014068,1001655,4/7/2021,NRS18_FL_10007,7/15/2019,1,2019,NRS_FL-10134,2018-19,125220,-19.18,-3.46,8.48,30.21422869,-85.11153682,6.36
2014280,1001867,4/7/2021,NRS18_FL_10007,8/1/2019,2,2019,NRS_FL-10134,2018-19,131100,-17.97,-3.13,7.11,30.21422869,-85.11153682,6.36
2013142,1000668,4/7/2021,NRS18_FL_10008,7/31/2018,1,2018,NRS_FL-10140,2018-19,103680,-17.86,-3.54,10.48,30.76110142,-86.26432774,58.12
2013036,1000562,4/7/2021,NRS18_FL_10009,7/25/2018,1,2018,NRS_FL-10118,2018-19,103180,9.6,1.61,-3.27,27.4121166,-81.14118759,9.94
2013839,1001422,4/7/2021,NRS18_FL_10010,6/19/2019,1,2019,NRS_FL-10137,2018-19,108540,-26.02,-4.08,6.59,30.5869873,-84.35733272,25.565
2013372,1000898,4/7/2021,NRS18_FL_10011,8/27/2018,1,2018,NRS_FL-10135,2018-19,109360,-10.67,-2.4,8.53,29.75396002,-82.94205564,1.47
2013220,1000746,4/7/2021,NRS18_FL_10012,8/9/2018,1,2018,NRS_FL-10185,2018-19,101480,-8.4,-1.68,5.02,26.17973048,-81.67099279,0.86
2013559,1001087,4/7/2021,NRS18_FL_10017,9/20/2018,1,2018,NRS_FL-10190,2018-19,107220,-4.88,-1.79,9.4,30.77038316,-81.78635437,0
2014416,1002004,4/7/2021,NRS18_FL_10020,8/15/2019,1,2019,NRS_FL-10193,2018-19,133620,-14.13,-2.56,6.33,30.77800706,-87.30595997,5.77
2014391,1001979,4/7/2021,NRS18_FL_10021,8/13/2019,1,2019,NRS_FL-10107,2018-19,133760,-18.02,-4.05,14.36,30.96981875,-86.99358916,42.365
2014553,1002141,4/7/2021,NRS18_FL_10021,8/29/2019,2,2019,NRS_FL-10107,2018-19,133700,-17.36,-3.98,14.46,30.96981875,-86.99358916,42.365
2012937,1000462,4/7/2021,NRS18_FL_10035,7/17/2018,1,2018,NRS_FL-10196,2018-19,886860,-16.2,-3.1,8.57,30.23882165,-81.7897025,15.94
2013472,1001000,4/7/2021,NRS18_FL_10037,9/11/2018,1,2018,NRS_FL-10198,2018-19,108520,-5.06,-1.28,5.17,27.20603307,-80.57422881,8.49
2013192,1000718,4/7/2021,NRS18_FL_10042,8/7/2018,1,2018,NRS_FL-10203,2018-19,103620,3.16,0.56,-1.35,25.97143924,-80.31460687,-0.02
2013907,1001491,4/7/2021,NRS18_FL_10047,6/25/2019,1,2019,NRS_FL-10208,2018-19,125200,-6.95,-0.76,-0.84,29.93828426,-82.10600451,44.77
2014218,1001805,4/7/2021,NRS18_FL_10183,7/29/2019,1,2019,NRS_FL-10209,2018-19,131020,-9.79,-2.26,8.28,29.9916562,-84.74754789,3.17
2013336,1000862,4/7/2021,NRS18_FL_10333,8/23/2018,1,2018,NRS_FL-10210,2018-19,109340,4.54,0.75,-1.46,27.6430168,-81.13631515,10.77
2014542,1002130,4/7/2021,NRS18_FL_10334,8/28/2019,1,2019,NRS_FL-10211,2018-19,131060,-18.29,-4.1,14.49,30.70892116,-86.83567095,8.28
2013587,1001115,4/7/2021,NRS18_FL_RF001,9/26/2018,1,2018,NRS_FL-10212,2018-19,885900,-5.93,-2,10.05,30.31556,-82.6447,30.23
2013817,1001400,4/7/2021,NRS18_FL_RF002,6/18/2019,1,2019,NRS_FL-10213,2018-19,123180,-17.34,-3.77,12.84,30.676894,-86.703095,9.22
2013837,1001420,4/7/2021,NRS18_FL_RF003,6/19/2019,1,2019,NRS_FL-10214,2018-19,123140,-18.42,-3.64,10.72,30.85189,-85.884261,15.44
2012540,1000054,4/7/2021,NRS18_GA_10001,6/6/2018,1,2018,NRS_GA-10050,2018-19,884620,-25.55,-4.73,12.31,34.06954655,-84.53634847,272.925
2012829,1000354,4/7/2021,NRS18_GA_10001,7/10/2018,2,2018,NRS_GA-10050,2018-19,100280,-21.5,-4,10.48,34.06954655,-84.53634847,272.925
2013698,1001275,4/7/2021,NRS18_GA_10002,6/4/2019,1,2019,NRS_GA-10041,2018-19,111660,-9.69,-2.01,6.4,30.70226826,-83.0338573,26.81
2013931,1001516,4/7/2021,NRS18_GA_10002,6/27/2019,2,2019,NRS_GA-10041,2018-19,110880,-22.26,-3.93,9.18,30.70226826,-83.0338573,26.81
2012524,1000037,4/7/2021,NRS18_GA_10003,6/5/2018,1,2018,NRS_GA-10058,2018-19,887200,-31.51,-5.5,12.49,33.92673274,-85.05046408,369.25
2013195,1000721,4/7/2021,NRS18_GA_10004,8/8/2018,1,2018,NRS_GA-10070,2018-19,106340,-16.43,-3.19,9.13,32.80115995,-82.92292172,78.415
2013430,1000957,4/7/2021,NRS18_GA_10005,9/5/2018,1,2018,NRS_GA-10071,2018-19,106380,-20.94,-3.69,8.61,33.31357506,-84.17306649,201.63
2013308,1000834,4/7/2021,NRS18_GA_10006,8/21/2018,1,2018,NRS_GA-10076,2018-19,105300,-26.51,-4.85,12.31,34.30314742,-84.47051375,325.25
2013993,1001579,4/7/2021,NRS18_GA_10007,7/9/2019,1,2019,NRS_GA-10053,2018-19,127020,-21.99,-3.92,9.35,32.0082543,-83.29546049,53.495
2013720,1001302,4/7/2021,NRS18_GA_10008,6/6/2019,1,2019,NRS_GA-10055,2018-19,112440,-19.14,-3.66,10.13,31.15898786,-85.07890755,24.82
