SITE_ID,YEAR,VISIT_NO,UNIQUE_ID,ECOWSA9,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII
FW08NY009,2009,1,NRS_NY-10013,NAP,T,0,0,8.619549296,4.477124183,10,0,0,10,8,41.37
FW08NY008,2008,1,NRS_NY-10017,NAP,S,8.530574648,10,10,10,10,0,10,10,8,85.66
FW08NY002,2008,1,NRS_NY-10025,NAP,R,10,10,0,0,0,0,0,10,8,37.50
FW08NY002,2008,2,NRS_NY-10025,NAP,R,10,10,0,0,0,10,10,10,8,62.50
FW08NY011,2009,1,NRS_NY-10026,NAP,S,1.14801831,4.763302412,7.909690141,10,4.244186047,10,10,10,8,72.58
FW08NY016,2008,1,NRS_NY-10028,NAP,S,0,0,10,2.450980392,8.720930233,10,10,10,8,63.96
FW08NY015,2008,1,NRS_NY-10031,NAP,S,10,7.505825603,10,10,0,10,10,10,8,84.38
FW08NY017,2008,1,NRS_NY-10038,NAP,S,0,0,0,0,0,10,10,10,8,37.50
FW08NY017,2008,2,NRS_NY-10038,NAP,S,0,0,0,0,0,,10,10,7,28.57
NYR9-0901,2013,1,NRS_NY-10038,NAP,S,4.775071549,7.430502783,0,0,0,0,10,10,8,40.26
NYR9-0901,2013,2,NRS_NY-10038,NAP,S,1.116236901,4.562441558,0,0,0,10,10,10,8,44.60
NRS18_NY_10002,2018,1,NRS_NY-10038,NAP,S,0,5.170818182,0,0,0,10,10,10,8,43.96
FW08NY018,2008,1,NRS_NY-10039,NAP,T,0,0,0,0,0,10,3.5,10,8,29.38
NYS9-0923,2013,1,NRS_NY-10039,NAP,T,0,0,0,0,0,0,10,10,8,25.00
NYS9-0923,2013,2,NRS_NY-10039,NAP,T,0,0,0,0,0,10,10,10,8,37.50
FW08NY019,2008,1,NRS_NY-10040,NAP,T,0,0,6.607042254,0.980392157,0,0,10,10,8,34.48
FW08NY019,2008,2,NRS_NY-10040,NAP,T,0,0,9.533971831,6.960784314,0,10,10,10,8,58.12
NYR9-0902,2013,1,NRS_NY-10040,NAP,S,0,0,0,1.241830065,0,0,10,10,8,26.55
NYR9-0902,2013,2,NRS_NY-10040,NAP,S,0,0,10,10,3.197674419,0,10,10,8,54.00
FW08NY021,2008,1,NRS_NY-10042,NAP,S,0,0,3.334929577,0,0,10,10,10,8,41.67
NYR9-0903,2013,1,NRS_NY-10042,NAP,T,0,0,5.802816901,0,10,10,10,10,8,57.25
NRS18_NY_10012,2019,1,NRS_NY-10042,NAP,S,0,0,10,0,3.313953488,10,10,10,8,54.14
NRS18_NY_10012,2019,2,NRS_NY-10042,NAP,S,0,0,0,0,0,10,10,10,8,37.50
FW08NY022,2008,1,NRS_NY-10043,NAP,T,0,0,2.534140845,10,0,10,8.5,10,8,51.29
NYS9-0924,2013,1,NRS_NY-10043,NAP,T,0,0,0,0,0,10,10,10,8,37.50
NYS9-0924,2013,2,NRS_NY-10043,NAP,T,0,0,0,0,0,10,10,10,8,37.50
NRS18_NY_10068,2019,1,NRS_NY-10043,NAP,T,0,0,0,0,0,10,10,10,8,37.50
NRS18_NY_10068,2019,2,NRS_NY-10043,NAP,T,0,0,0,0,0,10,10,10,8,37.50
FW08NY023,2008,1,NRS_NY-10044,NAP,S,0,0,9.938732394,3.85620915,0,0,10,10,8,42.24
NYR9-0904,2013,1,NRS_NY-10044,NAP,S,4.978340141,7.940380334,0,0,0,0,10,10,8,41.15
NRS18_NY_10013,2019,1,NRS_NY-10044,NAP,S,0,2.590528757,9.20028169,0,0,10,10,10,8,52.24
FW08NY024,2008,1,NRS_NY-10045,NAP,S,10,10,10,8.333333333,3.255813953,0,10,10,8,76.99
NYS9-0925,2013,1,NRS_NY-10045,NAP,S,10,9.885254174,7.492957746,7.418300654,10,10,10,10,8,93.50
FW08NY025,2008,1,NRS_NY-10046,NAP,S,8.42463662,10,10,10,0.697674419,10,10,10,8,86.40
NYR9-0905,2014,1,NRS_NY-10046,NAP,S,8.939098169,10,10,10,10,10,10,10,8,98.67
NRS18_NY_10014,2018,1,NRS_NY-10046,NAP,R,8.629229437,10,10,10,10,10,10,10,8,98.29
FW08NY027,2008,1,NRS_NY-10048,NAP,S,0,5.671038961,8.298591549,2.320261438,0,10,10,10,8,57.86
NYR9-0906,2013,1,NRS_NY-10048,NAP,S,0,10,0,2.483660131,4.825581395,10,10,10,8,59.14
NRS18_NY_10015,2018,1,NRS_NY-10048,NAP,S,0,8.525580705,7.995492958,9.281045752,0.174418605,10,10,10,8,69.97
FW08NY028,2008,1,NRS_NY-10049,NAP,S,0,0,2.979211268,0,0,10,10,10,8,41.22
NYR9-0907,2014,1,NRS_NY-10049,NAP,S,0,0,0,0,0,10,10,10,8,37.50
NRS18_NY_10016,2019,1,NRS_NY-10049,NAP,S,0,0,0,0,0,10,10,10,8,37.50
FW08NY030,2008,1,NRS_NY-10051,NAP,T,3.107871831,3.546549165,0,0,0,10,10,10,8,45.82
NYR9-0908,2013,1,NRS_NY-10051,NAP,T,0,0,0,0.261437908,0,10,10,10,8,37.83
NRS18_NY_10017,2018,1,NRS_NY-10051,NAP,T,0,2.399324675,0,0,0,10,10,10,8,40.50
FW08NY032,2008,1,NRS_NY-10053,NAP,S,3.564729577,3.643116883,0,0,0,0,10,10,8,34.01
NYR9-0909,2013,1,NRS_NY-10053,NAP,S,1.527408873,2.860918367,3.549295775,10,1.976744186,10,10,10,8,62.39
NRS18_NY_10018,2018,1,NRS_NY-10053,NAP,S,8.378288732,6.470619666,8.205352113,9.052287582,0,10,10,10,8,77.63
FW08NY034,2008,1,NRS_NY-10055,NAP,T,0,0,7.716901408,1.078431373,0,10,10,10,8,48.49
NYR9-0910,2013,1,NRS_NY-10055,NAP,T,0,0,0,0,0,10,10,10,8,37.50
NRS18_NY_10019,2018,1,NRS_NY-10055,NAP,T,0,0,3.078591549,2.647058824,0,10,10,10,8,44.66
FW08NY035,2008,1,NRS_NY-10056,NAP,S,0,0,1.699126761,0,0,10,10,10,8,39.62
NYR9-0911,2013,1,NRS_NY-10056,NAP,S,2.682795493,6.659892393,0,0,0,0,10,10,8,36.68
NRS18_NY_10020,2018,1,NRS_NY-10056,NAP,S,0,3.614146568,5.036901408,0,0,10,10,10,8,48.31
FW08NY037,2008,1,NRS_NY-10058,NAP,S,0,0,4.482732394,0,0,10,10,10,8,43.10
NYR9-0912,2013,1,NRS_NY-10058,NAP,S,0,0,0,0,0,10,10,10,8,37.50
FW08NY039,2008,1,NRS_NY-10060,NAP,S,0,0,0,0,0,0,10,10,8,25.00
NYR9-0913,2013,1,NRS_NY-10060,NAP,S,3.748134789,6.957320965,2.422535211,0,8.895348837,10,10,10,8,65.03
FW08NY040,2008,1,NRS_NY-10061,NAP,S,7.047442254,0,10,0,0,0,10,10,8,46.31
NYR9-0914,2014,1,NRS_NY-10061,NAP,S,7.940632254,3.299335807,9.183098592,9.052287582,10,10,10,10,8,86.84
FW08NY041,2008,1,NRS_NY-10062,NAP,R,10,10,10,10,4.011627907,10,10,10,8,92.51
NYS9-0926,2013,1,NRS_NY-10062,NAP,R,10,10,7.492957746,10,10,10,10,10,8,96.87
NRS18_NY_10004,2019,1,NRS_NY-10062,NAP,R,10,10,10,10,10,0,10,10,8,87.50
FW08NY042,2008,1,NRS_NY-10063,NAP,T,0,0,0,0,0,0,10,10,8,25.00
NYR9-0915,2013,1,NRS_NY-10063,NAP,T,0,0,0.732394366,0,0,10,10,10,8,38.42
FW08NY044,2008,1,NRS_NY-10065,NAP,S,0,0,2.645943662,3.431372549,0,10,10,10,8,45.10
NYR9-0916,2014,1,NRS_NY-10065,NAP,S,0,0,5.802816901,3.85620915,0,10,6,10,8,44.57
FW08NY046,2009,1,NRS_NY-10067,NAP,S,0,0,0,0,0,,10,10,7,28.57
NYS9-0927,2013,1,NRS_NY-10067,NAP,S,0,0,0,0,0,10,10,10,8,37.50
FW08NY047,2009,1,NRS_NY-10068,NAP,S,10,10,4.187323944,9.836601307,9.534883721,10,2.33994723,10,8,82.37
FW08NY048,2009,1,NRS_NY-10069,NAP,S,0,0,6.967605634,5.522875817,0,,10,10,7,46.41
FW08NY049,2009,1,NRS_NY-10070,NAP,T,0,0,0,0,0,0,10,10,8,25.00
FW08NY050,2008,1,NRS_NY-10071,NAP,T,0,0,5.902450704,0,0,10,10,10,8,44.88
FW08NY051,2009,1,NRS_NY-10072,NAP,S,3.769984507,4.937124304,8.241549296,0.392156863,10,10,0,10,8,59.18
FW08NY052,2009,1,NRS_NY-10073,NAP,S,10,8.316994434,7.852816901,9.901960784,0,10,10,10,8,82.59
FW08NY053,2009,1,NRS_NY-10074,NAP,S,1.955795775,0,3.078507042,5.751633987,6.162790698,10,10,10,8,58.69
FW08NY055,2009,1,NRS_NY-10075,SAP,S,2.994236637,10,10,10,10,10,,10,7,89.99
NYS9-0929,2013,1,NRS_NY-10075,SAP,S,0,10,9.620991254,10,10,10,10,10,8,87.03
FW08NY064,2008,1,NRS_NY-10077,NAP,S,0,0.861966605,0,0,0,10,10,10,8,38.58
NYS9-0930,2013,1,NRS_NY-10077,NAP,S,0,4.939055659,0,0,0,10,10,10,8,43.67
NRS18_NY_10007,2018,1,NRS_NY-10077,NAP,S,0,7.77042115,0,0,0,10,10,10,8,47.21
FW08NY065,2008,1,NRS_NY-10078,NAP,T,0,0,0,0,0,0,10,10,8,25.00
NYS9-0931,2013,1,NRS_NY-10078,NAP,T,0,7.223847866,0,0,0,0,10,10,8,34.03
FW08NY066,2008,1,NRS_NY-10079,NAP,T,0,0,0,2.222222222,0,0,10,10,8,27.78
NYS9-0932,2013,1,NRS_NY-10079,NAP,T,0,0,0,4.08496732,4.593023256,0,10,10,8,35.85
NRS18_NY_10009,2018,1,NRS_NY-10079,NAP,T,0,0,0,3.202614379,4.709302326,0,10,10,8,34.89
FW08NY076,2009,1,NRS_NY-10081,NAP,S,8.431257746,7.776215213,0,6.633986928,0,10,10,10,8,66.05
NYS9-0933,2013,1,NRS_NY-10081,NAP,S,2.55103507,4.135612245,0,2.450980392,8.197674419,10,10,10,8,59.17
NRS18_NY_10010,2018,1,NRS_NY-10081,NAP,S,3.255522958,6.150014842,0,0.816993464,2.61627907,0,10,10,8,41.05
FW08NY077,2008,1,NRS_NY-10082,NAP,S,8.484226761,0.688144712,10,10,2.848837209,10,10,10,8,77.53
NYS9-0934,2013,1,NRS_NY-10082,NAP,S,7.842639577,6.439717996,0,6.045751634,9.244186047,10,10,10,8,74.47
FW08NY081,2009,1,NRS_NY-10083,NAP,S,10,10,10,10,10,10,4.5,10,8,93.13
NYS9-0935,2013,1,NRS_NY-10083,NAP,S,10,10,4.957746479,8.039215686,0,10,10,10,8,78.75
FW08NY084,2009,1,NRS_NY-10084,NAP,S,0.591843662,10,10,10,10,10,10,10,8,88.24
NYS9-0936,2013,1,NRS_NY-10084,NAP,S,2.82051493,10,6.647887324,5.261437908,10,10,10,10,8,80.91
NRS18_NY_10071,2019,1,NRS_NY-10084,NAP,S,0,10,10,10,10,10,10,10,8,87.50
FW08NY088,2009,1,NRS_NY-10085,NAP,R,10,10,5.211605634,10,8.895348837,10,10,10,8,92.63
NYS9-0937,2013,1,NRS_NY-10085,NAP,R,10,10,6.366197183,10,10,10,10,10,8,95.46
NRS18_NY_10072,2019,1,NRS_NY-10085,NAP,R,10,10,10,10,10,10,10,10,8,100.00
FW08RNY9001,2009,1,NRS_NY-10086,NAP,S,9.431047887,10,10,10,10,10,10,10,8,99.29
FW08RNY9003,2009,1,NRS_NY-10087,NAP,S,8.159791549,8.51012987,6.08256338,10,8.313953488,10,10,10,8,88.83
FW08RNY9004,2008,1,NRS_NY-10088,NAP,T,8.073716901,10,10,10,0.988372093,10,10,10,8,86.33
FW08RNY9005,2008,1,NRS_NY-10089,NAP,R,10,6.385640074,10,8.725490196,0,10,10,10,8,81.39
FW08RNY9006,2009,1,NRS_NY-10090,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08RNY9007,2008,1,NRS_NY-10091,NAP,S,9.973980282,10,10,10,0,,10,10,7,85.68
NYLS-1115,2013,1,NRS_NY-10092,SAP,T,0,9.789129218,0,0,0,10,10,10,8,49.74
NRS18_NY_10021,2018,1,NRS_NY-10092,SAP,T,0,10,0,0,0,10,10,10,8,50.00
NRS18_NY_10021,2018,2,NRS_NY-10092,SAP,T,0,10,0,0,0.091533181,10,10,10,8,50.11
NYLS-1116,2014,1,NRS_NY-10093,NAP,R,10,10,10,10,10,0,10,10,8,87.50
NRS18_NY_10028,2019,1,NRS_NY-10093,NAP,R,10,10,10,10,10,10,10,10,8,100.00
NYLS-1117,2013,1,NRS_NY-10094,NAP,S,0,3.361139147,6.366197183,10,0,0,10,10,8,49.66
NYLS-1118,2013,1,NRS_NY-10095,NAP,S,0,0,0,0,6.220930233,10,10,10,8,45.28
NYLS-1119,2013,1,NRS_NY-10096,NAP,S,10,10,7.492957746,7.777777778,10,10,10,10,8,94.09
NYLS-1120,2013,1,NRS_NY-10097,NAP,S,7.915471972,0,0,0.032679739,0,0,10,10,8,34.94
NRS18_NY_10032,2018,1,NRS_NY-10097,NAP,T,5.627872676,0,10,10,10,10,10,10,8,82.03
NYLS-1121,2013,1,NRS_NY-10098,NAP,S,1.450603803,0,8.338028169,0,10,0,10,10,8,49.74
NYLS-1122,2013,1,NRS_NY-10099,NAP,T,0,0,8.901408451,0,10,10,10,10,8,61.13
NYLS-1123,2013,1,NRS_NY-10100,NAP,S,10,5.672970315,0,2.124183007,0,10,10,10,8,59.75
NYLS-1124,2013,1,NRS_NY-10101,NAP,R,10,10,5.521126761,6.274509804,2.61627907,10,10,10,8,80.51
NRS18_NY_10089,2019,1,NRS_NY-10101,NAP,R,10,10,9.966197183,10,4.88372093,10,10,10,8,93.56
NYLS-1125,2013,1,NRS_NY-10102,NAP,S,0,0,0,0,0,10,10,10,8,37.50
NRS18_NY_10090,2019,1,NRS_NY-10102,NAP,S,0,0,7.456056338,0,0,10,10,10,8,46.82
NYRM-1001,2013,1,NRS_NY-10103,NAP,S,5.23788831,6.83564564,6.084507042,5.294117647,3.023255814,10,10,10,8,70.59
NRS18_NY_10022,2018,1,NRS_NY-10103,NAP,S,2.58546493,7.21225974,7.65971831,7.941176471,0,10,,10,7,64.86
NYRM-1002,2014,1,NRS_NY-10104,NAP,S,7.704920141,0,7.774647887,4.117647059,10,10,10,10,8,74.50
NRS18_NY_10038,2018,1,NRS_NY-10104,NAP,S,6.874630845,3.256846011,10,0,10,10,10,10,8,75.16
NYRM-1003,2013,1,NRS_NY-10105,NAP,S,3.549500986,6.634784787,2.985915493,5.784313725,0,10,10,10,8,61.19
NRS18_NY_10039,2019,1,NRS_NY-10105,NAP,S,1.459211268,7.409257885,3.77943662,0.653594771,0,10,10,10,8,54.13
NRS18_NY_10039,2019,2,NRS_NY-10105,NAP,S,0,6.497658627,4.453802817,2.287581699,0,10,10,10,8,54.05
NYRM-1004,2014,1,NRS_NY-10106,NAP,T,0,0,4.676056338,1.209150327,3.081395349,10,10,10,8,48.71
NRS18_NY_10040,2019,1,NRS_NY-10106,NAP,S,0,0,0,0,0,10,10,10,8,37.50
NYRM-1005,2013,1,NRS_NY-10107,NAP,S,3.693841549,7.341660482,0,0,0,0,10,10,8,38.79
NRS18_NY_10041,2018,1,NRS_NY-10107,NAP,S,0,4.37703154,3.92,0,0,10,10,10,8,47.87
NYRM-1006,2014,1,NRS_NY-10108,NAP,S,7.810858169,10,10,10,10,10,10,10,8,97.26
NRS18_NY_10042,2019,1,NRS_NY-10108,NAP,R,9.574064225,10,10,10,10,10,10,10,8,99.47
NYRM-1007,2013,1,NRS_NY-10109,NAP,S,3.820967183,4.535402597,8.901408451,1.339869281,7.325581395,10,10,10,8,69.90
NYRM-1008,2014,1,NRS_NY-10110,NAP,S,0,0,0,0.980392157,0,10,10,10,8,38.73
NYRO-1049,2013,1,NRS_NY-10111,NAP,S,10,10,2.14084507,1.699346405,10,10,10,10,8,79.80
NRS18_NY_10033,2018,1,NRS_NY-10111,NAP,S,10,10,9.938028169,10,8.488372093,10,10,10,8,98.03
NYRO-1050,2013,1,NRS_NY-10112,NAP,S,0.552779014,6.221474954,0,0,0,0,10,10,8,33.47
NRS18_NY_10034,2019,1,NRS_NY-10112,NAP,S,0,3.639254174,8.83971831,0,1.569767442,0,10,10,8,42.56
NYRO-1051,2013,1,NRS_NY-10113,NAP,S,10,10,7.492957746,5.588235294,6.220930233,10,10,10,8,86.63
NRS18_NY_10035,2018,1,NRS_NY-10113,NAP,S,10,10,8.981408451,9.803921569,2.906976744,10,10,10,8,89.62
NYRO-1052,2013,1,NRS_NY-10114,NAP,S,10,10,2.704225352,1.503267974,5.813953488,,10,10,7,71.46
NRS18_NY_10036,2018,1,NRS_NY-10114,NAP,S,10,10,9.43915493,9.281045752,9.593023256,10,10,10,8,97.89
NYRO-1053,2013,1,NRS_NY-10115,NAP,S,0,0,10,0.065359477,0,10,10,10,8,50.08
NYRO-1054,2013,1,NRS_NY-10116,NAP,T,0.250193521,5.472109462,4.676056338,0,0,10,10,10,8,50.50
NRS18_NY_10091,2019,1,NRS_NY-10116,NAP,T,0,1.90103525,8.722535211,0,0,10,10,10,8,50.78
NYRO-1055,2013,1,NRS_NY-10117,NAP,S,0,0,1.014084507,0,0,10,10,10,8,38.77
NYRO-1056,2013,1,NRS_NY-10118,NAP,S,10,10,2.422535211,1.405228758,10,10,10,10,8,79.78
NYRO-1057,2013,1,NRS_NY-10119,NAP,S,0,0,4.676056338,3.954248366,0,10,10,10,8,48.29
NYRO-1058,2013,1,NRS_NY-10120,NAP,T,0,0,2.704225352,0,0,10,10,10,8,40.88
NYRO-1060,2014,1,NRS_NY-10122,NAP,T,10,4.809654917,10,10,10,10,10,10,8,93.51
NYSS-1236,2013,1,NRS_NY-10123,NAP,T,5.627210563,0,5.521126761,4.575163399,0,0,10,10,8,44.65
NYSS-1237,2013,1,NRS_NY-10124,NAP,T,0,0,0,0,10,10,10,10,8,50.00
NYSS-1238,2013,1,NRS_NY-10125,NAP,T,0,0,0,0,10,10,10,10,8,50.00
NRS18_NY_10025,2018,1,NRS_NY-10125,NAP,T,0,0,5.049014085,0,7.209302326,0,10,10,8,40.32
NYSS-1239,2014,1,NRS_NY-10126,NAP,T,1.404918028,10,10,9.215686275,10,10,10,10,8,88.28
NRS18_NY_10026,2018,1,NRS_NY-10126,NAP,T,3.544866197,10,10,10,7.906976744,0,10,10,8,76.81
NYSS-1241,2013,1,NRS_NY-10128,NAP,S,10,10,4.112676056,0,8.430232558,0,10,10,8,65.68
NRS18_NY_10027,2018,1,NRS_NY-10128,NAP,S,10,10,4.826478873,0,1.337209302,10,10,10,8,70.20
NYSS-1242,2013,1,NRS_NY-10129,NAP,S,10,10,8.056338028,10,10,10,10,10,8,97.57
NYSS-1245,2013,1,NRS_NY-10132,NAP,T,0,0,0,0,10,0,10,10,8,37.50
NYSS-1249,2013,1,NRS_NY-10136,NAP,T,10,0,7.211267606,0,0.406976744,10,10,10,8,59.52
NRS18_NY_10080,2019,1,NRS_NY-10136,NAP,T,10,6.540148423,10,0,0,10,10,10,8,70.68
NYSS-1251,2013,1,NRS_NY-10138,NAP,T,4.03549169,0,0,10,0,0,10,10,8,42.54
NRS18_NY_10081,2019,1,NRS_NY-10138,NAP,T,7.394389296,5.278974026,0,8.823529412,0,10,10,10,8,64.37
NYSS-1252,2013,1,NRS_NY-10139,NAP,T,0,0,7.211267606,0,10,10,10,10,8,59.01
NYSS-1253,2013,1,NRS_NY-10140,NAP,S,7.913485634,3.546549165,5.802816901,10,10,10,10,10,8,84.08
NYSS-1255,2013,1,NRS_NY-10142,NAP,T,0,0,0,10,0,10,10,10,8,50.00
NYSS-1258,2014,1,NRS_NY-10145,NAP,S,9.547579718,10,8.901408451,5.392156863,10,10,10,10,8,92.30
NYRF-0001,2014,1,NRS_NY-10146,NAP,S,5.201472113,10,8.338028169,10,10,10,10,10,8,91.92
NYRF-0002,2014,1,NRS_NY-10147,NAP,S,10,9.348337662,10,10,3.197674419,10,10,10,8,90.68
NYRF-0003,2014,1,NRS_NY-10148,NAP,S,4.268555352,10,7.211267606,10,10,0,10,10,8,76.85
NYRF-0004,2014,1,NRS_NY-10149,NAP,S,5.051834648,10,10,10,10,10,10,10,8,93.81
NYRF-0005,2014,1,NRS_NY-10150,NAP,R,10,7.793597403,10,9.379084967,10,10,10,10,8,96.47
NYRF-0006,2014,1,NRS_NY-10151,NAP,S,10,10,8.901408451,10,10,10,10,10,8,98.63
NRS18_NY_10043,2019,1,NRS_NY-10152,CPL,T,0,4.55893672,10,0,10,0,10,10,8,55.70
NRS18_NY_10051,2019,1,NRS_NY-10160,NAP,R,10,10,6.450422535,6.307189542,0,10,6.45,10,8,74.01
NRS18_NY_10054,2019,1,NRS_NY-10163,NAP,S,10,10,10,9.967320261,8.081395349,10,10,10,8,97.56
NRS18_NY_10055,2019,1,NRS_NY-10164,NAP,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_NY_10061,2018,1,NRS_NY-10170,NAP,S,0,0,0.709859155,0,0,10,10,10,8,38.39
NRS18_NY_10063,2019,1,NRS_NY-10172,SAP,T,0,10,0,0,9.565217391,10,10,10,8,61.96
NRS18_NY_10064,2018,1,NRS_NY-10173,NAP,S,0,4.00041744,0,0,0,10,,10,7,34.29
NRS18_NY_10065,2018,1,NRS_NY-10174,SAP,T,0,9.718192083,0,0,0,0,10,10,8,37.15
NRS18_NY_10066,2018,1,NRS_NY-10175,NAP,S,1.634009014,6.285209647,7.175774648,8.39869281,0,10,,10,7,62.13
NRS18_NY_10250,2019,1,NRS_NY-10178,NAP,S,0.00984662,2.472716141,10,10,10,10,10,10,8,78.10
NRS18_NY_10251,2019,1,NRS_NY-10179,NAP,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_NY_10255,2019,1,NRS_NY-10183,NAP,S,10,0,10,10,10,10,10,10,8,87.50
NRS18_NY_10259,2019,1,NRS_NY-10187,NAP,S,7.10835662,10,8.578028169,10,0,10,10,10,8,82.11
NRS18_NY_10260,2019,1,NRS_NY-10188,NAP,S,10,10,0,0,0,10,10,10,8,62.50
NRS18_NY_10268,2019,1,NRS_NY-10196,NAP,R,10,10,4.022816901,10,0,10,,10,7,77.18
NRS18_NY_10272,2019,1,NRS_NY-10200,NAP,T,0,0,0,0,10,0,10,10,8,37.50
NRS18_NY_10279,2019,1,NRS_NY-10207,NAP,R,10,10,10,10,10,,10,10,7,100.00
NRS18_NY_10283,2019,1,NRS_NY-10211,NAP,S,0,0,1.327042254,0,0,10,10,10,8,39.16
NRS18_NY_10284,2019,1,NRS_NY-10212,NAP,R,10,10,7.795492958,9.836601307,0,10,10,9.1,8,83.42
NRS18_NY_10286,2019,1,NRS_NY-10214,NAP,S,10,8.228152134,10,10,8.197674419,0,10,10,8,83.03
NRS18_NY_10290,2019,1,NRS_NY-10218,NAP,S,0,10,10,10,10,0,10,10,8,75.00
NRS18_NY_10399,2019,1,NRS_NY-10219,SAP,T,0,10,0,0,3.089244851,0,10,10,8,41.36
NRS18_NY_10402,2019,1,NRS_NY-10222,SAP,T,0,10,0,0,10,10,0,10,8,50.00
NRS18_NY_10549,2018,1,NRS_NY-10223,CPL,T,0,8.885158846,10,10,10,10,10,10,8,86.11
NRS18_NY_10700,2019,1,NRS_NY-10225,NAP,T,0,0,0,0,6.744186047,10,10,10,8,45.93
NRS18_NY_10702,2019,1,NRS_NY-10227,NAP,R,10,10,10,10,6.162790698,10,10,10,8,95.20
NRS18_NY_10704,2019,1,NRS_NY-10229,NAP,S,0,2.530656772,9.230140845,1.699346405,0,10,10,10,8,54.33
NRS18_NY_10707,2019,1,NRS_NY-10232,NAP,S,0,0,0,0,0,10,10,10,8,37.50
NRS18_NY_11299,2019,1,NRS_NY-10233,NAP,S,7.843963803,7.038437848,6.062535211,8.888888889,0,10,10,10,8,74.79
FW08OH005,2008,1,NRS_OH-10009,NAP,T,0,0,0,0,0,10,10,10,8,37.50
FW08OH003,2008,1,NRS_OH-10011,NAP,T,0,0,3.185549296,0,0,10,10,10,8,41.48
FW08OH004,2008,1,NRS_OH-10012,TPL,S,0,9.964118931,10,10,10,10,10,10,8,87.46
FW08OH002,2009,1,NRS_OH-10015,SAP,S,0,8.042584354,10,10,10,10,10,10,8,85.05
FW08OH002,2009,2,NRS_OH-10015,SAP,S,0,8.429157399,9.653790087,10,6.704805492,10,10,10,8,80.98
FW08OH007,2008,1,NRS_OH-10020,NAP,S,7.742660563,0,10,10,0,10,10,10,8,72.18
FW08OH008,2009,1,NRS_OH-10027,SAP,S,0,4.304403393,5.364781341,10,9.794050343,10,10,10,8,74.33
FW08OH008,2009,2,NRS_OH-10027,SAP,S,0,4.302441093,0.017317784,10,0,10,10,10,8,55.40
FW08OH006,2009,1,NRS_OH-10030,NAP,T,0,0,4.199633803,0,0,10,10,10,8,42.75
FW08OH001,2009,1,NRS_OH-10031,NAP,T,0,0,0,10,0,10,10,10,8,50.00
FW08OH011,2009,1,NRS_OH-10034,SAP,S,8.881074474,0,0,10,0,10,10,10,8,61.10
OHS9-0914,2013,1,NRS_OH-10034,SAP,T,7.541077718,0,9.620991254,10,10,,10,10,7,81.66
OHS9-0914,2013,2,NRS_OH-10034,SAP,S,0,0,5.83090379,6.037735849,10,0,10,10,8,52.34
NRS18_OH_10001,2018,1,NRS_OH-10034,SAP,S,6.304418258,0,5.670262391,5.471698113,0,0,10,10,8,46.81
NRS18_OH_10001,2018,2,NRS_OH-10034,SAP,S,4.763676096,0,6.903790087,9.58490566,0,10,10,10,8,64.07
FW08OH012,2008,1,NRS_OH-10035,SAP,T,0,4.057153629,0,0,0,0,10,10,8,30.07
FW08OH012,2008,2,NRS_OH-10035,SAP,T,0,0,0,0,0,10,10,10,8,37.50
OHR9-0901,2014,1,NRS_OH-10035,SAP,T,0,8.085754948,1.166180758,0,4.71395881,10,10,10,8,54.96
OHR9-0901,2014,2,NRS_OH-10035,SAP,T,0,8.033067201,0.29154519,0,8.260869565,10,10,10,8,58.23
FW08OH013,2009,1,NRS_OH-10036,SAP,S,0,0,0,0,0,10,10,10,8,37.50
OHS9-0915,2013,1,NRS_OH-10036,SAP,T,0.657289069,0,5.247813411,10,1.71624714,10,10,10,8,59.53
OHS9-0915,2013,2,NRS_OH-10036,SAP,T,2.766386366,0,0,0,0,10,10,10,8,40.96
FW08OH015,2009,1,NRS_OH-10038,NAP,S,0,0,0,0,0,10,10,10,8,37.50
OHS9-0916,2013,1,NRS_OH-10038,NAP,S,0,6.920625232,0,0,0,10,9,10,8,44.90
FW08OH017,2008,1,NRS_OH-10040,SAP,S,0,0,9.11516035,0,0,10,10,10,8,48.89
FW08OH017,2008,2,NRS_OH-10040,SAP,S,0,1.283442978,0,0,0,10,10,10,8,39.10
OHR9-0902,2013,1,NRS_OH-10040,SAP,S,0,7.286215928,0,0,10,10,10,10,8,59.11
OHR9-0902,2013,2,NRS_OH-10040,SAP,S,0,7.121971442,0,0,0,10,10,10,8,46.40
NRS18_OH_10037,2018,1,NRS_OH-10040,SAP,S,0,5.810959001,0,0,0,10,10,10,8,44.76
NRS18_OH_10037,2018,2,NRS_OH-10040,SAP,S,0,7.143752969,0,0,0,10,,10,7,38.78
FW08OH018,2008,1,NRS_OH-10041,SAP,T,0,0,0,0,5.011441648,10,10,10,8,43.76
OHR9-0903,2013,1,NRS_OH-10041,SAP,T,0,0,0,0,10,10,10,10,8,50.00
NRS18_OH_10007,2018,1,NRS_OH-10041,SAP,T,0,3.00457606,0,0,0,10,10,10,8,41.26
FW08OH019,2008,1,NRS_OH-10042,TPL,T,0,9.967688723,0,0,10,10,10,10,8,62.46
