UID,SAMPLE_ID,DATE_COL,SITE_ID,VISIT_NO,dD (vsmow),d18O (vsmow),d-excess,LAT_DD83,LON_DD83
14253,555411,8/27/2009,FW08ND053,1,-90.82,-10.5,-6.84,47.66885753,-103.0378816
13813,543721,8/4/2009,FW08ND054,1,-110.26,-13.59,-1.55,47.28432005,-101.618357
12033,530521,9/14/2008,FW08ND055,1,-58.2,-8.48,9.68,47.25021394,-96.84413008
12034,521341,6/17/2008,FW08ND056,1,-99.81,-12.46,-0.16,46.74136434,-101.4838374
12035,524701,8/7/2008,FW08ND057,1,-71.62,-7.16,-14.36,46.92584336,-103.5406523
14255,548131,7/29/2009,FW08ND058,1,-96.24,-10.54,-11.95,46.52902722,-103.8015519
12036,522681,8/21/2008,FW08ND060,1,-61.61,-6.35,-10.82,46.27686832,-101.0279655
12037,529011,9/10/2008,FW08ND061,1,-128.24,-16.13,0.83,47.84138495,-103.9660803
12041,527611,9/13/2008,FW08ND063,1,-72.15,-9.18,1.26,46.70780273,-96.95316023
12914,534551,6/4/2009,FW08ND064,1,-74.17,-8.94,-2.61,47.16788712,-102.6457541
13131,548121,6/18/2009,FW08ND066,1,-108.12,-12.77,-5.93,48.36718786,-102.7777969
13789,554601,8/12/2009,FW08ND071,1,-45.62,-3.51,-17.58,47.32471283,-97.0365987
13503,543041,7/23/2009,FW08ND072,1,-102.58,-13.04,1.76,46.56969834,-101.6613958
14256,534561,7/27/2009,FW08ND074,1,-89.64,-10.73,-3.81,45.96721428,-103.1883362
12275,527381,10/1/2008,FW08ND079,1,-48.56,-6.81,5.89,46.83041645,-96.7871555
12804,534571,5/19/2009,FW08ND081,1,-111.23,-14.16,2.03,47.09668968,-101.8016702
13779,543021,7/7/2009,FW08ND086,1,-100.39,-12.05,-3.95,47.27720803,-102.131613
12882,534691,5/28/2009,FW08ND118,1,-92.99,-12.13,4.03,47.21306694,-101.6901873
13130,548101,6/16/2009,FW08ND138,1,-96.03,-11.08,-7.42,46.01407078,-103.2878274
12896,534581,6/2/2009,FW08ND142,1,-98.98,-12.19,-1.43,46.4305193,-102.1681364
13161,543731,6/25/2009,FW08ND161,1,-88.17,-10.07,-7.59,47.31478407,-100.91521
14343,540271,6/29/2009,FW08NE001,1,-117.85,-15.25,4.16,42.62211054,-103.7163788
12062,527751,8/11/2008,FW08NE001,1,-117.9,-15.41,5.41,42.62211054,-103.7163788
12062,524421,8/11/2008,FW08NE001,1,-117.79,-15.45,5.81,42.62211054,-103.7163788
14344,540051,6/11/2009,FW08NE003,1,-67.99,-8.76,2.07,40.59679625,-99.16417361
14345,540291,5/27/2009,FW08NE005,1,-34.64,-5.46,9.08,41.18732896,-96.59256957
14347,542371,7/1/2009,FW08NE006,2,-54.69,-7.47,5.1,40.71594939,-97.75539193
14347,540871,7/1/2009,FW08NE006,2,-54.65,-7.57,5.95,40.71594939,-97.75539193
14346,546121,6/17/2009,FW08NE006,1,-58.26,-8.56,10.24,40.71594939,-97.75539193
12063,521031,8/19/2008,FW08NE010,1,-79.13,-9.84,-0.41,41.1442113,-101.212254
12064,532361,7/29/2008,FW08NE012,1,-79.89,-10.93,7.58,42.80279544,-100.5568093
12065,523231,9/16/2008,FW08NE013,1,-103.55,-13.07,1.03,42.44906515,-102.9989592
12066,530561,8/22/2008,FW08NE014,1,-55.48,-7.41,3.78,40.24541171,-99.70082637
14348,535821,6/3/2009,FW08NE015,1,-63.29,-8.07,1.29,40.79965521,-98.43775352
14349,540221,5/26/2009,FW08NE016,1,-36.21,-5.63,8.87,41.15204585,-96.54845479
12067,523601,7/22/2008,FW08NE017,1,-99.84,-12.58,0.79,41.25373201,-103.6113821
14350,552691,7/9/2009,FW08NE019,1,-67.07,-8.62,1.86,42.71175231,-98.15500658
12060,522951,8/14/2008,FW08NE021,1,-80.2,-10.67,5.18,42.09737111,-101.1664848
14351,546271,7/29/2009,FW08NE022,1,-53.86,-7.49,6.09,40.35743075,-98.13043793
12069,524531,7/30/2008,FW08NE024,1,-68.94,-8.55,-0.52,42.94804468,-99.44766538
14354,540231,6/1/2009,FW08NE025,1,-61.72,-8.76,8.37,41.41565683,-98.08896755
12070,523981,8/12/2008,FW08NE026,1,-103.47,-13.07,1.11,42.43358648,-103.6993125
12068,525061,8/19/2008,FW08NE027,1,-69.34,-9.69,8.21,40.62492341,-100.5745606
14352,540241,5/28/2009,FW08NE028,1,-20.15,-3.44,7.4,40.69166166,-97.15892416
12071,525781,8/21/2008,FW08NE030,1,-55.04,-7.05,1.4,40.23519944,-100.3104841
14353,540281,6/9/2009,FW08NE031,1,-51.12,-6.75,2.9,40.78429239,-98.73231505
14355,551711,6/23/2009,FW08NE032,1,-50.84,-7.55,9.57,41.50319474,-96.34987922
14356,552941,7/6/2009,FW08NE035,1,-65.67,-9.52,10.49,42.58964461,-97.87221739
14358,527761,7/27/2009,FW08NE036,2,-84.56,-9.94,-5.04,41.93932897,-96.14472249
14358,530581,7/27/2009,FW08NE036,2,-84.82,-10.09,-4.11,41.93932897,-96.14472249
14357,542381,6/22/2009,FW08NE036,1,-87.7,-10.78,-1.43,41.93932897,-96.14472249
12061,524561,7/25/2008,FW08NE037,1,-90.94,-11.43,0.49,41.54084738,-102.716022
12072,524091,7/28/2008,FW08NE040,1,-78.09,-10.47,5.66,42.89817333,-100.4853865
14359,546231,6/16/2009,FW08NE041,1,-64.91,-8.11,-0.05,41.02435136,-98.06696061
14360,540001,6/10/2009,FW08NE043,1,-65.86,-8.25,0.13,40.65601773,-99.03532026
14361,552681,7/21/2009,FW08NE044,1,-54.66,-7.63,6.35,41.39955585,-97.15693739
12073,523081,8/13/2008,FW08NE045,1,-91.48,-12.01,4.59,42.71543719,-102.0301786
14362,540261,6/8/2009,FW08NE046,1,-36.65,-3.74,-6.77,40.65333586,-98.91383156
14363,551771,6/15/2009,FW08NE047,1,-64.71,-9.4,10.5,41.0946563,-99.09852618
14365,552671,7/30/2009,FW08NE050,1,-46.75,-6.2,2.85,40.24370997,-97.5355205
14366,556861,10/1/2009,FW08NE052,1,-66.58,-9.26,7.5,41.40970756,-97.78105418
12074,522671,7/31/2008,FW08NE056,1,-80.82,-11.14,8.28,42.79716483,-100.045521
14367,552651,7/22/2009,FW08NE057,1,-45.89,-6.11,2.97,41.09010546,-97.25063478
14368,547761,8/17/2009,FW08NE060,1,-38.08,-5.65,7.1,40.90225697,-96.60625678
14368,532321,8/17/2009,FW08NE060,1,-38.25,-5.7,7.37,40.90225697,-96.60625678
12075,524881,9/15/2008,FW08NE060,1,-51.78,-7.57,8.75,40.90225697,-96.60625678
14369,551611,7/28/2009,FW08NE066,1,-43.42,-6.27,6.77,40.0720793,-97.24108376
14370,552641,7/8/2009,FW08NE067,1,-60.92,-7.58,-0.25,42.93652279,-98.8180758
14371,535811,6/24/2009,FW08NE070,1,-46.24,-7.03,9.97,40.97626295,-96.00091308
14372,548221,8/11/2009,FW08NE081,1,-115.41,-14.51,0.63,42.03167617,-103.8120828
14373,556931,9/29/2009,FW08NE092,1,-48.72,-6.82,5.86,41.09271755,-97.224826
14374,532371,9/30/2009,FW08NE102,1,-76.11,-10.04,4.19,40.1769361,-101.2799858
14375,551601,8/20/2009,FW08NE114,1,-44.66,-6.05,3.71,40.52253508,-97.69056044
14376,552701,8/10/2009,FW08NE166,1,-67.18,-8.87,3.81,40.43187042,-101.6267529
14377,551691,8/12/2009,FW08NE189,1,-79.56,-9.92,-0.21,42.7877746,-101.2496321
14136,554221,8/21/2009,FW08NH001,2,-51.58,-7.26,6.52,42.91108257,-71.99572499
14135,547121,7/15/2009,FW08NH001,1,-51.62,-7.31,6.83,42.91108257,-71.99572499
14136,554551,8/21/2009,FW08NH001,2,-51.57,-7.42,7.82,42.91108257,-71.99572499
14138,547281,8/12/2009,FW08NH002,2,-62.06,-9.36,12.82,43.69617203,-71.98132823
14138,553211,8/12/2009,FW08NH002,2,-61.88,-9.46,13.83,43.69617203,-71.98132823
15133,547271,6/23/2009,FW08NH002,1,-67.94,-10.31,14.55,43.69617203,-71.98132823
14139,554201,8/25/2009,FW08NH003,1,-53.41,-8.21,12.27,43.33658121,-70.99620828
11588,526371,9/25/2008,FW08NH005,2,-72.75,-10.58,11.92,44.24308442,-72.04818386
11588,530611,9/25/2008,FW08NH005,2,-72.78,-10.59,11.98,44.24308442,-72.04818386
11587,531141,8/19/2008,FW08NH005,1,-69.92,-10.26,12.19,44.24308442,-72.04818386
11589,521561,9/4/2008,FW08NH007,1,-68.27,-9.94,11.26,43.0680746,-72.44870162
11590,521571,9/24/2008,FW08NH007,2,-66.52,-9.83,12.15,43.0680746,-72.44870162
11590,525191,9/24/2008,FW08NH007,2,-66.18,-9.96,13.52,43.0680746,-72.44870162
11599,521701,8/20/2008,FW08NH009,1,-69.48,-10.1,11.31,43.86580883,-72.17822251
11600,527231,7/9/2008,FW08NH010,1,-54.32,-7.93,9.13,43.19317288,-71.52350519
11593,527221,7/16/2008,FW08NH011,1,-72.42,-10.39,10.69,43.35117982,-72.3934385
11594,521771,7/10/2008,FW08NH014,1,-53.91,-7.53,6.37,43.4326433,-71.65002274
11595,521781,9/3/2008,FW08NH016,1,-66.81,-9.8,11.56,42.84932272,-72.55308874
11601,521711,7/14/2008,FW08NH017,1,-71.82,-10.93,15.64,43.4303027,-72.39500794
11597,525271,8/7/2008,FW08NH018,1,-49.56,-7.41,9.71,43.25604265,-71.62249548
11598,521441,8/21/2008,FW08NH020,1,-69.61,-10.2,11.99,44.87331461,-71.52951972
14254,547111,7/20/2009,FW08NH057,1,-58.28,-8.04,6.04,43.81879305,-71.19523931
14140,547101,6/25/2009,FW08NH099,1,-50.78,-7.71,10.92,43.14514805,-71.18604128
14141,541141,7/14/2009,FW08NH104,1,-74.88,-11.12,14.11,44.39319214,-71.21993288
14227,547151,9/21/2009,FW08NJ001,2,-39.35,-6.53,12.85,40.17138224,-74.41457146
14228,547161,7/29/2009,FW08NJ001,1,-41.6,-7.15,15.57,40.17138224,-74.41457146
11577,535011,10/11/2008,FW08NJ002,2,-46.33,-7.25,11.68,40.81493935,-75.04027188
11577,529971,10/11/2008,FW08NJ002,2,-46.32,-7.35,12.5,40.81493935,-75.04027188
11564,523491,7/19/2008,FW08NJ002,1,-46.08,-7.33,12.59,40.81493935,-75.04027188
11567,523221,7/16/2008,FW08NJ003,1,-40.94,-6.47,10.79,41.04211949,-74.04730262
15498,551171,8/13/2009,FW08NJ004,2,-50.28,-7.73,11.57,41.27242348,-74.84022117
15497,550331,6/23/2009,FW08NJ004,1,-55.31,-8.4,11.91,41.27242348,-74.84022117
15498,554241,8/13/2009,FW08NJ004,2,-50.16,-8.06,14.3,41.27242348,-74.84022117
15499,550351,7/7/2009,FW08NJ005,1,-39.13,-5.38,3.9,40.50889787,-74.46614516
15500,551261,8/11/2009,FW08NJ005,2,-43.36,-7.23,14.45,40.50889787,-74.46614516
15500,550291,8/11/2009,FW08NJ005,2,-43.73,-7.29,14.63,40.50889787,-74.46614516
15501,551871,7/9/2009,FW08NJ007,1,-41.27,-6.51,10.81,40.91250932,-74.18683631
11569,526201,8/13/2008,FW08NJ008,1,-54.43,-8.25,11.6,41.25012378,-74.8555479
11570,526221,7/8/2008,FW08NJ009,1,-49.53,-7.92,13.86,40.33695516,-74.93851447
15502,548521,7/8/2009,FW08NJ011,1,-39.3,-5.87,7.64,40.8628988,-74.10744864
15504,550671,7/13/2009,FW08NJ013,1,-49.02,-7.33,9.66,40.45047125,-75.06823166
11573,524371,7/17/2008,FW08NJ015,1,-39.07,-5.92,8.28,41.11045859,-74.84292471
15505,551231,7/16/2009,FW08NJ016,1,-41.88,-6.69,11.66,40.50601167,-74.74864283
11575,532811,7/25/2008,FW08NJ019,1,-27.7,-5.11,13.14,41.09547258,-74.1483308
11576,532171,7/27/2008,FW08NJ021,1,-27.14,-5.23,14.74,40.62461827,-74.47443725
14229,547141,8/5/2009,FW08NJ035,1,-43.48,-6.93,11.96,40.91276424,-74.39217021
12402,524461,9/17/2008,FW08NM001,2,-86.77,-11.9,8.45,35.97105437,-106.604984
12076,524181,8/5/2008,FW08NM001,1,-85.84,-11.85,8.92,35.97105437,-106.604984
12402,534131,9/17/2008,FW08NM001,2,-87.03,-12.11,9.84,35.97105437,-106.604984
12274,523921,9/19/2008,FW08NM002,2,-86.47,-11.61,6.43,36.59767554,-106.5008687
12274,531701,9/19/2008,FW08NM002,2,-86.18,-11.7,7.43,36.59767554,-106.5008687
12077,532351,7/25/2008,FW08NM002,1,-88.51,-12.2,9.12,36.59767554,-106.5008687
12078,523031,7/23/2008,FW08NM003,1,-91.49,-12.33,7.17,36.43580292,-105.2366118
14499,540391,5/13/2009,FW08NM005,1,-54.54,-5.88,-7.5,35.79087538,-104.6116874
14501,540571,5/31/2009,FW08NM008,2,-93.41,-12.46,6.25,34.75014516,-106.7424913
14500,540591,5/20/2009,FW08NM008,1,-96.51,-12.86,6.41,34.75014516,-106.7424913
14501,544751,5/31/2009,FW08NM008,2,-92.94,-12.5,7.09,34.75014516,-106.7424913
14502,540371,5/21/2009,FW08NM010,1,-63.31,-9.37,11.66,32.92506696,-105.3374556
12082,532341,7/22/2008,FW08NM012,1,-90.26,-12.64,10.85,36.11060373,-105.7319397
12083,521131,7/31/2008,FW08NM013,1,-93.81,-12.65,7.37,35.37707235,-104.5055536
12087,522111,7/29/2008,FW08NM018,1,-46.36,-5.01,-6.3,32.36054883,-104.1851762
14505,546851,5/28/2009,FW08NM019,1,-69.79,-9.5,6.2,33.30076771,-108.125506
14506,540581,5/16/2009,FW08NM022,1,-88.35,-11.56,4.17,36.70792574,-108.2114498
14507,548561,6/4/2009,FW08NM022,2,-89.19,-12.19,8.29,36.70792574,-108.2114498
14507,540321,6/4/2009,FW08NM022,2,-89.4,-12.23,8.41,36.70792574,-108.2114498
14508,540401,5/20/2009,FW08NM023,1,-44.3,-4.21,-10.64,34.00485357,-104.314754
14509,540331,5/21/2009,FW08NM024,1,-97.08,-13.02,7.07,35.1680165,-106.6580958
12090,523181,8/2/2008,FW08NM025,1,-59.69,-6.67,-6.32,35.24331258,-104.910899
14510,544731,5/24/2009,FW08NM026,1,-75.93,-9.22,-2.13,32.1416941,-106.6992517
14511,540561,5/18/2009,FW08NM027,1,-49.14,-6.7,4.43,33.41461952,-104.4566034
14512,540301,5/29/2009,FW08NM031,1,-65.38,-8.4,1.82,33.75785239,-108.7623665
14513,540341,5/22/2009,FW08NM034,1,-95.97,-13.19,9.57,34.44718761,-106.8036844
14514,546821,5/24/2009,FW08NM035,1,-71.01,-9.96,8.64,33.20253025,-108.2088108
14515,540471,5/13/2009,FW08NM038,1,-88.61,-11.49,3.31,36.69928642,-107.9852705
14516,540361,5/19/2009,FW08NM039,1,-54.11,-6.14,-4.97,34.44391063,-104.2347092
14517,544761,5/25/2009,FW08NM042,1,-38.26,-3.33,-11.6,32.5189797,-104.3144545
14518,546831,5/27/2009,FW08NM043,1,-67.96,-9.15,5.26,32.98809742,-108.5708715
14519,548571,6/6/2009,FW08NM045,1,-101.17,-13.96,10.49,36.35951479,-106.6759062
14520,540451,6/2/2009,FW08NM047,1,-79.74,-10.05,0.65,33.14937656,-107.2065678
14521,540421,5/30/2009,FW08NM048,1,-83.45,-10.85,3.39,36.54799666,-105.1298857
12103,523841,8/3/2008,FW08NM061,1,-105.55,-14.5,10.45,36.7888588,-106.240472
12104,534001,9/26/2008,FW08NM064,1,-89.03,-11.9,6.13,36.79741478,-104.8782854
12105,531021,8/1/2008,FW08NM069,1,-57.45,-6.6,-4.63,35.77146238,-105.00735
12106,523161,8/4/2008,FW08NM070,1,-101.99,-14.11,10.91,36.78331081,-108.1187441
14522,544741,5/26/2009,FW08NM105,1,-90.91,-12.96,12.79,35.26512908,-105.3650352
10854,521921,6/16/2008,FW08NV003,1,-116.86,-14.52,-0.74,40.31657757,-116.901529
10857,523251,8/5/2008,FW08NV003,2,-115.67,-14.43,-0.21,40.31657757,-116.901529
10857,521911,8/5/2008,FW08NV003,2,-115.99,-14.52,0.21,40.31657757,-116.901529
10858,523241,7/9/2008,FW08NV004,1,-120.88,-15.76,5.17,40.90311286,-115.224256
10871,523851,8/7/2008,FW08NV004,2,-121.75,-16.21,7.9,40.90311286,-115.224256
10871,531971,8/7/2008,FW08NV004,2,-121.71,-16.22,8.07,40.90311286,-115.224256
10872,522191,6/12/2008,FW08NV005,1,-120.09,-15.77,6.07,39.21792949,-117.0595203
10875,528681,6/24/2008,FW08NV006,1,-119.45,-16.01,8.63,41.41766741,-116.0342696
10876,523471,7/15/2008,FW08NV008,1,-124.12,-16.51,7.94,41.71522014,-115.2289633
10885,522121,6/10/2008,FW08NV009,1,-110.27,-15.19,11.25,38.32750793,-114.2774604
10886,525471,6/25/2008,FW08NV010,1,-126.6,-16.29,3.7,41.80682461,-115.7046045
10887,528641,6/25/2008,FW08NV011,1,-121.82,-15.25,0.16,41.21398709,-116.3987168
10888,521331,6/3/2008,FW08NV012,1,-121.82,-16.3,8.62,41.92147277,-119.4433402
10889,524321,6/26/2008,FW08NV014,1,-121.51,-15.82,5.08,40.74129868,-115.5543686
10890,523011,6/27/2008,FW08NV015,1,-123.92,-15.92,3.42,41.01579472,-116.0832885
10895,528601,8/11/2008,FW08NV019,2,-114.15,-13.57,-5.6,40.70240853,-116.5235212
10895,530911,8/11/2008,FW08NV019,2,-114.16,-13.63,-5.15,40.70240853,-116.5235212
10893,531881,7/22/2008,FW08NV019,1,-111.94,-13.63,-2.88,40.70240853,-116.5235212
14226,547481,7/5/2009,FW08NV020,1,-97.54,-12.18,-0.14,35.07424153,-114.6042918
10896,521071,6/4/2008,FW08NV022,1,-112.54,-14.51,3.57,41.77179727,-117.8060453
10897,521091,6/5/2008,FW08NV026,1,-108.89,-13.21,-3.22,41.3973601,-117.4646693
10898,524821,6/17/2008,FW08NV028,1,-118.71,-16.09,10.01,41.40884387,-118.9109046
10899,521901,6/11/2008,FW08NV029,1,-118.17,-16.04,10.19,39.21428861,-114.5413454
10900,521101,6/18/2008,FW08NV031,1,-98.76,-10.65,-13.53,40.81470323,-115.8061406
10901,521971,6/10/2008,FW08NV032,1,-95.94,-13.01,8.12,36.6417447,-114.5318165
10918,521931,6/11/2008,FW08NV033,1,-120.82,-15.61,4.05,38.85858259,-115.6673318
10922,523481,7/24/2008,FW08NV034,1,-106.1,-12.09,-9.35,40.91002543,-117.9097195
10926,521991,6/17/2008,FW08NV035,1,-94.34,-9.66,-17.06,40.68600234,-116.7624855
10927,525491,6/26/2008,FW08NV037,1,-123.41,-16.49,8.49,41.87729618,-115.6285161
10928,521081,6/3/2008,FW08NV038,1,-114.12,-14.88,4.96,41.9957489,-117.7707249
10979,521291,6/5/2008,FW08NV039,1,-121.5,-16.43,9.98,41.77125165,-117.3829874
10954,524811,6/30/2008,FW08NV040,1,-102.87,-13.4,4.34,39.08215943,-119.7573042
10978,531981,7/8/2008,FW08NV041,1,-117.62,-14.48,-1.8,41.32039998,-115.657142
10951,531891,7/31/2008,FW08NV049,1,-118.56,-16.05,9.85,38.8505517,-116.6048621
10956,531911,7/22/2008,FW08NV050,1,-86.14,-7.86,-23.27,40.41024065,-118.3154415
10962,525451,7/23/2008,FW08NV051,1,-111.48,-13.38,-4.46,40.64965565,-116.7790317
10963,525481,6/24/2008,FW08NV053,1,-123.51,-16.33,7.15,41.95776506,-115.863833
10964,522941,7/8/2008,FW08NV054,1,-116.36,-15.23,5.44,41.27385024,-118.4605996
10965,528591,7/1/2008,FW08NV056,1,-99.26,-12.63,1.8,39.20075374,-119.6299202
10971,523671,7/16/2008,FW08NV057,1,-118.2,-14.22,-4.45,41.13161753,-115.4997593
10973,525441,7/24/2008,FW08NV058,1,-109.07,-12.98,-5.27,40.78824389,-117.0442313
10989,531901,7/23/2008,FW08NV062,1,-106.16,-12.37,-7.24,41.00564814,-117.3393351
10990,524231,7/10/2008,FW08NV063,1,-124.25,-15.73,1.62,40.394948,-116.1206756
10991,531871,7/17/2008,FW08NV065,1,-116.53,-15.81,9.92,38.78147873,-117.3401678
10992,531991,7/28/2008,FW08NV066,1,-102.91,-11.17,-13.56,40.69720892,-118.1006986
10993,528691,9/9/2008,FW08NV069,2,-125.15,-15.58,-0.51,41.88666095,-114.6866143
10993,524831,9/9/2008,FW08NV069,2,-125.12,-15.64,0.01,41.88666095,-114.6866143
10856,525431,8/6/2008,FW08NV069,1,-125.23,-15.79,1.07,41.88666095,-114.6866143
11740,529511,9/3/2008,FW08NY002,1,-62.05,-8.24,3.87,44.58850577,-74.80835367
11741,534961,10/8/2008,FW08NY002,2,-60.94,-8.11,3.92,44.58850577,-74.80835367
11741,526531,10/8/2008,FW08NY002,2,-60.36,-8.06,4.1,44.58850577,-74.80835367
15535,555401,8/21/2009,FW08NY003,1,-48.25,-6.98,7.6,42.96006993,-75.78860842
15535,543061,8/21/2009,FW08NY003,1,-47.77,-6.97,7.99,42.96006993,-75.78860842
11742,523021,8/7/2008,FW08NY003,1,-61.5,-8.94,10.01,42.96006993,-75.78860842
11743,529191,8/30/2008,FW08NY004,1,-78.89,-11,9.1,44.73815363,-73.47659672
11747,532271,8/1/2008,FW08NY008,1,-47.06,-7.49,12.86,42.60527812,-73.47988246
15536,546151,6/12/2009,FW08NY009,1,-52.01,-7.59,8.69,42.79159682,-77.64922263
15537,551641,6/13/2009,FW08NY011,1,-64.3,-9.71,13.41,42.31506191,-76.95503527
11750,524661,8/31/2008,FW08NY014,1,-74.35,-10.74,11.56,44.31879193,-74.52344171
11751,525381,8/3/2008,FW08NY015,1,-57.72,-9.02,14.42,42.50112044,-74.43890932
11764,525801,7/29/2008,FW08NY016,1,-45.39,-7.46,14.27,41.56286652,-73.84559791
11770,535071,10/8/2008,FW08NY017,2,-64.95,-9.5,11.08,42.42297023,-75.63217324
11770,526691,10/8/2008,FW08NY017,2,-65,-9.57,11.57,42.42297023,-75.63217324
11766,532981,9/30/2008,FW08NY017,1,-65.46,-9.68,11.95,42.42297023,-75.63217324
11769,525401,8/6/2008,FW08NY018,1,-61.81,-9.22,11.96,42.93689353,-76.61918112
11765,532771,10/5/2008,FW08NY019,2,-63.44,-9.05,8.96,42.14603326,-77.05408537
11767,531351,10/2/2008,FW08NY019,1,-63.8,-9.22,9.94,42.14603326,-77.05408537
11767,526331,10/2/2008,FW08NY019,1,-63.81,-9.31,10.67,42.14603326,-77.05408537
11774,530391,9/29/2008,FW08NY021,1,-60.51,-9.08,12.12,42.82852399,-73.98933424
11773,525791,8/5/2008,FW08NY022,1,-49.79,-6.89,5.29,43.00710742,-76.68105171
11775,532581,9/25/2008,FW08NY023,1,-62.55,-9.1,10.25,42.16144049,-75.85677759
11776,528041,9/2/2008,FW08NY024,1,-80.99,-11.6,11.79,44.86450288,-74.12799793
11777,531121,9/30/2008,FW08NY025,1,-63.03,-9.17,10.29,43.24865985,-73.74076924
11778,532761,10/7/2008,FW08NY027,1,-63.68,-8.89,7.44,44.25928066,-75.76742933
11780,527981,9/23/2008,FW08NY028,1,-60.7,-8.82,9.85,42.47413071,-73.78702077
11739,529931,9/16/2008,FW08NY030,1,-61.63,-9.19,11.85,42.08065107,-78.42363433
11781,527191,9/15/2008,FW08NY032,1,-61.18,-9.14,11.92,42.06590517,-78.46921921
11738,527201,9/24/2008,FW08NY034,1,-58.33,-7.96,5.37,43.13766805,-76.29551055
11783,532091,9/27/2008,FW08NY035,1,-59.87,-8.85,10.96,42.02895573,-76.39830557
11784,531131,9/25/2008,FW08NY037,1,-60.85,-8.78,9.38,42.93557536,-74.19444996
11785,535081,10/7/2008,FW08NY039,1,-64.08,-9.23,9.76,42.34775323,-75.69644417
11786,530411,10/1/2008,FW08NY040,1,-62.97,-9.17,10.4,43.25552804,-73.58640123
11787,527931,8/28/2008,FW08NY041,1,-66.51,-10.1,14.29,43.53157897,-74.55172988
11788,531421,10/4/2008,FW08NY042,1,-68.46,-9.97,11.31,42.85984433,-77.84330995
11790,528431,8/26/2008,FW08NY044,1,-60.93,-9.16,12.35,42.05575562,-73.9319509
15538,523131,6/11/2009,FW08NY046,1,-65.29,-9.69,12.22,42.67849292,-77.70647712
15539,545731,7/17/2009,FW08NY047,1,-72.12,-10.15,9.09,44.81864062,-75.10078251
15540,551621,6/10/2009,FW08NY048,1,-63.47,-9.66,13.8,42.67598762,-78.59490841
15541,555121,8/23/2009,FW08NY049,1,-63.65,-8.98,8.21,43.1214576,-75.26332069
11789,531431,10/6/2008,FW08NY050,1,-60.44,-8.5,7.59,43.3045003,-76.39769929
15542,548511,6/16/2009,FW08NY051,1,-63.51,-9.69,13.98,42.12401229,-75.61379191
15543,549511,7/20/2009,FW08NY052,1,-69.05,-9.46,6.61,44.61612925,-75.40615014
15544,550191,8/20/2009,FW08NY053,1,-62.33,-9.35,12.45,42.89548278,-74.50933963
15545,551631,6/22/2009,FW08NY055,1,-45.81,-7.53,14.4,41.59626438,-74.36753041
11737,526811,9/14/2008,FW08NY064,1,-58.43,-8.14,6.66,42.11546943,-79.26637037
11791,523811,9/8/2008,FW08NY065,1,-71.68,-10.61,13.21,42.90824199,-75.47830277
11792,522711,9/9/2008,FW08NY066,1,-64.66,-9.61,12.2,43.01566804,-76.85463864
15546,555901,8/24/2009,FW08NY076,1,-65.33,-10.07,15.23,42.23492446,-78.77276019
11794,534951,10/4/2008,FW08NY077,1,-63.91,-9.51,12.16,42.74126609,-76.47440336
15547,551181,6/17/2009,FW08NY081,1,-60.03,-8.61,8.86,42.49420173,-75.57194154
15548,551571,7/21/2009,FW08NY084,1,-77.8,-11.45,13.79,44.49954151,-74.88522362
15549,555371,8/14/2009,FW08NY088,1,-85.09,-11.97,10.69,44.65750429,-74.00523763
15567,548781,7/20/2009,FW08OH001,1,-51.48,-7.71,10.16,40.73502038,-81.63657357
15568,548751,7/15/2009,FW08OH002,1,-35.49,-4.92,3.89,39.63169242,-81.1929117
15569,553271,8/25/2009,FW08OH002,2,-39.2,-5.4,3.98,39.63169242,-81.1929117
15569,553121,8/25/2009,FW08OH002,2,-39.57,-5.67,5.8,39.63169242,-81.1929117
12426,530161,9/8/2008,FW08OH003,1,-46.61,-7.1,10.21,40.80568231,-81.38993132
12427,524301,6/25/2008,FW08OH004,1,-41.93,-6.58,10.71,39.74752967,-82.77872819
12428,521201,6/18/2008,FW08OH005,1,-42.54,-6.58,10.08,40.06407859,-82.53392123
15570,553161,9/1/2009,FW08OH006,1,-51.45,-7.72,10.31,41.29205294,-82.59084942
12437,530021,9/10/2008,FW08OH007,1,-65.5,-9.96,14.19,41.51664843,-81.22317665
15572,553111,9/10/2009,FW08OH008,2,-43.75,-6.99,12.14,39.99353843,-80.8663124
15571,548791,7/14/2009,FW08OH008,1,-49.7,-7.9,13.52,39.99353843,-80.8663124
15572,553241,9/10/2009,FW08OH008,2,-43.23,-7.1,13.58,39.99353843,-80.8663124
15573,546181,7/21/2009,FW08OH011,1,-50.94,-7.3,7.47,40.70662872,-80.79917588
12435,531781,8/18/2008,FW08OH012,2,-39.15,-6.15,10.03,39.30982385,-82.96429692
12435,526921,8/18/2008,FW08OH012,2,-39.17,-6.18,10.27,39.30982385,-82.96429692
12442,522031,7/15/2008,FW08OH012,1,-37.46,-6.4,13.75,39.30982385,-82.96429692
15574,545951,7/8/2009,FW08OH013,1,-42.49,-6.53,9.76,39.74567177,-81.84162068
15575,556131,9/15/2009,FW08OH015,1,-43.4,-5.37,-0.47,41.79362827,-80.82266286
12443,527011,8/6/2008,FW08OH017,2,-47.07,-7.11,9.83,40.26612178,-81.87411348
12443,529401,8/6/2008,FW08OH017,2,-47.51,-7.35,11.33,40.26612178,-81.87411348
12436,521861,6/11/2008,FW08OH017,1,-47.78,-7.64,13.3,40.26612178,-81.87411348
