SITE_ID,YEAR,VISIT_NO,EPT_RICH,UNIQUE_ID,MMI_BENT
FW08DE049,2009,1,5,NRS_DE-10047,42.92
DELS-1027,2014,1,9,NRS_DE-10050,57.23
NRS18_DE_10005,2018,1,3,NRS_DE-10050,41.08
NRS18_DE_10005,2018,2,6,NRS_DE-10050,45.07
DELS-1032,2014,1,13,NRS_DE-10055,73.53
NRS18_DE_10008,2018,1,9,NRS_DE-10055,50.88
DELS-1033,2014,1,4,NRS_DE-10056,60.87
DELS-1036,2013,1,2,NRS_DE-10059,32.67
DELS-1038,2014,1,8,NRS_DE-10061,36.90
DERO-1001,2013,1,3,NRS_DE-10062,32.87
NRS18_DE_10006,2019,1,6,NRS_DE-10062,35.42
NRS18_DE_10006,2019,2,4,NRS_DE-10062,31.77
DERO-1002,2013,1,2,NRS_DE-10063,21.73
NRS18_DE_10009,2019,1,1,NRS_DE-10063,20.87
DERO-1004,2014,1,6,NRS_DE-10065,29.72
DERO-1005,2013,1,0,NRS_DE-10066,14.38
DESS-1081,2013,1,10,NRS_DE-10068,34.68
NRS18_DE_10007,2019,1,7,NRS_DE-10068,29.12
DESS-1085,2013,1,7,NRS_DE-10072,21.72
DESS-1090,2013,1,2,NRS_DE-10077,33.83
DESS-1092,2014,1,8,NRS_DE-10079,32.27
DESS-1096,2014,1,0,NRS_DE-10083,8.18
NRS18_DE_10010,2018,1,1,NRS_DE-10084,25.12
NRS18_DE_10012,2019,1,4,NRS_DE-10086,49.18
NRS18_DE_10014,2019,1,5,NRS_DE-10088,18.55
NRS18_DE_10015,2018,1,14,NRS_DE-10089,52.20
NRS18_DE_10016,2018,1,7,NRS_DE-10090,23.88
NRS18_DE_10018,2019,1,11,NRS_DE-10092,36.35
NRS18_DE_10019,2019,1,0,NRS_DE-10093,21.42
NRS18_DE_10020,2019,1,3,NRS_DE-10094,13.38
NRS18_DE_10033,2018,1,5,NRS_DE-10096,44.45
NRS18_DE_10037,2019,1,1,NRS_DE-10100,29.33
NRS18_DE_10332,2019,1,1,NRS_DE-10105,17.83
FW08FL002,2008,1,1,NRS_FL-10028,18.13
FLS9-0915,2014,1,2,NRS_FL-10028,37.52
NRS18_FL_10003,2018,1,2,NRS_FL-10028,40.45
FW08FL005,2009,1,,NRS_FL-10031,
FW08FL005,2009,2,2,NRS_FL-10031,35.99
FLR9-0901,2014,1,5,NRS_FL-10031,43.38
FLR9-0901,2014,2,2,NRS_FL-10031,13.70
NRS18_FL_10002,2019,1,7,NRS_FL-10031,35.88
NRS18_FL_10002,2019,2,6,NRS_FL-10031,39.42
FW08FL006,2009,1,,NRS_FL-10032,
FW08FL006,2009,2,2,NRS_FL-10032,26.14
FLR9-0902,2014,1,7,NRS_FL-10032,21.75
FLR9-0902,2014,2,3,NRS_FL-10032,18.27
FW08FL007,2009,1,0,NRS_FL-10033,15.01
FLR9-0903,2014,1,4,NRS_FL-10033,30.52
FW08FL009,2009,1,6,NRS_FL-10035,52.75
FW08FL010,2009,1,1,NRS_FL-10036,15.31
FW08FL013,2008,1,0,NRS_FL-10039,38.64
FW08FL015,2009,1,4,NRS_FL-10041,29.70
FW08FL016,2008,1,1,NRS_FL-10042,33.27
FW08FL017,2008,1,7,NRS_FL-10043,59.96
FW08FL018,2008,1,0,NRS_FL-10044,10.64
FLS9-0917,2014,1,2,NRS_FL-10044,25.37
NRS18_FL_10004,2018,1,1,NRS_FL-10044,24.97
FW08FL021,2008,1,0,NRS_FL-10047,14.55
FLS9-0918,2014,1,7,NRS_FL-10047,47.72
FW08FL023,2009,1,2,NRS_FL-10049,37.05
FLS9-0919,2014,1,7,NRS_FL-10049,47.97
FW08FL025,2008,1,3,NRS_FL-10051,40.03
FW08FL026,2009,1,4,NRS_FL-10052,43.05
FW08FL029,2008,1,5,NRS_FL-10055,38.18
FW08FL031,2009,1,2,NRS_FL-10057,19.91
FW08FL032,2009,1,6,NRS_FL-10058,46.05
FW08FL033,2009,1,0,NRS_FL-10059,12.74
FW08FL048,2009,1,,NRS_FL-10070,
FW08FL048,2009,2,3,NRS_FL-10070,35.41
FW08FL064,2009,1,,NRS_FL-10077,
FW08FL064,2009,2,0,NRS_FL-10077,12.11
FLS9-0921,2014,1,3,NRS_FL-10077,26.30
FLS9-0921,2014,2,4,NRS_FL-10077,33.27
FW08FL075,2009,1,7,NRS_FL-10082,37.90
FLS9-0922,2014,1,5,NRS_FL-10082,48.32
FW08FL081,2009,1,1,NRS_FL-10087,15.94
FLS9-0923,2014,1,0,NRS_FL-10087,33.60
FW08FL083,2009,1,2,NRS_FL-10088,26.46
FW08FL091,2009,1,0,NRS_FL-10092,25.93
FW08FL095,2009,1,0,NRS_FL-10095,0.00
FW08FL096,2009,1,0,NRS_FL-10096,16.67
FW08FL123,2009,1,0,NRS_FL-10106,0.00
FW08FL124,2009,1,0,NRS_FL-10107,16.67
FLS9-0929,2014,1,12,NRS_FL-10107,72.38
FLS9-0929,2014,2,9,NRS_FL-10107,66.18
NRS18_FL_10021,2019,1,13,NRS_FL-10107,74.62
NRS18_FL_10021,2019,2,11,NRS_FL-10107,63.92
FW08RFL9013,2009,1,6,NRS_FL-10108,50.13
FW08RFL9028,2009,1,6,NRS_FL-10109,44.03
FW08RFL9030,2009,1,6,NRS_FL-10110,58.54
FW08RFL9037,2009,1,1,NRS_FL-10111,38.92
FW08RFL9046,2009,1,3,NRS_FL-10112,34.55
FW08RFL9051,2009,1,4,NRS_FL-10113,25.85
FLLS-1047,2014,1,10,NRS_FL-10116,59.45
NRS18_FL_10006,2019,1,6,NRS_FL-10116,52.80
NRS18_FL_10006,2019,2,0,NRS_FL-10116,27.12
FLLS-1049,2014,1,4,NRS_FL-10118,30.65
NRS18_FL_10009,2018,1,2,NRS_FL-10118,23.62
FLLS-1063,2014,1,6,NRS_FL-10132,38.68
FLLS-1064,2014,1,5,NRS_FL-10133,41.75
FLRM-1001,2014,1,6,NRS_FL-10134,36.40
NRS18_FL_10007,2019,1,3,NRS_FL-10134,23.68
NRS18_FL_10007,2019,2,7,NRS_FL-10134,46.52
FLRM-1002,2014,1,5,NRS_FL-10135,24.40
NRS18_FL_10011,2018,1,8,NRS_FL-10135,42.35
FLRO-1024,2014,1,6,NRS_FL-10137,39.35
NRS18_FL_10010,2019,1,5,NRS_FL-10137,40.05
FLRO-1025,2014,1,12,NRS_FL-10138,62.13
FLSS-1068,2014,1,14,NRS_FL-10140,80.75
NRS18_FL_10008,2018,1,4,NRS_FL-10140,46.77
FLSS-1069,2014,1,3,NRS_FL-10141,26.13
FLSS-1076,2014,1,5,NRS_FL-10148,26.95
FLSS-1107,2014,1,4,NRS_FL-10179,20.78
FLRF-0001,2014,1,16,NRS_FL-10184,82.82
NRS18_FL_10012,2018,1,2,NRS_FL-10185,12.15
NRS18_FL_10017,2018,1,1,NRS_FL-10190,46.97
NRS18_FL_10020,2019,1,9,NRS_FL-10193,58.45
NRS18_FL_10035,2018,1,2,NRS_FL-10196,20.85
NRS18_FL_10037,2018,1,2,NRS_FL-10198,23.27
NRS18_FL_10042,2018,1,2,NRS_FL-10203,18.18
NRS18_FL_10047,2019,1,2,NRS_FL-10208,24.95
NRS18_FL_10183,2019,1,4,NRS_FL-10209,37.83
NRS18_FL_10333,2018,1,2,NRS_FL-10210,8.77
NRS18_FL_10334,2019,1,4,NRS_FL-10211,42.22
NRS18_FL_RF001,2018,1,7,NRS_FL-10212,56.52
NRS18_FL_RF002,2019,1,16,NRS_FL-10213,74.02
NRS18_FL_RF003,2019,1,7,NRS_FL-10214,44.02
FW08GA003,2008,1,14,NRS_GA-10023,35.49
FW08GA002,2009,1,5,NRS_GA-10032,13.38
FW08GA002,2009,2,2,NRS_GA-10032,12.85
FW08GA001,2008,1,11,NRS_GA-10034,33.54
FW08GA006,2009,1,,NRS_GA-10041,
FW08GA006,2009,2,10,NRS_GA-10041,54.64
GAR9-0901,2014,1,12,NRS_GA-10041,68.15
GAR9-0901,2014,2,12,NRS_GA-10041,62.57
NRS18_GA_10002,2019,1,6,NRS_GA-10041,45.68
NRS18_GA_10002,2019,2,9,NRS_GA-10041,41.48
FW08GA008,2009,1,9,NRS_GA-10043,69.99
FW08GA008,2009,2,5,NRS_GA-10043,55.07
FW08GA009,2009,1,8,NRS_GA-10044,35.99
FW08GA010,2009,1,6,NRS_GA-10045,47.12
FW08GA012,2009,1,12,NRS_GA-10047,59.79
GAR9-0905,2014,1,14,NRS_GA-10047,70.63
GAR9-0905,2014,2,13,NRS_GA-10047,60.95
FW08GA015,2008,1,7,NRS_GA-10050,20.40
GAS9-0914,2013,1,8,NRS_GA-10050,30.35
GAS9-0914,2013,2,11,NRS_GA-10050,41.45
NRS18_GA_10001,2018,1,8,NRS_GA-10050,16.92
NRS18_GA_10001,2018,2,8,NRS_GA-10050,24.83
FW08GA018,2008,1,13,NRS_GA-10053,64.72
GAR9-0906,2014,1,10,NRS_GA-10053,69.22
NRS18_GA_10007,2019,1,3,NRS_GA-10053,37.02
FW08GA020,2009,1,0,NRS_GA-10055,50.11
GAR9-0907,2014,1,7,NRS_GA-10055,41.40
NRS18_GA_10008,2019,1,4,NRS_GA-10055,46.43
FW08GA022,2009,1,3,NRS_GA-10057,36.10
FW08GA023,2008,1,0,NRS_GA-10058,0.00
GAS9-0915,2013,1,1,NRS_GA-10058,8.28
NRS18_GA_10003,2018,1,7,NRS_GA-10058,15.13
FW08GA024,2009,1,8,NRS_GA-10059,68.90
FW08GA025,2009,1,10,NRS_GA-10060,59.90
GAR9-0910,2014,1,14,NRS_GA-10060,66.60
FW08GA028,2009,1,6,NRS_GA-10063,21.57
GAR9-0911,2014,1,11,NRS_GA-10063,36.22
NRS18_GA_10010,2019,1,2,NRS_GA-10063,11.33
FW08GA029,2009,1,7,NRS_GA-10064,41.93
FW08GA030,2009,1,4,NRS_GA-10065,32.44
GAR9-0913,2014,1,6,NRS_GA-10065,45.68
NRS18_GA_10035,2019,1,6,NRS_GA-10065,35.92
FW08GA041,2009,1,2,NRS_GA-10070,48.17
GAS9-0916,2013,1,5,NRS_GA-10070,63.47
NRS18_GA_10004,2018,1,9,NRS_GA-10070,68.73
FW08GA044,2009,1,2,NRS_GA-10071,15.10
GAS9-0917,2013,1,4,NRS_GA-10071,21.95
NRS18_GA_10005,2018,1,3,NRS_GA-10071,14.82
FW08GA054,2009,1,0,NRS_GA-10075,24.24
FW08GA059,2009,1,15,NRS_GA-10076,68.46
GAS9-0919,2013,1,16,NRS_GA-10076,62.97
NRS18_GA_10006,2018,1,12,NRS_GA-10076,69.12
FW08GA064,2009,1,20,NRS_GA-10079,56.36
FW08GA069,2009,1,9,NRS_GA-10082,27.04
GAS9-0921,2013,1,4,NRS_GA-10082,10.30
FW08GA071,2009,1,10,NRS_GA-10083,42.14
GAS9-0922,2013,1,6,NRS_GA-10083,31.98
FW08GA081,2009,1,3,NRS_GA-10086,32.61
FW08GA091,2009,1,1,NRS_GA-10088,33.33
GAS9-0924,2013,1,3,NRS_GA-10088,21.32
FW08GA095,2009,1,1,NRS_GA-10089,19.01
FW08GA095,2009,2,5,NRS_GA-10089,20.18
GAS9-0925,2013,1,3,NRS_GA-10089,6.95
GAS9-0925,2013,2,8,NRS_GA-10089,28.27
FW08GA113,2009,1,16,NRS_GA-10095,46.74
FW08GA115,2009,1,5,NRS_GA-10097,31.09
FW08GA123,2009,1,5,NRS_GA-10098,10.02
FW08GA133,2009,1,2,NRS_GA-10103,6.57
FW08GA155,2009,1,7,NRS_GA-10106,11.93
FW08RGA9004,2009,1,6,NRS_GA-10107,45.99
FW08RGA9005,2009,1,2,NRS_GA-10108,39.99
FW08RGA9006,2009,1,3,NRS_GA-10109,31.70
FW08RGA9007,2009,1,18,NRS_GA-10110,56.44
GALS-1051,2013,1,9,NRS_GA-10113,70.02
NRS18_GA_10011,2018,1,16,NRS_GA-10113,84.03
NRS18_GA_10011,2018,2,6,NRS_GA-10113,42.98
GALS-1052,2014,1,14,NRS_GA-10114,56.57
NRS18_GA_10015,2019,1,14,NRS_GA-10114,51.73
GALS-1055,2013,1,3,NRS_GA-10117,39.83
NRS18_GA_10016,2018,1,4,NRS_GA-10117,38.67
GALS-1060,2014,1,17,NRS_GA-10122,61.88
GARM-1001,2014,1,11,NRS_GA-10123,69.47
NRS18_GA_10012,2019,1,5,NRS_GA-10123,59.43
NRS18_GA_10012,2019,2,15,NRS_GA-10123,65.70
GARM-1002,2014,1,9,NRS_GA-10124,22.20
NRS18_GA_10019,2019,1,7,NRS_GA-10124,19.27
GARM-1003,2014,1,9,NRS_GA-10125,41.12
NRS18_GA_10020,2019,1,7,NRS_GA-10125,26.63
GARM-1004,2014,1,8,NRS_GA-10126,58.67
GARM-1006,2014,1,5,NRS_GA-10128,24.48
GARO-1032,2014,1,1,NRS_GA-10130,24.78
NRS18_GA_10017,2019,1,1,NRS_GA-10130,6.12
GARO-1033,2014,1,10,NRS_GA-10131,37.50
NRS18_GA_10018,2019,1,11,NRS_GA-10131,25.45
GARO-1034,2014,1,9,NRS_GA-10132,54.88
GARO-1038,2014,1,6,NRS_GA-10136,46.38
GASS-1077,2013,1,6,NRS_GA-10141,20.60
GASS-1079,2013,1,10,NRS_GA-10143,36.17
NRS18_GA_10014,2018,1,4,NRS_GA-10143,9.13
GASS-1081,2013,1,14,NRS_GA-10145,51.95
NRS18_GA_10036,2019,1,15,NRS_GA-10145,58.22
GASS-1082,2013,1,12,NRS_GA-10146,39.03
GARF-0001,2014,1,24,NRS_GA-10147,79.15
GARF-0002,2014,1,4,NRS_GA-10148,30.23
GARF-0003,2014,1,27,NRS_GA-10149,78.67
SCRF-0002,2014,1,7,NRS_GA-10150,40.58
NRS18_GA_10022,2018,1,8,NRS_GA-10152,27.67
NRS18_GA_10023,2018,1,7,NRS_GA-10153,44.28
NRS18_GA_10024,2018,1,16,NRS_GA-10154,63.92
NRS18_GA_10025,2018,1,10,NRS_GA-10155,32.65
NRS18_GA_10026,2019,1,12,NRS_GA-10156,59.52
NRS18_GA_10027,2018,1,11,NRS_GA-10157,32.67
NRS18_GA_10029,2019,1,2,NRS_GA-10159,3.83
NRS18_GA_10057,2019,1,1,NRS_GA-10174,44.15
NRS18_GA_10950,2019,1,9,NRS_GA-10182,50.58
NRS18_GA_RF001,2018,1,9,NRS_GA-10183,48.37
NRS18_GA_RF002,2019,1,16,NRS_GA-10184,48.03
FW08IA008,2008,1,3,NRS_IA-10008,36.60
FW08IA002,2008,1,6,NRS_IA-10010,21.30
FW08IA002,2008,2,8,NRS_IA-10010,30.24
FW08IA004,2008,1,0,NRS_IA-10016,9.85
FW08IA004,2008,2,0,NRS_IA-10016,16.68
FW08IA010,2009,1,5,NRS_IA-10019,28.81
FW08IA003,2009,1,5,NRS_IA-10020,31.74
FW08IA015,2009,1,7,NRS_IA-10021,35.53
FW08IA005,2008,1,6,NRS_IA-10022,34.12
FW08IA016,2008,1,9,NRS_IA-10025,51.90
FW08IA006,2009,1,8,NRS_IA-10027,51.65
FW08IA011,2008,1,0,NRS_IA-10033,15.43
FW08IA009,2008,1,3,NRS_IA-10049,37.99
FW08IA014,2008,1,2,NRS_IA-10050,9.20
FW08IA013,2008,1,5,NRS_IA-10052,19.57
FW08IA017,2008,1,5,NRS_IA-10053,31.84
FW08IA019,2009,1,8,NRS_IA-10054,43.52
FW08IA019,2009,2,9,NRS_IA-10054,35.99
IAR9-0901,2014,1,7,NRS_IA-10054,48.03
IAR9-0901,2014,2,10,NRS_IA-10054,44.57
FW08IA021,2009,1,1,NRS_IA-10056,31.48
IAR9-0902,2014,1,6,NRS_IA-10056,35.23
NRS18_IA_10007,2019,1,6,NRS_IA-10056,27.67
NRS18_IA_10007,2019,2,11,NRS_IA-10056,52.13
FW08IA022,2009,1,5,NRS_IA-10057,26.19
IAR9-0903,2014,1,5,NRS_IA-10057,31.67
NRS18_IA_10008,2019,1,8,NRS_IA-10057,29.62
FW08IA023,2008,1,1,NRS_IA-10058,10.82
IAS9-0918,2013,1,4,NRS_IA-10058,42.48
IAS9-0918,2013,2,0,NRS_IA-10058,26.42
NRS18_IA_10001,2018,1,5,NRS_IA-10058,33.72
NRS18_IA_10001,2018,2,3,NRS_IA-10058,25.60
FW08IA024,2009,1,16,NRS_IA-10059,57.26
IAR9-0904,2014,1,13,NRS_IA-10059,50.93
NRS18_IA_10009,2019,1,9,NRS_IA-10059,44.17
FW08IA027,2008,1,1,NRS_IA-10062,5.08
IAS9-0919,2014,1,2,NRS_IA-10062,11.28
IAS9-0919,2014,2,3,NRS_IA-10062,23.27
FW08IA028,2008,1,7,NRS_IA-10063,43.73
IAS9-0920,2013,1,15,NRS_IA-10063,71.82
NRS18_IA_10003,2019,1,13,NRS_IA-10063,70.03
FW08IA029,2009,1,6,NRS_IA-10064,39.12
IAR9-0905,2013,1,4,NRS_IA-10064,31.55
FW08IA031,2008,1,3,NRS_IA-10066,27.26
IAS9-0921,2014,1,4,NRS_IA-10066,30.38
NRS18_IA_10004,2018,1,2,NRS_IA-10066,23.48
FW08IA034,2009,1,5,NRS_IA-10069,27.05
IAR9-0906,2014,1,2,NRS_IA-10069,30.43
