"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_RESULT_UNITS","ANC_RESULT","ANC_RESULT_UNITS","CALCIUM_RESULT","CALCIUM_RESULT_UNITS","CHLORIDE_RESULT","CHLORIDE_RESULT_UNITS","COLOR_RESULT","COLOR_RESULT_UNITS","COND_RESULT","COND_RESULT_UNITS","DOC_RESULT","DOC_RESULT_UNITS","MAGNESIUM_RESULT","MAGNESIUM_RESULT_UNITS","NITRATE_N_RESULT","NITRATE_N_RESULT_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RESULT_UNITS","NITRITE_N_RESULT","NITRITE_N_RESULT_UNITS","NTL_RESULT","NTL_RESULT_UNITS","PH_RESULT","PH_RESULT_UNITS","POTASSIUM_RESULT","POTASSIUM_RESULT_UNITS","PTL_RESULT","PTL_RESULT_UNITS","SILICA_RESULT","SILICA_RESULT_UNITS","SODIUM_RESULT","SODIUM_RESULT_UNITS","SULFATE_RESULT","SULFATE_RESULT_UNITS","TSS_RESULT","TSS_RESULT_UNITS","TURB_RESULT","TURB_RESULT_UNITS"
"VTR9-0901",1,0.012,"MG N/L",489.01,"UEQ/L",11.36,"MG/L",7.314,"MG/L",30,"APHA PT-CO",90.2,"US/CM AT 25 C",3.42,"MG/L",1.303,"MG/L",0.124,"MG N/L",NA,"",0.002,"MG N/L",0.25,"MG/L",7.34,"STD. UNITS",0.819,"MG/L",23,"UG/L",5.725,"MG/L",5.54,"MG/L",4.77,"MG/L",3.7,"MG/L",2.38,"NTU"
"WIRF-0006",1,0.009,"MG N/L",73.48,"UEQ/L",1.7,"MG/L",0.422,"MG/L",145,"APHA PT-CO",20.4,"US/CM AT 25 C",15.28,"MG/L",0.717,"MG/L",0.034,"MG N/L",NA,"",0.001,"MG N/L",0.371,"MG/L",5.62,"STD. UNITS",1.031,"MG/L",31,"UG/L",10.499,"MG/L",0.71,"MG/L",2.616,"MG/L",1,"MG/L",0.01,"NTU"
"NDLS-1055",1,0.074,"MG N/L",7419.48,"UEQ/L",102.2,"MG/L",4.305,"MG/L",36,"APHA PT-CO",1403,"US/CM AT 25 C",6.13,"MG/L",52.92,"MG/L",0.046,"MG N/L",NA,"",0,"MG N/L",0.631,"MG/L",8.12,"STD. UNITS",9.444,"MG/L",202,"UG/L",40.535,"MG/L",179.5,"MG/L",416.55,"MG/L",10.3,"MG/L",5.27,"NTU"
"COS9-0934",1,0.001,"MG N/L",1015.91,"UEQ/L",17.57,"MG/L",2.686,"MG/L",20,"APHA PT-CO",143.4,"US/CM AT 25 C",3.01,"MG/L",5.002,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.131,"MG/L",7.74,"STD. UNITS",1.574,"MG/L",56,"UG/L",18.126,"MG/L",5.96,"MG/L",12.732,"MG/L",2,"MG/L",0.7,"NTU"
"CAR9-0902",1,0.0157,"MG N/L",5050,"UEQ/L",187,"MG/L",80,"MG/L",5,"APHA PT-CO",1567,"US/CM AT 25 C",1.92,"MG/L",65.6,"MG/L",2.21,"MG N/L",2.15,"MG N/L",NA,"",2.25,"MG/L",8.01,"STD. UNITS",5.6,"MG/L",27.3,"UG/L",24.2,"MG/L",112,"MG/L",637,"MG/L",1.3,"MG/L",0.4,"NTU"
"TXS9-0936",1,0.049,"MG N/L",3696.02,"UEQ/L",66.05,"MG/L",18.653,"MG/L",25,"APHA PT-CO",474,"US/CM AT 25 C",7.83,"MG/L",4.644,"MG/L",0.164,"MG N/L",NA,"",0,"MG N/L",0.926,"MG/L",8.03,"STD. UNITS",5.772,"MG/L",109,"UG/L",14.436,"MG/L",35.65,"MG/L",43.301,"MG/L",21.2,"MG/L",23.46,"NTU"
"MNS9-0934",1,0.229,"MG N/L",3052.65,"UEQ/L",50.08,"MG/L",16.055,"MG/L",36,"APHA PT-CO",395,"US/CM AT 25 C",12.5,"MG/L",20.16,"MG/L",4.977,"MG N/L",NA,"",0.055,"MG N/L",6.5,"MG/L",7.85,"STD. UNITS",4.268,"MG/L",110,"UG/L",7.35,"MG/L",5.58,"MG/L",15.849,"MG/L",9.4,"MG/L",5.54,"NTU"
"MNSS-1175",1,0.017,"MG N/L",4065.27,"UEQ/L",205.1,"MG/L",25.295,"MG/L",5,"APHA PT-CO",1246,"US/CM AT 25 C",3.95,"MG/L",57.19,"MG/L",21.746,"MG N/L",NA,"",0,"MG N/L",22.563,"MG/L",8.14,"STD. UNITS",2.786,"MG/L",93,"UG/L",24.086,"MG/L",11.78,"MG/L",403.547,"MG/L",1,"MG/L",0.23,"NTU"
"COR9-0903",1,0.012,"MG N/L",3938.54,"UEQ/L",396,"MG/L",75.987,"MG/L",0,"APHA PT-CO",4330,"US/CM AT 25 C",4.54,"MG/L",249.2,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.44,"MG/L",8,"STD. UNITS",11.88,"MG/L",33,"UG/L",10.605,"MG/L",480.5,"MG/L",2569.333,"MG/L",19.6,"MG/L",7.9,"NTU"
"COS9-0926",1,0.069,"MG N/L",5676.53,"UEQ/L",68.62,"MG/L",11.289,"MG/L",2,"APHA PT-CO",620,"US/CM AT 25 C",4.06,"MG/L",23.74,"MG/L",0.639,"MG N/L",NA,"",0,"MG N/L",1.513,"MG/L",8.45,"STD. UNITS",8.851,"MG/L",147,"UG/L",49.529,"MG/L",42.51,"MG/L",47.082,"MG/L",60.9,"MG/L",9.15,"NTU"
"COS9-0929",1,0.017,"MG N/L",2300.14,"UEQ/L",60.45,"MG/L",154.556,"MG/L",6,"APHA PT-CO",800,"US/CM AT 25 C",4.76,"MG/L",15.32,"MG/L",0.018,"MG N/L",NA,"",0,"MG N/L",0.288,"MG/L",7.98,"STD. UNITS",3.006,"MG/L",25,"UG/L",18.668,"MG/L",75.73,"MG/L",33.764,"MG/L",6.7,"MG/L",0.8,"NTU"
"VTRS-1007",1,0.009,"MG N/L",379.86,"UEQ/L",8.29,"MG/L",12.201,"MG/L",12,"APHA PT-CO",97.8,"US/CM AT 25 C",1.84,"MG/L",1.491,"MG/L",0.258,"MG N/L",NA,"",0.001,"MG N/L",0.34,"MG/L",7.65,"STD. UNITS",0.497,"MG/L",11,"UG/L",4.734,"MG/L",7.76,"MG/L",6.518,"MG/L",1.8,"MG/L",0.79,"NTU"
"MDRO-1018",1,0.033,"MG N/L",1720.8,"UEQ/L",35.13,"MG/L",25.196,"MG/L",30,"APHA PT-CO",304,"US/CM AT 25 C",3.79,"MG/L",7.335,"MG/L",2.334,"MG N/L",NA,"",0.005,"MG N/L",2.738,"MG/L",8.03,"STD. UNITS",3.37,"MG/L",122,"UG/L",11.971,"MG/L",14.65,"MG/L",15.334,"MG/L",10.5,"MG/L",4.92,"NTU"
"MORF-0009",1,0.028,"MG N/L",3560.37,"UEQ/L",67.44,"MG/L",9.551,"MG/L",25,"APHA PT-CO",431,"US/CM AT 25 C",4.97,"MG/L",10.02,"MG/L",0.963,"MG N/L",NA,"",0,"MG N/L",1.556,"MG/L",8.21,"STD. UNITS",3.91,"MG/L",134,"UG/L",15.795,"MG/L",11.33,"MG/L",30.632,"MG/L",16.4,"MG/L",23.3,"NTU"
"GAS9-0922",1,0.005,"MG N/L",868.73,"UEQ/L",14.55,"MG/L",1.74,"MG/L",24,"APHA PT-CO",115.2,"US/CM AT 25 C",5.32,"MG/L",4.044,"MG/L",0.077,"MG N/L",NA,"",0.001,"MG N/L",0.398,"MG/L",7.91,"STD. UNITS",2.142,"MG/L",41,"UG/L",6.997,"MG/L",2.03,"MG/L",8.279,"MG/L",11.3,"MG/L",21.4,"NTU"
"NDR9-0907",1,0.011,"MG N/L",6788.34,"UEQ/L",106.7,"MG/L",10.804,"MG/L",60,"APHA PT-CO",2250,"US/CM AT 25 C",19.19,"MG/L",86.69,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",1.409,"MG/L",8.67,"STD. UNITS",13.28,"MG/L",56,"UG/L",3.826,"MG/L",325.5,"MG/L",941.872,"MG/L",8.1,"MG/L",3.09,"NTU"
"OKR9-0901",2,0.01,"MG N/L",2765.41,"UEQ/L",77.69,"MG/L",493.382,"MG/L",9,"APHA PT-CO",2340,"US/CM AT 25 C",3.76,"MG/L",48.38,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.346,"MG/L",8.42,"STD. UNITS",5.715,"MG/L",22,"UG/L",19.161,"MG/L",358.9,"MG/L",301.569,"MG/L",4.8,"MG/L",1.17,"NTU"
"MNR9-0912",1,0.014,"MG N/L",2786.04,"UEQ/L",40.72,"MG/L",9.077,"MG/L",56,"APHA PT-CO",302,"US/CM AT 25 C",12.59,"MG/L",12.6,"MG/L",0.254,"MG N/L",NA,"",0,"MG N/L",1.125,"MG/L",8.28,"STD. UNITS",1.877,"MG/L",79,"UG/L",8.155,"MG/L",6.42,"MG/L",9.971,"MG/L",15.8,"MG/L",8.17,"NTU"
"MIRF-0004",1,0.016,"MG N/L",2592.15,"UEQ/L",42.17,"MG/L",8.945,"MG/L",40,"APHA PT-CO",286,"US/CM AT 25 C",6.68,"MG/L",9.86,"MG/L",0.092,"MG N/L",NA,"",0,"MG N/L",0.401,"MG/L",8.21,"STD. UNITS",0.553,"MG/L",20,"UG/L",9.101,"MG/L",6.87,"MG/L",9.906,"MG/L",2.3,"MG/L",1.38,"NTU"
"MDRO-1015",1,0.034,"MG N/L",1750.62,"UEQ/L",38.94,"MG/L",35.657,"MG/L",13,"APHA PT-CO",353,"US/CM AT 25 C",3.24,"MG/L",7.991,"MG/L",2.521,"MG N/L",NA,"",0.007,"MG N/L",2.85,"MG/L",8.16,"STD. UNITS",3.64,"MG/L",107,"UG/L",11.184,"MG/L",19.74,"MG/L",17.448,"MG/L",14.4,"MG/L",3.05,"NTU"
"KYS9-0919",1,0.022,"MG N/L",4742.39,"UEQ/L",70.68,"MG/L",10.921,"MG/L",6,"APHA PT-CO",499,"US/CM AT 25 C",1.21,"MG/L",23.41,"MG/L",0.128,"MG N/L",NA,"",0,"MG N/L",0.315,"MG/L",8.19,"STD. UNITS",2.011,"MG/L",33,"UG/L",5.949,"MG/L",6.03,"MG/L",24.765,"MG/L",5,"MG/L",3.55,"NTU"
"KSR9-0904",1,0.145,"MG N/L",4249.19,"UEQ/L",142.3,"MG/L",95.146,"MG/L",20,"APHA PT-CO",1150,"US/CM AT 25 C",5.74,"MG/L",20.15,"MG/L",1.551,"MG N/L",NA,"",0.054,"MG N/L",2.58,"MG/L",8.46,"STD. UNITS",13.91,"MG/L",403,"UG/L",25.464,"MG/L",79.64,"MG/L",245.781,"MG/L",115.7,"MG/L",21.81,"NTU"
"OKR9-0905",1,0.419,"MG N/L",3223.39,"UEQ/L",262,"MG/L",65.858,"MG/L",32,"APHA PT-CO",2270,"US/CM AT 25 C",8.81,"MG/L",153.9,"MG/L",0.233,"MG N/L",NA,"",0.067,"MG N/L",1.686,"MG/L",8.04,"STD. UNITS",14.3,"MG/L",246,"UG/L",20.097,"MG/L",89.03,"MG/L",1164.001,"MG/L",38.4,"MG/L",11.04,"NTU"
"MORF-0004",1,0.026,"MG N/L",1732.39,"UEQ/L",138.4,"MG/L",4.295,"MG/L",11,"APHA PT-CO",1106,"US/CM AT 25 C",3.59,"MG/L",64.55,"MG/L",0.179,"MG N/L",NA,"",0.01,"MG N/L",0.57,"MG/L",7.72,"STD. UNITS",5.567,"MG/L",49,"UG/L",10.522,"MG/L",19.38,"MG/L",532.83,"MG/L",13.1,"MG/L",7.18,"NTU"
"OHS9-0919",1,0.022,"MG N/L",1846.59,"UEQ/L",60.92,"MG/L",9.53,"MG/L",11,"APHA PT-CO",469,"US/CM AT 25 C",3.15,"MG/L",19.45,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.813,"MG/L",7.74,"STD. UNITS",2.087,"MG/L",138,"UG/L",8.774,"MG/L",9.79,"MG/L",135.195,"MG/L",44.1,"MG/L",16.44,"NTU"
"ALSS-1063",1,0.022,"MG N/L",326.24,"UEQ/L",4.13,"MG/L",1.907,"MG/L",12,"APHA PT-CO",44.5,"US/CM AT 25 C",1.95,"MG/L",1.561,"MG/L",0.072,"MG N/L",NA,"",0.001,"MG N/L",0.218,"MG/L",7.18,"STD. UNITS",0.753,"MG/L",45,"UG/L",7.157,"MG/L",1.89,"MG/L",2.59,"MG/L",9,"MG/L",9.78,"NTU"
"MIRF-0003",1,0.002,"MG N/L",2638.23,"UEQ/L",44.34,"MG/L",5.22,"MG/L",48,"APHA PT-CO",267,"US/CM AT 25 C",7.9,"MG/L",8.346,"MG/L",0.047,"MG N/L",NA,"",0,"MG N/L",0.411,"MG/L",8.13,"STD. UNITS",0.662,"MG/L",34,"UG/L",6.176,"MG/L",4.03,"MG/L",5.567,"MG/L",2.8,"MG/L",2.89,"NTU"
"OHS9-0914",1,0.003,"MG N/L",2945.04,"UEQ/L",109.3,"MG/L",5.952,"MG/L",18,"APHA PT-CO",860,"US/CM AT 25 C",1.71,"MG/L",50.167,"MG/L",0.117,"MG N/L",NA,"",0,"MG N/L",0.206,"MG/L",8.22,"STD. UNITS",2.908,"MG/L",25,"UG/L",4.427,"MG/L",10.71,"MG/L",343.688,"MG/L",1.2,"MG/L",1.25,"NTU"
"SDSS-1190",1,0.209,"MG N/L",4921.67,"UEQ/L",57.38,"MG/L",4.396,"MG/L",160,"APHA PT-CO",482,"US/CM AT 25 C",31.37,"MG/L",17.53,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",3.65,"MG/L",7.57,"STD. UNITS",35.74,"MG/L",3410,"UG/L",47.121,"MG/L",6.54,"MG/L",0.603,"MG/L",5.4,"MG/L",8.68,"NTU"
"NHR9-0903",1,0.001,"MG N/L",629.56,"UEQ/L",13.13,"MG/L",6.667,"MG/L",35,"APHA PT-CO",97.3,"US/CM AT 25 C",3.93,"MG/L",1.139,"MG/L",0.134,"MG N/L",NA,"",0.001,"MG N/L",0.314,"MG/L",7.6,"STD. UNITS",0.95,"MG/L",27,"UG/L",6.41,"MG/L",4.81,"MG/L",5.037,"MG/L",1.6,"MG/L",1.34,"NTU"
"CTSS-1077",1,0.048,"MG N/L",1576.55,"UEQ/L",28.94,"MG/L",29.564,"MG/L",32,"APHA PT-CO",271,"US/CM AT 25 C",6.35,"MG/L",7.08,"MG/L",0.489,"MG N/L",NA,"",0.005,"MG N/L",1.058,"MG/L",7.8,"STD. UNITS",1.858,"MG/L",85,"UG/L",8.722,"MG/L",16.81,"MG/L",8.942,"MG/L",7.1,"MG/L",3.86,"NTU"
"OHLS-1071",1,0.057,"MG N/L",2994.86,"UEQ/L",55.57,"MG/L",21.601,"MG/L",15,"APHA PT-CO",424,"US/CM AT 25 C",3.53,"MG/L",12.64,"MG/L",1.064,"MG N/L",NA,"",0,"MG N/L",1.515,"MG/L",8.14,"STD. UNITS",3.191,"MG/L",53,"UG/L",5.348,"MG/L",15.98,"MG/L",35.46,"MG/L",21.5,"MG/L",11.54,"NTU"
"COS9-0924",1,0.005,"MG N/L",2027.81,"UEQ/L",33.71,"MG/L",0.544,"MG/L",15,"APHA PT-CO",242,"US/CM AT 25 C",2.4,"MG/L",10.99,"MG/L",0.003,"MG N/L",NA,"",0,"MG N/L",0.209,"MG/L",8.27,"STD. UNITS",0.719,"MG/L",48,"UG/L",7.281,"MG/L",1.83,"MG/L",25.638,"MG/L",30.8,"MG/L",2.84,"NTU"
"GAS9-0919",1,0.009,"MG N/L",336.09,"UEQ/L",4.41,"MG/L",2.119,"MG/L",22,"APHA PT-CO",45.7,"US/CM AT 25 C",2.01,"MG/L",1.327,"MG/L",0.299,"MG N/L",NA,"",0.002,"MG N/L",0.431,"MG/L",7.26,"STD. UNITS",1.434,"MG/L",58,"UG/L",8.143,"MG/L",2.12,"MG/L",1.739,"MG/L",5.2,"MG/L",6.28,"NTU"
"NDSS-1106",1,0.016,"MG N/L",5654.88,"UEQ/L",103.6,"MG/L",4.676,"MG/L",48,"APHA PT-CO",1611,"US/CM AT 25 C",10.08,"MG/L",67.68,"MG/L",0.011,"MG N/L",NA,"",0,"MG N/L",0.604,"MG/L",8.06,"STD. UNITS",7.207,"MG/L",74,"UG/L",7.936,"MG/L",201.4,"MG/L",649.319,"MG/L",1.3,"MG/L",1.8,"NTU"
"UTRF-0004",1,0.006,"MG N/L",1477.15,"UEQ/L",23.04,"MG/L",6.377,"MG/L",1,"APHA PT-CO",183.7,"US/CM AT 25 C",1.28,"MG/L",6.93,"MG/L",0.254,"MG N/L",NA,"",0,"MG N/L",0.346,"MG/L",8.18,"STD. UNITS",0.533,"MG/L",43,"UG/L",7.5,"MG/L",5.72,"MG/L",6.062,"MG/L",0.9,"MG/L",2.28,"NTU"
"OHSS-1125",1,0.012,"MG N/L",5545.85,"UEQ/L",88.51,"MG/L",20.909,"MG/L",0,"APHA PT-CO",629,"US/CM AT 25 C",1.53,"MG/L",30.88,"MG/L",4.925,"MG N/L",NA,"",0.005,"MG N/L",5.125,"MG/L",8.18,"STD. UNITS",2.239,"MG/L",91,"UG/L",10.945,"MG/L",5.74,"MG/L",24.518,"MG/L",15.9,"MG/L",3.15,"NTU"
"OHRO-1031",1,0.277,"MG N/L",1496.64,"UEQ/L",33.51,"MG/L",19.267,"MG/L",3,"APHA PT-CO",300,"US/CM AT 25 C",2.25,"MG/L",9.064,"MG/L",0.544,"MG N/L",NA,"",0.011,"MG N/L",1.055,"MG/L",7.78,"STD. UNITS",2.266,"MG/L",74,"UG/L",8.454,"MG/L",12.94,"MG/L",43.318,"MG/L",15.5,"MG/L",14.35,"NTU"
"MIRF-0002",1,0.011,"MG N/L",2853.9,"UEQ/L",43.47,"MG/L",6.893,"MG/L",3,"APHA PT-CO",312,"US/CM AT 25 C",2.13,"MG/L",13.47,"MG/L",0.03,"MG N/L",NA,"",0,"MG N/L",0.211,"MG/L",8.27,"STD. UNITS",0.628,"MG/L",44,"UG/L",8.357,"MG/L",5.63,"MG/L",15.31,"MG/L",3.2,"MG/L",0.6,"NTU"
"MORF-0005",1,0.018,"MG N/L",3183.58,"UEQ/L",58.88,"MG/L",2.884,"MG/L",22,"APHA PT-CO",375,"US/CM AT 25 C",3.89,"MG/L",11.03,"MG/L",0.021,"MG N/L",NA,"",0,"MG N/L",0.345,"MG/L",8.06,"STD. UNITS",3.481,"MG/L",69,"UG/L",10.801,"MG/L",8.57,"MG/L",41.06,"MG/L",13,"MG/L",7.74,"NTU"
"MIS9-0923",1,0.062,"MG N/L",5118.62,"UEQ/L",120,"MG/L",28.123,"MG/L",81,"APHA PT-CO",756,"US/CM AT 25 C",18.84,"MG/L",27.28,"MG/L",5.059,"MG N/L",NA,"",0.047,"MG N/L",7.225,"MG/L",8.01,"STD. UNITS",4.308,"MG/L",94,"UG/L",10.293,"MG/L",12.86,"MG/L",95.726,"MG/L",6.7,"MG/L",4.01,"NTU"
"MISS-1136",1,0.042,"MG N/L",5772.4,"UEQ/L",87.95,"MG/L",31.173,"MG/L",10,"APHA PT-CO",679,"US/CM AT 25 C",3.58,"MG/L",33.59,"MG/L",0.683,"MG N/L",NA,"",0.01,"MG N/L",1.12,"MG/L",8.25,"STD. UNITS",2.185,"MG/L",93,"UG/L",12.366,"MG/L",17.37,"MG/L",41.774,"MG/L",11.6,"MG/L",5.37,"NTU"
"TXS9-0926",2,3.845,"MG N/L",3177.84,"UEQ/L",57.07,"MG/L",98.139,"MG/L",29,"APHA PT-CO",733,"US/CM AT 25 C",6.01,"MG/L",6.116,"MG/L",4.197,"MG N/L",NA,"",0.97,"MG N/L",9.963,"MG/L",7.73,"STD. UNITS",11.86,"MG/L",2559,"UG/L",23.935,"MG/L",81.71,"MG/L",31.293,"MG/L",0.7,"MG/L",0.01,"NTU"
"MDRO-1014",1,0.035,"MG N/L",1859.18,"UEQ/L",36.99,"MG/L",31.337,"MG/L",7,"APHA PT-CO",324,"US/CM AT 25 C",3.17,"MG/L",7.749,"MG/L",1.996,"MG N/L",NA,"",0.004,"MG N/L",2.341,"MG/L",7.92,"STD. UNITS",3.909,"MG/L",159,"UG/L",11.64,"MG/L",17.81,"MG/L",16.7,"MG/L",17,"MG/L",6.86,"NTU"
"ALS9-0918",1,0.015,"MG N/L",168.46,"UEQ/L",1.66,"MG/L",1.628,"MG/L",2,"APHA PT-CO",28.7,"US/CM AT 25 C",0.95,"MG/L",1.085,"MG/L",0.027,"MG N/L",NA,"",0.001,"MG N/L",0.084,"MG/L",7.01,"STD. UNITS",1.158,"MG/L",40,"UG/L",11.89,"MG/L",1.57,"MG/L",3.098,"MG/L",2.4,"MG/L",4.54,"NTU"
"ALSS-1064",1,0.008,"MG N/L",988.31,"UEQ/L",15.26,"MG/L",3.595,"MG/L",0,"APHA PT-CO",125.7,"US/CM AT 25 C",1.78,"MG/L",4.696,"MG/L",0.276,"MG N/L",NA,"",0.001,"MG N/L",0.368,"MG/L",7.78,"STD. UNITS",1.45,"MG/L",39,"UG/L",9.034,"MG/L",3.13,"MG/L",8.267,"MG/L",1.6,"MG/L",3.7,"NTU"
"MNS9-0929",1,0.011,"MG N/L",4025.6,"UEQ/L",78.56,"MG/L",23.078,"MG/L",1,"APHA PT-CO",577,"US/CM AT 25 C",1.53,"MG/L",26.14,"MG/L",15.145,"MG N/L",NA,"",0.024,"MG N/L",15.325,"MG/L",8.24,"STD. UNITS",1.422,"MG/L",112,"UG/L",14.073,"MG/L",6.28,"MG/L",15.638,"MG/L",12.8,"MG/L",3.73,"NTU"
"NVS9-0921",1,0.004,"MG N/L",2689.72,"UEQ/L",37.88,"MG/L",3.965,"MG/L",0,"APHA PT-CO",277,"US/CM AT 25 C",0.94,"MG/L",4.901,"MG/L",0.216,"MG N/L",NA,"",0,"MG N/L",0.373,"MG/L",8.2,"STD. UNITS",0.84,"MG/L",125,"UG/L",30.875,"MG/L",19.46,"MG/L",9.368,"MG/L",19.4,"MG/L",2.78,"NTU"
"NVR9-0920",1,0.005,"MG N/L",2429.95,"UEQ/L",31.45,"MG/L",4.847,"MG/L",10,"APHA PT-CO",268,"US/CM AT 25 C",3.7,"MG/L",6.623,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.345,"MG/L",8.22,"STD. UNITS",7.057,"MG/L",220,"UG/L",56.528,"MG/L",16.15,"MG/L",13.231,"MG/L",15.5,"MG/L",4.55,"NTU"
"OHS9-0922",1,0.199,"MG N/L",2486.22,"UEQ/L",40.19,"MG/L",12.482,"MG/L",27,"APHA PT-CO",332,"US/CM AT 25 C",3.68,"MG/L",13.4,"MG/L",2.62,"MG N/L",NA,"",0.013,"MG N/L",3.731,"MG/L",7.96,"STD. UNITS",4.066,"MG/L",360,"UG/L",7.688,"MG/L",8.23,"MG/L",19.82,"MG/L",226.5,"MG/L",247.15,"NTU"
"WASS-1140",1,0.005,"MG N/L",167.95,"UEQ/L",1.77,"MG/L",5.548,"MG/L",14,"APHA PT-CO",43.7,"US/CM AT 25 C",1.13,"MG/L",1.006,"MG/L",0.25,"MG N/L",NA,"",0,"MG N/L",0.3,"MG/L",6.97,"STD. UNITS",0.499,"MG/L",70,"UG/L",8.682,"MG/L",5.16,"MG/L",3.159,"MG/L",2.2,"MG/L",2.96,"NTU"
"COS9-0925",1,0.021,"MG N/L",1544,"UEQ/L",20.89,"MG/L",1.045,"MG/L",40,"APHA PT-CO",152.2,"US/CM AT 25 C",8.05,"MG/L",3.96,"MG/L",0.005,"MG N/L",NA,"",0.001,"MG N/L",0.619,"MG/L",7.92,"STD. UNITS",4.164,"MG/L",253,"UG/L",31.462,"MG/L",5.67,"MG/L",0.956,"MG/L",3,"MG/L",3.59,"NTU"
"MIRF-0005",1,0.018,"MG N/L",2653.09,"UEQ/L",44,"MG/L",16.767,"MG/L",24,"APHA PT-CO",333,"US/CM AT 25 C",8.05,"MG/L",13.05,"MG/L",0.373,"MG N/L",NA,"",0,"MG N/L",0.888,"MG/L",8.24,"STD. UNITS",1.387,"MG/L",39,"UG/L",6.697,"MG/L",10.11,"MG/L",14.163,"MG/L",1.6,"MG/L",1.06,"NTU"
"WAS9-0919",1,0.019,"MG N/L",382.27,"UEQ/L",4.15,"MG/L",3.411,"MG/L",7,"APHA PT-CO",52.9,"US/CM AT 25 C",1.76,"MG/L",1.222,"MG/L",0.158,"MG N/L",NA,"",0.001,"MG N/L",0.251,"MG/L",6.95,"STD. UNITS",0.943,"MG/L",121,"UG/L",17.961,"MG/L",4.63,"MG/L",1.663,"MG/L",3.4,"MG/L",3.96,"NTU"
"OHR9-0907",1,0.008,"MG N/L",3922.57,"UEQ/L",93.39,"MG/L",31.156,"MG/L",17,"APHA PT-CO",683,"US/CM AT 25 C",4.32,"MG/L",25.05,"MG/L",7.705,"MG N/L",NA,"",0.009,"MG N/L",7.863,"MG/L",8.21,"STD. UNITS",4.43,"MG/L",177,"UG/L",8.597,"MG/L",16.41,"MG/L",94.109,"MG/L",18.4,"MG/L",20.24,"NTU"
"OHRO-1035",1,0.131,"MG N/L",2897.27,"UEQ/L",82.93,"MG/L",46.694,"MG/L",12,"APHA PT-CO",771,"US/CM AT 25 C",3.32,"MG/L",29.49,"MG/L",3.356,"MG N/L",NA,"",0.042,"MG N/L",3.8,"MG/L",8.01,"STD. UNITS",7.939,"MG/L",237,"UG/L",9.148,"MG/L",36.56,"MG/L",173.938,"MG/L",63.1,"MG/L",20.16,"NTU"
"COS9-0922",1,0.009,"MG N/L",459.42,"UEQ/L",6.67,"MG/L",0.203,"MG/L",4,"APHA PT-CO",53.6,"US/CM AT 25 C",1.96,"MG/L",1.09,"MG/L",0.006,"MG N/L",NA,"",0,"MG N/L",0.179,"MG/L",7.61,"STD. UNITS",1.368,"MG/L",108,"UG/L",23.505,"MG/L",2.22,"MG/L",3.947,"MG/L",2.1,"MG/L",0.1,"NTU"
"OHS9-0915",1,0.007,"MG N/L",5055.01,"UEQ/L",174.5,"MG/L",14.079,"MG/L",3,"APHA PT-CO",1129,"US/CM AT 25 C",3,"MG/L",53.38,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.235,"MG/L",7.77,"STD. UNITS",2.559,"MG/L",40,"UG/L",7.594,"MG/L",17.14,"MG/L",401.136,"MG/L",14.7,"MG/L",7.56,"NTU"
"OHRM-1001",1,0.057,"MG N/L",2834.41,"UEQ/L",54.79,"MG/L",50.715,"MG/L",31,"APHA PT-CO",586,"US/CM AT 25 C",6.9,"MG/L",20.46,"MG/L",3.784,"MG N/L",NA,"",0,"MG N/L",5.563,"MG/L",8.34,"STD. UNITS",4.919,"MG/L",161,"UG/L",1.795,"MG/L",32.75,"MG/L",71.465,"MG/L",40.1,"MG/L",17.13,"NTU"
"PAR9-0910",1,0.018,"MG N/L",521.97,"UEQ/L",17.5,"MG/L",7.873,"MG/L",7,"APHA PT-CO",177.2,"US/CM AT 25 C",1.11,"MG/L",6.253,"MG/L",0.355,"MG N/L",NA,"",0.002,"MG N/L",0.51,"MG/L",7.58,"STD. UNITS",1.273,"MG/L",23,"UG/L",2.948,"MG/L",5.8,"MG/L",43.005,"MG/L",0.7,"MG/L",0.98,"NTU"
"NDS9-0938",1,0.015,"MG N/L",7883.73,"UEQ/L",87.96,"MG/L",9.286,"MG/L",77,"APHA PT-CO",3360,"US/CM AT 25 C",22.02,"MG/L",114.2,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",1.624,"MG/L",8.46,"STD. UNITS",12.48,"MG/L",159,"UG/L",2.862,"MG/L",588.7,"MG/L",1579.277,"MG/L",78.9,"MG/L",52.88,"NTU"
